"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",69,2,,30,25,,2,3,7
"Hijo(a)/ hijastro(a) (051)",1703,256,75,702,564,26,13,38,29
"Yerno/ nuera (052)",26,1,,2,14,1,1,,7
"Nieto(a) (053)",128,36,12,57,20,2,,,1
"Padres/ suegros (054)",14,1,,10,1,1,,1,
"Otro(a) pariente (055)",213,21,9,90,75,2,3,9,4
"Trabajador(a) del hogar (056)",2,,,2,,,,,
"Pensionista (057)",1,,,,,,,1,
"Otro(a) no pariente (058)",31,2,1,9,7,,5,3,4
"Mujeres (060)",3740,735,118,1588,1022,52,74,55,96
"Jefe o Jefa (061)",616,164,2,251,145,8,16,9,21
"Esposa(o)/ compa¤era(o) (062)",1051,197,,479,281,16,36,9,33
"Hijo(a)/ hijastro(a) (063)",1643,267,92,699,503,20,14,22,26
"Yerno/ nuera (064)",41,4,,14,18,3,,1,1
"Nieto(a) (065)",129,39,17,51,21,1,,,
"Padres/ suegros (066)",47,27,,18,2,,,,
"Otro(a) pariente (067)",174,31,7,65,49,2,6,7,7
"Trabajador(a) del hogar (068)",3,,,3,,,,,
"Otro(a) no pariente (070)",36,6,,8,3,2,2,7,8
,,,,,,,,,
"RURAL (072)",22643,4877,704,11494,4975,166,154,109,164
"Jefe o Jefa (073)",6172,1307,5,3183,1383,53,103,46,92
"Esposa(o)/ compa¤era(o) (074)",3550,1153,14,1820,504,9,23,7,20
"Hijo(a)/ hijastro(a) (075)",10733,1846,567,5462,2666,81,22,47,42
"Yerno/ nuera (076)",129,6,,64,55,,,2,2
"Nieto(a) (077)",1009,236,79,541,140,4,2,4,3
"Padres/ suegros (078)",178,128,,46,4,,,,
"Otro(a) pariente (079)",715,163,36,314,177,16,1,3,5
"Trabajador(a) del hogar (080)",12,3,,4,4,,1,,
"Pensionista (081)",1,,,1,,,,,
"Otro(a) no pariente (082)",144,35,3,59,42,3,2,,
"Hombres (084)",10813,1578,345,5621,2877,94,101,79,118
"Jefe o Jefa (085)",4207,418,3,2402,1144,43,79,37,81
"Esposa(o)/ compa¤era(o) (086)",174,19,2,100,44,1,3,1,4
"Hijo(a)/ hijastro(a) (087)",5366,900,277,2611,1461,39,16,34,28
"Yerno/ nuera (088)",44,,,20,23,,,1,
"Nieto(a) (089)",548,134,40,292,73,3,,4,2
"Padres/ suegros (090)",41,17,,22,2,,,,
"Otro(a) pariente (091)",357,78,22,146,98,7,1,2,3
"Trabajador(a) del hogar (092)",8,2,,2,3,,1,,
"Otro(a) no pariente (094)",68,10,1,26,29,1,1,,
"Mujeres (096)",11830,3299,359,5873,2098,72,53,30,46
"Jefe o Jefa (097)",1965,889,2,781,239,10,24,9,11
"Esposa(o)/ compa¤era(o) (098)",3376,1134,12,1720,460,8,20,6,16
"Hijo(a)/ hijastro(a) (099)",5367,946,290,2851,1205,42,6,13,14
"Yerno/ nuera (100)",85,6,,44,32,,,1,2
"Nieto(a) (101)",461,102,39,249,67,1,2,,1
"Padres/ suegros (102)",137,111,,24,2,,,,
"Otro(a) pariente (103)",358,85,14,168,79,9,,1,2
"Trabajador(a) del hogar (104)",4,1,,2,1,,,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",76,25,2,33,13,2,1,,
