"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador del hogar (054)",178,178,,,
"De 06 a 14 años (056)",142,130,11,1,
"Empleado (057)",15,15,,,
"Obrero (058)",13,11,1,1,
"Trabajador independiente (059)",34,31,3,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",70,63,7,,
"Trabajador del hogar (062)",9,9,,,
"De 15 a 29 años (064)",2590,2071,200,163,156
"Empleado (065)",752,382,106,125,139
"Obrero (066)",441,341,50,33,17
"Trabajador independiente (067)",920,887,33,,
"Empleador o patrono (068)",39,37,2,,
"Trabajador familiar no remunerado (069)",318,304,9,5,
"Trabajador del hogar (070)",120,120,,,
"De 30 a 44 años (072)",2688,1956,221,290,221
"Empleado (073)",869,285,120,261,203
"Obrero (074)",356,266,47,26,17
"Trabajador independiente (075)",1206,1160,46,,
"Empleador o patrono (076)",64,59,4,1,
"Trabajador familiar no remunerado (077)",165,158,4,2,1
"Trabajador del hogar (078)",28,28,,,
"De 45 a 64 años (080)",1742,1405,113,137,87
"Empleado (081)",313,87,41,114,71
"Obrero (082)",260,205,22,18,15
"Trabajador independiente (083)",976,940,36,,
"Empleador o patrono (084)",61,53,5,2,1
"Trabajador familiar no remunerado (085)",113,101,9,3,
"Trabajador del hogar (086)",19,19,,,
"De 65 y más años (088)",382,364,9,2,7
"Empleado (089)",15,7,1,2,5
"Obrero (090)",28,24,3,,1
"Trabajador independiente (091)",282,277,5,,
"Empleador o patrono (092)",23,23,,,
"Trabajador familiar no remunerado (093)",32,31,,,1
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",36295,34560,1246,351,138
"Empleado (097)",1310,662,294,234,120
"Obrero (098)",6368,5894,361,95,18
"Trabajador independiente (099)",18875,18521,354,,
"Empleador o patrono (100)",698,667,28,3,
"Trabajador familiar no remunerado (101)",8773,8545,209,19,
"Trabajador del hogar (102)",271,271,,,
"De 06 a 14 años (104)",1139,1094,37,8,
"Empleado (105)",4,4,,,
"Obrero (106)",157,142,12,3,
"Trabajador independiente (107)",130,128,2,,
"Empleador o patrono (108)",1,1,,,
"Trabajador familiar no remunerado (109)",829,801,23,5,
"Trabajador del hogar (110)",18,18,,,
"De 15 a 29 años (112)",14033,13346,486,139,62
"Empleado (113)",522,290,109,72,51
"Obrero (114)",2985,2744,171,59,11
"Trabajador independiente (115)",5112,5038,74,,
"Empleador o patrono (116)",218,211,6,1,
"Trabajador familiar no remunerado (117)",5048,4915,126,7,
"Trabajador del hogar (118)",148,148,,,
"De 30 a 44 años (120)",11141,10493,446,136,66
"Empleado (121)",599,280,149,109,61
"Obrero (122)",1856,1716,114,21,5
"Trabajador independiente (123)",6695,6551,144,,
"Empleador o patrono (124)",226,217,8,1,
"Trabajador familiar no remunerado (125)",1704,1668,31,5,
"Trabajador del hogar (126)",61,61,,,
"De 45 a 64 años (128)",7660,7356,229,66,9
"Empleado (129)",179,85,34,52,8
"Obrero (130)",1112,1051,49,11,1
"Trabajador independiente (131)",5210,5098,112,,
"Empleador o patrono (132)",193,180,12,1,
"Trabajador familiar no remunerado (133)",929,905,22,2,
"Trabajador del hogar (134)",37,37,,,
"De 65 y más años (136)",2322,2271,48,2,1
"Empleado (137)",6,3,2,1,
"Obrero (138)",258,241,15,1,1
"Trabajador independiente (139)",1728,1706,22,,
"Empleador o patrono (140)",60,58,2,,
"Trabajador familiar no remunerado (141)",263,256,7,,
"Trabajador del hogar (142)",7,7,,,
