"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
"De 35 a 39 años (036)",83,186,184,4,98.9,2.2,
"De 40 a 44 años (037)",88,262,257,3,98.1,1.1,
"De 45 a 49 años (038)",54,183,177,,96.7,,
"De 50 y más años (039)",75,309,303,,98.1,,
"No PEA (040)",47986,113086,105970,2571,93.7,2.3,
"De 12 a 14 años (041)",5735,15,13,3,86.7,20,
"De 15 a 19 años (042)",7572,1132,1119,363,98.9,32.1,
"De 20 a 24 años (043)",5320,4428,4375,718,98.8,16.2,
"De 25 a 29 años (044)",4176,6897,6788,633,98.4,9.2,
"De 30 a 34 años (045)",3918,8987,8837,504,98.3,5.6,
"De 35 a 39 años (046)",3243,9312,9060,256,97.3,2.7,
"De 40 a 44 años (047)",2836,9409,9064,86,96.3,0.9,
"De 45 a 49 años (048)",2577,9626,9233,8,95.9,0.1,
"De 50 y más años (049)",12609,63280,57481,,90.8,,
,,,,,,,
"URBANA (060)",67390,150931,142512,3180,94.4,2.1,
"De 12 a 14 años (061)",5258,17,15,3,88.2,17.6,
"De 15 a 19 años (062)",8288,1224,1213,368,99.1,30.1,
"De 20 a 24 años (063)",8133,5679,5611,805,98.8,14.2,
"De 25 a 29 años (064)",7342,10203,10066,790,98.7,7.7,
"De 30 a 34 años (065)",7104,14589,14336,659,98.3,4.5,
"De 35 a 39 años (066)",6253,16427,15947,408,97.1,2.5,
"De 40 a 44 años (067)",5377,16212,15649,132,96.5,0.8,
"De 45 a 49 años (068)",4367,15099,14476,15,95.9,0.1,
"De 50 y más años (069)",15268,71481,65199,,91.2,,
"PEA (070)",25198,52973,50707,919,95.7,1.7,
"De 12 a 14 años (071)",173,3,3,,100,,
"De 15 a 19 años (072)",1562,230,230,45,100,19.6,
"De 20 a 24 años (073)",3499,1867,1844,180,98.8,9.6,
"De 25 a 29 años (074)",3696,4186,4134,236,98.8,5.6,
"De 30 a 34 años (075)",3683,6709,6583,217,98.1,3.2,
"De 35 a 39 años (076)",3412,8311,8057,179,96.9,2.2,
"De 40 a 44 años (077)",2896,8000,7738,55,96.7,0.7,
"De 45 a 49 años (078)",2155,6949,6664,7,95.9,0.1,
"De 50 y más años (079)",4122,16718,15454,,92.4,,
"Ocupada (080)",24108,51533,49294,872,95.7,1.7,
"De 12 a 14 años (081)",165,3,3,,100,,
"De 15 a 19 años (082)",1389,200,200,38,100,19,
"De 20 a 24 años (083)",3212,1748,1725,169,98.7,9.7,
"De 25 a 29 años (084)",3493,4014,3964,218,98.8,5.4,
"De 30 a 34 años (085)",3556,6508,6388,213,98.2,3.3,
"De 35 a 39 años (086)",3329,8125,7873,175,96.9,2.2,
"De 40 a 44 años (087)",2812,7749,7492,52,96.7,0.7,
"De 45 a 49 años (088)",2104,6774,6495,7,95.9,0.1,
"De 50 y más años (089)",4048,16412,15154,,92.3,,
"Desocupada (090)",1090,1440,1413,47,98.1,3.3,
"De 12 a 14 años (091)",8,,,,,,
"De 15 a 19 años (092)",173,30,30,7,100,23.3,
"De 20 a 24 años (093)",287,119,119,11,100,9.2,
"De 25 a 29 años (094)",203,172,170,18,98.8,10.5,
"De 30 a 34 años (095)",127,201,195,4,97,2,
"De 35 a 39 años (096)",83,186,184,4,98.9,2.2,
"De 40 a 44 años (097)",84,251,246,3,98,1.2,
"De 45 a 49 años (098)",51,175,169,,96.6,,
"De 50 y más años (099)",74,306,300,,98,,
"No PEA (100)",42192,97958,91805,2261,93.7,2.3,
"De 12 a 14 años (101)",5085,14,12,3,85.7,21.4,
"De 15 a 19 años (102)",6726,994,983,323,98.9,32.5,
"De 20 a 24 años (103)",4634,3812,3767,625,98.8,16.4,
"De 25 a 29 años (104)",3646,6017,5932,554,98.6,9.2,
"De 30 a 34 años (105)",3421,7880,7753,442,98.4,5.6,
"De 35 a 39 años (106)",2841,8116,7890,229,97.2,2.8,
"De 40 a 44 años (107)",2481,8212,7911,77,96.3,0.9,
"De 45 a 49 años (108)",2212,8150,7812,8,95.9,0.1,
"De 50 y más años (109)",11146,54763,49745,,90.8,,
,,,,,,,
"RURAL (120)",8141,21253,19814,405,93.2,1.9,
"De 12 a 14 años (121)",662,1,1,,100,,
"De 15 a 19 años (122)",998,177,175,48,98.9,27.1,
"De 20 a 24 años (123)",1030,857,843,116,98.4,13.5,
"De 25 a 29 años (124)",891,1350,1318,95,97.6,7,
"De 30 a 34 años (125)",795,1682,1644,83,97.7,4.9,
"De 35 a 39 años (126)",698,2000,1940,49,97,2.5,
"De 40 a 44 años (127)",589,1991,1902,13,95.5,0.7,
"De 45 a 49 años (128)",573,2333,2221,1,95.2,,
"De 50 y más años (129)",1905,10862,9770,,89.9,,
"PEA (130)",2347,6125,5649,93,92.2,1.5,
"De 12 a 14 años (131)",12,,,,,,
"De 15 a 19 años (132)",152,39,39,7,100,17.9,
"De 20 a 24 años (133)",344,241,235,23,97.5,9.5,
"De 25 a 29 años (134)",361,470,462,16,98.3,3.4,
"De 30 a 34 años (135)",298,575,560,20,97.4,3.5,
"De 35 a 39 años (136)",296,804,770,22,95.8,2.7,
"De 40 a 44 años (137)",234,794,749,4,94.3,0.5,
"De 45 a 49 años (138)",208,857,800,1,93.3,0.1,
"De 50 y más años (139)",442,2345,2034,,86.7,,
"Ocupada (140)",2278,6081,5605,88,92.2,1.4,
"De 12 a 14 años (141)",11,,,,,,
"De 15 a 19 años (142)",133,39,39,7,100,17.9,
"De 20 a 24 años (143)",322,235,229,20,97.4,8.5,
"De 25 a 29 años (144)",347,456,448,14,98.2,3.1,
"De 30 a 34 años (145)",293,573,558,20,97.4,3.5,
"De 35 a 39 años (146)",296,804,770,22,95.8,2.7,
"De 40 a 44 años (147)",230,783,738,4,94.3,0.5,
"De 45 a 49 años (148)",205,849,792,1,93.3,0.1,
"De 50 y más años (149)",441,2342,2031,,86.7,,
"Desocupada (150)",69,44,44,5,100,11.4,
"De 12 a 14 años (151)",1,,,,,,
"De 15 a 19 años (152)",19,,,,,,
"De 20 a 24 años (153)",22,6,6,3,100,50,
"De 25 a 29 años (154)",14,14,14,2,100,14.3,
"De 30 a 34 años (155)",5,2,2,,100,,
"De 40 a 44 años (157)",4,11,11,,100,,
"De 45 a 49 años (158)",3,8,8,,100,,
"De 50 y más años (159)",1,3,3,,100,,
"No PEA (160)",5794,15128,14165,312,93.6,2.1,
"De 12 a 14 años (161)",650,1,1,,100,,
"De 15 a 19 años (162)",846,138,136,41,98.6,29.7,
"De 20 a 24 años (163)",686,616,608,93,98.7,15.1,
"De 25 a 29 años (164)",530,880,856,79,97.3,9,
"De 30 a 34 años (165)",497,1107,1084,63,97.9,5.7,
"De 35 a 39 años (166)",402,1196,1170,27,97.8,2.3,
"De 40 a 44 años (167)",355,1197,1153,9,96.3,0.8,
"De 45 a 49 años (168)",365,1476,1421,,96.3,,
"De 50 y más años (169)",1463,8517,7736,,90.8,,
