"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",114,8,,32,46,4,14,3,7
"Hijo(a)/ hijastro(a) (051)",1342,137,90,479,444,73,51,36,32
"Yerno/ nuera (052)",27,1,,3,9,6,5,2,1
"Nieto(a) (053)",101,26,15,33,18,4,4,1,
"Padres/ suegros (054)",33,11,,10,7,1,2,2,
"Otro(a) pariente (055)",223,11,7,71,79,14,15,13,13
"Trabajador(a) del hogar (056)",4,,,2,,,2,,
"Pensionista (057)",3,,,1,2,,,,
"Otro(a) no pariente (058)",77,3,1,16,32,4,9,3,9
"Mujeres (060)",3531,561,103,1143,940,243,310,73,158
"Jefe o Jefa (061)",756,142,,219,167,51,106,13,58
"Esposa(o)/ compa¤era(o) (062)",1048,176,1,327,281,89,93,23,58
"Hijo(a)/ hijastro(a) (063)",1255,137,86,447,401,75,65,22,22
"Yerno/ nuera (064)",39,,,3,8,7,14,3,4
"Nieto(a) (065)",91,21,9,34,16,3,5,3,
"Padres/ suegros (066)",93,59,,28,4,,1,,1
"Otro(a) pariente (067)",174,21,2,70,48,13,13,4,3
"Trabajador(a) del hogar (068)",6,,,3,2,,,1,
"Otro(a) no pariente (070)",69,5,5,12,13,5,13,4,12
,,,,,,,,,
"RURAL (072)",8966,1724,178,3593,2551,311,292,141,176
"Jefe o Jefa (073)",3039,497,1,1192,914,109,134,77,115
"Esposa(o)/ compa¤era(o) (074)",1579,438,2,590,413,69,39,13,15
"Hijo(a)/ hijastro(a) (075)",3196,538,149,1421,878,96,62,27,25
"Yerno/ nuera (076)",97,7,,20,44,11,7,5,3
"Nieto(a) (077)",307,93,16,127,58,5,3,5,
"Padres/ suegros (078)",113,72,,39,2,,,,
"Otro(a) pariente (079)",461,68,10,153,173,16,31,4,6
"Trabajador(a) del hogar (080)",7,1,,2,3,1,,,
"Pensionista (081)",5,,,2,2,,1,,
"Otro(a) no pariente (082)",162,10,,47,64,4,15,10,12
"Hombres (084)",4665,528,74,1849,1617,186,172,112,127
"Jefe o Jefa (085)",2255,182,1,900,795,102,103,75,97
"Esposa(o)/ compa¤era(o) (086)",103,7,,33,50,3,5,3,2
"Hijo(a)/ hijastro(a) (087)",1663,244,63,717,518,59,31,16,15
"Yerno/ nuera (088)",38,4,,5,21,2,3,,3
"Nieto(a) (089)",156,49,6,61,32,3,,5,
"Padres/ suegros (090)",27,11,,15,1,,,,
"Otro(a) pariente (091)",301,26,4,78,147,14,23,4,5
"Trabajador(a) del hogar (092)",2,1,,1,,,,,
"Pensionista (093)",4,,,1,2,,1,,
"Otro(a) no pariente (094)",116,4,,38,51,3,6,9,5
"Mujeres (096)",4301,1196,104,1744,934,125,120,29,49
"Jefe o Jefa (097)",784,315,,292,119,7,31,2,18
"Esposa(o)/ compa¤era(o) (098)",1476,431,2,557,363,66,34,10,13
"Hijo(a)/ hijastro(a) (099)",1533,294,86,704,360,37,31,11,10
"Yerno/ nuera (100)",59,3,,15,23,9,4,5,
"Nieto(a) (101)",151,44,10,66,26,2,3,,
"Padres/ suegros (102)",86,61,,24,1,,,,
"Otro(a) pariente (103)",160,42,6,75,26,2,8,,1
"Trabajador(a) del hogar (104)",5,,,1,3,1,,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",46,6,,9,13,1,9,1,7
