"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Desocupada (030)",4682,58,2608,1292,578,146
"Sin nivel (031)",201,9,15,50,72,55
"Educación inicial (032)",7,,4,3,,
"Primaria (033)",1107,26,319,361,325,76
"Secundaria (034)",2588,23,1803,603,149,10
"Superior no univ. incompleta (035)",193,,116,63,13,1
"Superior no univ. completa (036)",355,,221,122,10,2
"Superior univ. incompleta (037)",63,,39,23,1,
"Superior univ. completa (038)",168,,91,67,8,2
"No PEA (040)",75967,30334,21473,8640,8330,7190
"Sin nivel (041)",10182,561,281,888,3438,5014
"Educación inicial (042)",1489,1443,34,12,,
"Primaria (043)",35948,22430,3251,4479,3878,1910
"Secundaria (044)",23426,5900,13961,2599,799,167
"Superior no univ. incompleta (045)",2160,,1913,175,54,18
"Superior no univ. completa (046)",927,,508,291,87,41
"Superior univ. incompleta (047)",1421,,1319,74,26,2
"Superior univ. completa (048)",414,,206,122,48,38
,,,,,,
"URBANA (060)",32920,8236,10707,7110,4811,2056
"Sin nivel (061)",2215,76,86,213,770,1070
"Educación inicial (062)",343,324,13,6,,
"Primaria (063)",11753,5748,1006,2225,2007,767
"Secundaria (064)",11685,2088,6039,2426,997,135
"Superior no univ. incompleta (065)",1761,,1265,360,128,8
"Superior no univ. completa (066)",2431,,862,1117,417,35
"Superior univ. incompleta (067)",1271,,1004,177,88,2
"Superior univ. completa (068)",1461,,432,586,404,39
"PEA (070)",11178,137,3480,4293,2769,499
"Sin nivel (071)",513,2,24,74,245,168
"Educación inicial (072)",4,,2,2,,
"Primaria (073)",2659,70,371,991,972,255
"Secundaria (074)",3980,65,1777,1429,660,49
"Superior no univ. incompleta (075)",679,,330,257,91,1
"Superior no univ. completa (076)",1805,,537,898,359,11
"Superior univ. incompleta (077)",371,,162,138,69,2
"Superior univ. completa (078)",1167,,277,504,373,13
"Ocupada (080)",9738,122,2719,3840,2593,464
"Sin nivel (081)",472,,21,59,231,161
"Educación inicial (082)",3,,2,1,,
"Primaria (083)",2340,64,296,872,874,234
"Secundaria (084)",3290,58,1345,1233,609,45
"Superior no univ. incompleta (085)",598,,276,234,87,1
"Superior no univ. completa (086)",1614,,413,835,356,10
"Superior univ. incompleta (087)",342,,142,129,69,2
"Superior univ. completa (088)",1079,,224,477,367,11
"Desocupada (090)",1440,15,761,453,176,35
"Sin nivel (091)",41,2,3,15,14,7
"Educación inicial (092)",1,,,1,,
"Primaria (093)",319,6,75,119,98,21
"Secundaria (094)",690,7,432,196,51,4
"Superior no univ. incompleta (095)",81,,54,23,4,
"Superior no univ. completa (096)",191,,124,63,3,1
"Superior univ. incompleta (097)",29,,20,9,,
"Superior univ. completa (098)",88,,53,27,6,2
"No PEA (100)",21742,8099,7227,2817,2042,1557
"Sin nivel (101)",1702,74,62,139,525,902
"Educación inicial (102)",339,324,11,4,,
"Primaria (103)",9094,5678,635,1234,1035,512
"Secundaria (104)",7705,2023,4262,997,337,86
"Superior no univ. incompleta (105)",1082,,935,103,37,7
"Superior no univ. completa (106)",626,,325,219,58,24
"Superior univ. incompleta (107)",900,,842,39,19,
"Superior univ. completa (108)",294,,155,82,31,26
,,,,,,
"RURAL (120)",86759,22740,24205,15450,15006,9358
"Sin nivel (121)",13029,514,355,1302,4942,5916
"Educación inicial (122)",1170,1121,31,18,,
"Primaria (123)",41844,17109,5583,8085,7888,3179
"Secundaria (124)",26760,3996,15832,5013,1724,195
"Superior no univ. incompleta (125)",1612,,1214,295,87,16
"Superior no univ. completa (126)",1057,,459,392,179,27
"Superior univ. incompleta (127)",718,,571,101,44,2
"Superior univ. completa (128)",569,,160,244,142,23
"PEA (130)",32534,505,9959,9627,8718,3725
"Sin nivel (131)",4549,27,136,553,2029,1804
"Educación inicial (132)",20,2,8,10,,
"Primaria (133)",14990,357,2967,4840,5045,1781
"Secundaria (134)",11039,119,6133,3411,1262,114
"Superior no univ. incompleta (135)",534,,236,223,70,5
"Superior no univ. completa (136)",756,,276,320,150,10
"Superior univ. incompleta (137)",197,,94,66,37,
"Superior univ. completa (138)",449,,109,204,125,11
"Ocupada (140)",29292,462,8112,8788,8316,3614
"Sin nivel (141)",4389,20,124,518,1971,1756
"Educación inicial (142)",14,2,4,8,,
"Primaria (143)",14202,337,2723,4598,4818,1726
"Secundaria (144)",9141,103,4762,3004,1164,108
"Superior no univ. incompleta (145)",422,,174,183,61,4
"Superior no univ. completa (146)",592,,179,261,143,9
"Superior univ. incompleta (147)",163,,75,52,36,
"Superior univ. completa (148)",369,,71,164,123,11
"Desocupada (150)",3242,43,1847,839,402,111
"Sin nivel (151)",160,7,12,35,58,48
"Educación inicial (152)",6,,4,2,,
"Primaria (153)",788,20,244,242,227,55
"Secundaria (154)",1898,16,1371,407,98,6
"Superior no univ. incompleta (155)",112,,62,40,9,1
"Superior no univ. completa (156)",164,,97,59,7,1
"Superior univ. incompleta (157)",34,,19,14,1,
"Superior univ. completa (158)",80,,38,40,2,
"No PEA (160)",54225,22235,14246,5823,6288,5633
"Sin nivel (161)",8480,487,219,749,2913,4112
"Educación inicial (162)",1150,1119,23,8,,
"Primaria (163)",26854,16752,2616,3245,2843,1398
"Secundaria (164)",15721,3877,9699,1602,462,81
"Superior no univ. incompleta (165)",1078,,978,72,17,11
"Superior no univ. completa (166)",301,,183,72,29,17
"Superior univ. incompleta (167)",521,,477,35,7,2
"Superior univ. completa (168)",120,,51,40,17,12
