"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",80,69,5,2,4
"Empleado (057)",10,7,1,2,
"Obrero (058)",13,10,1,,2
"Trabajador independiente (059)",29,27,2,,
"Empleador o patrono (060)",1,,,,1
"Trabajador familiar no remunerado (061)",22,20,1,,1
"Trabajador del hogar (062)",5,5,,,
"De 15 a 29 años (064)",1715,1193,242,91,189
"Empleado (065)",425,169,82,59,115
"Obrero (066)",497,298,100,26,73
"Trabajador independiente (067)",609,562,47,,
"Empleador o patrono (068)",37,33,2,1,1
"Trabajador familiar no remunerado (069)",106,90,11,5,
"Trabajador del hogar (070)",41,41,,,
"De 30 a 44 años (072)",1715,1117,211,154,233
"Empleado (073)",469,112,59,122,176
"Obrero (074)",416,249,84,28,55
"Trabajador independiente (075)",682,627,55,,
"Empleador o patrono (076)",44,33,7,2,2
"Trabajador familiar no remunerado (077)",72,64,6,2,
"Trabajador del hogar (078)",32,32,,,
"De 45 a 64 años (080)",1185,843,111,83,148
"Empleado (081)",299,88,40,56,115
"Obrero (082)",258,169,33,23,33
"Trabajador independiente (083)",535,505,30,,
"Empleador o patrono (084)",35,26,6,3,
"Trabajador familiar no remunerado (085)",47,44,2,1,
"Trabajador del hogar (086)",11,11,,,
"De 65 y más años (088)",162,129,7,8,18
"Empleado (089)",23,8,3,3,9
"Obrero (090)",32,16,3,5,8
"Trabajador independiente (091)",84,83,1,,
"Empleador o patrono (092)",8,8,,,
"Trabajador familiar no remunerado (093)",12,11,,,1
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",1258,1079,73,30,76
"Empleado (097)",228,117,30,17,64
"Obrero (098)",379,325,30,12,12
"Trabajador independiente (099)",495,486,9,,
"Empleador o patrono (100)",49,47,2,,
"Trabajador familiar no remunerado (101)",84,81,2,1,
"Trabajador del hogar (102)",23,23,,,
"De 06 a 14 años (104)",2,2,,,
"Trabajador independiente (107)",1,1,,,
"Trabajador familiar no remunerado (109)",1,1,,,
"De 15 a 29 años (112)",344,279,32,11,22
"Empleado (113)",66,33,9,4,20
"Obrero (114)",135,108,19,6,2
"Trabajador independiente (115)",96,94,2,,
"Empleador o patrono (116)",5,3,2,,
"Trabajador familiar no remunerado (117)",35,34,,1,
"Trabajador del hogar (118)",7,7,,,
"De 30 a 44 años (120)",446,365,31,14,36
"Empleado (121)",104,48,16,10,30
"Obrero (122)",141,123,8,4,6
"Trabajador independiente (123)",163,157,6,,
"Empleador o patrono (124)",10,10,,,
"Trabajador familiar no remunerado (125)",21,20,1,,
"Trabajador del hogar (126)",7,7,,,
"De 45 a 64 años (128)",340,307,10,5,18
"Empleado (129)",53,31,5,3,14
"Obrero (130)",81,72,3,2,4
"Trabajador independiente (131)",161,160,1,,
"Empleador o patrono (132)",20,20,,,
"Trabajador familiar no remunerado (133)",18,17,1,,
"Trabajador del hogar (134)",7,7,,,
"De 65 y más años (136)",126,126,,,
"Empleado (137)",5,5,,,
"Obrero (138)",22,22,,,
"Trabajador independiente (139)",74,74,,,
"Empleador o patrono (140)",14,14,,,
"Trabajador familiar no remunerado (141)",9,9,,,
"Trabajador del hogar (142)",2,2,,,
