"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 25 a 29 años (024)",235,201,71,73,41,11,5,,,,34,210
"De 30 a 34 años (025)",188,171,36,47,43,30,12,2,1,,17,297
"De 35 a 39 años (026)",184,173,22,31,55,30,30,4,,1,11,394
"De 40 a 44 años (027)",155,153,12,16,34,29,35,20,4,3,2,519
"De 45 a 49 años (028)",137,132,12,15,16,19,40,21,6,3,5,497
"De 50 y más años (029)",396,393,29,30,34,44,96,75,47,38,3,1984
"Desocupada (030)",92,83,40,20,11,4,4,2,1,1,9,102
"De 15 a 19 años (032)",14,14,14,,,,,,,,,
"De 20 a 24 años (033)",23,21,11,7,3,,,,,,2,13
"De 25 a 29 años (034)",15,14,7,5,1,1,,,,,1,10
"De 30 a 34 años (035)",14,14,6,5,3,,,,,,,11
"De 35 a 39 años (036)",5,4,,1,,1,2,,,,1,13
"De 40 a 44 años (037)",4,4,,1,2,,1,,,,,9
"De 45 a 49 años (038)",6,4,,1,1,,1,1,,,2,13
"De 50 y más años (039)",11,8,2,,1,2,,1,1,1,3,33
"No PEA (040)",5948,5810,1710,647,631,555,911,627,399,330,138,18749
"De 12 a 14 años (041)",544,542,541,1,,,,,,,2,1
"De 15 a 19 años (042)",765,760,691,61,6,2,,,,,5,79
"De 20 a 24 años (043)",559,520,233,187,80,19,1,,,,39,408
"De 25 a 29 años (044)",490,450,84,144,127,60,32,3,,,40,734
"De 30 a 34 años (045)",376,366,26,66,100,82,80,10,2,,10,942
"De 35 a 39 años (046)",420,412,20,48,83,96,115,36,12,2,8,1347
"De 40 a 44 años (047)",401,396,19,26,59,67,144,54,23,4,5,1560
"De 45 a 49 años (048)",341,337,11,15,34,54,102,81,22,18,4,1630
"De 50 y más años (049)",2052,2027,85,99,142,175,437,443,340,306,25,12048
,,,,,,,,,,,,
"URBANA (060)",4451,4327,1261,596,552,418,661,425,239,175,124,12603
"De 12 a 14 años (061)",299,298,297,1,,,,,,,1,1
"De 15 a 19 años (062)",496,495,449,40,5,1,,,,,1,53
"De 20 a 24 años (063)",417,389,207,122,49,11,,,,,28,253
"De 25 a 29 años (064)",453,423,108,156,109,31,19,,,,30,549
"De 30 a 34 años (065)",353,333,52,86,90,66,36,2,1,,20,638
"De 35 a 39 años (066)",373,359,32,54,94,80,75,17,4,3,14,974
"De 40 a 44 años (067)",320,319,21,31,64,50,102,39,10,2,1,1116
"De 45 a 49 años (068)",277,267,13,22,35,47,82,54,9,5,10,1082
"De 50 y más años (069)",1463,1444,82,84,106,132,347,313,215,165,19,7937
"PEA (070)",1134,1071,289,199,185,115,143,80,36,24,63,2630
"De 12 a 14 años (071)",9,9,9,,,,,,,,,
"De 15 a 19 años (072)",51,51,46,3,2,,,,,,,7
"De 20 a 24 años (073)",118,105,72,23,9,1,,,,,13,44
"De 25 a 29 años (074)",177,160,67,54,29,7,3,,,,17,146
"De 30 a 34 años (075)",143,130,33,40,37,16,4,,,,13,179
"De 35 a 39 años (076)",146,138,19,26,44,27,20,1,,1,8,296
"De 40 a 44 años (077)",100,100,9,14,24,14,23,13,2,1,,313
"De 45 a 49 años (078)",101,94,10,14,15,15,28,10,,2,7,291
"De 50 y más años (079)",289,284,24,25,25,35,65,56,34,20,5,1354
"Ocupada (080)",1069,1013,264,183,178,111,141,78,35,23,56,2548
"De 12 a 14 años (081)",9,9,9,,,,,,,,,
"De 15 a 19 años (082)",48,48,43,3,2,,,,,,,7
"De 20 a 24 años (083)",103,91,65,17,8,1,,,,,12,36
"De 25 a 29 años (084)",164,147,60,50,28,6,3,,,,17,137
"De 30 a 34 años (085)",131,118,27,36,35,16,4,,,,13,171
"De 35 a 39 años (086)",143,136,19,26,44,26,19,1,,1,7,288
"De 40 a 44 años (087)",97,97,9,13,22,14,23,13,2,1,,308
"De 45 a 49 años (088)",95,90,10,13,14,15,27,9,,2,5,278
"De 50 y más años (089)",279,277,22,25,25,33,65,55,33,19,2,1323
"Desocupada (090)",65,58,25,16,7,4,2,2,1,1,7,82
"De 15 a 19 años (092)",3,3,3,,,,,,,,,
"De 20 a 24 años (093)",15,14,7,6,1,,,,,,1,8
"De 25 a 29 años (094)",13,13,7,4,1,1,,,,,,9
"De 30 a 34 años (095)",12,12,6,4,2,,,,,,,8
"De 35 a 39 años (096)",3,2,,,,1,1,,,,1,8
"De 40 a 44 años (097)",3,3,,1,2,,,,,,,5
"De 45 a 49 años (098)",6,4,,1,1,,1,1,,,2,13
"De 50 y más años (099)",10,7,2,,,2,,1,1,1,3,31
"No PEA (100)",3317,3256,972,397,367,303,518,345,203,151,61,9973
"De 12 a 14 años (101)",290,289,288,1,,,,,,,1,1
"De 15 a 19 años (102)",445,444,403,37,3,1,,,,,1,46
"De 20 a 24 años (103)",299,284,135,99,40,10,,,,,15,209
"De 25 a 29 años (104)",276,263,41,102,80,24,16,,,,13,403
"De 30 a 34 años (105)",210,203,19,46,53,50,32,2,1,,7,459
"De 35 a 39 años (106)",227,221,13,28,50,53,55,16,4,2,6,678
"De 40 a 44 años (107)",220,219,12,17,40,36,79,26,8,1,1,803
"De 45 a 49 años (108)",176,173,3,8,20,32,54,44,9,3,3,791
"De 50 y más años (109)",1174,1160,58,59,81,97,282,257,181,145,14,6583
,,,,,,,,,,,,
"RURAL (120)",3147,3033,844,324,337,310,472,326,219,201,114,10256
"De 12 a 14 años (121)",262,261,261,,,,,,,,1,
"De 15 a 19 años (122)",364,360,325,30,4,1,,,,,4,41
"De 20 a 24 años (123)",330,298,124,104,55,14,1,,,,32,260
"De 25 a 29 años (124)",287,242,54,66,60,41,18,3,,,45,405
"De 30 a 34 años (125)",225,218,16,32,56,46,56,10,2,,7,612
"De 35 a 39 años (126)",236,230,10,26,44,47,72,23,8,,6,780
"De 40 a 44 años (127)",240,234,10,12,31,46,78,35,17,5,6,972
"De 45 a 49 años (128)",207,206,10,9,16,26,61,49,19,16,1,1058
"De 50 y más años (129)",996,984,34,45,71,89,186,206,173,180,12,6128
"PEA (130)",516,479,106,74,73,58,79,44,23,22,37,1480
"De 12 a 14 años (131)",8,8,8,,,,,,,,,
"De 15 a 19 años (132)",44,44,37,6,1,,,,,,,8
"De 20 a 24 años (133)",70,62,26,16,15,5,,,,,8,61
"De 25 a 29 años (134)",73,55,11,24,13,5,2,,,,18,74
"De 30 a 34 años (135)",59,55,9,12,9,14,8,2,1,,4,129
"De 35 a 39 años (136)",43,39,3,6,11,4,12,3,,,4,111
"De 40 a 44 años (137)",59,57,3,3,12,15,13,7,2,2,2,215
"De 45 a 49 años (138)",42,42,2,2,2,4,13,12,6,1,,219
"De 50 y más años (139)",118,117,7,5,10,11,31,20,14,19,1,663
"Ocupada (140)",489,454,91,70,69,58,77,44,23,22,35,1460
"De 12 a 14 años (141)",8,8,8,,,,,,,,,
"De 15 a 19 años (142)",33,33,26,6,1,,,,,,,8
"De 20 a 24 años (143)",62,55,22,15,13,5,,,,,7,56
"De 25 a 29 años (144)",71,54,11,23,13,5,2,,,,17,73
"De 30 a 34 años (145)",57,53,9,11,8,14,8,2,1,,4,126
"De 35 a 39 años (146)",41,37,3,5,11,4,11,3,,,4,106
"De 40 a 44 años (147)",58,56,3,3,12,15,12,7,2,2,2,211
"De 45 a 49 años (148)",42,42,2,2,2,4,13,12,6,1,,219
"De 50 y más años (149)",117,116,7,5,9,11,31,20,14,19,1,661
"Desocupada (150)",27,25,15,4,4,,2,,,,2,20
"De 15 a 19 años (152)",11,11,11,,,,,,,,,
"De 20 a 24 años (153)",8,7,4,1,2,,,,,,1,5
"De 25 a 29 años (154)",2,1,,1,,,,,,,1,1
"De 30 a 34 años (155)",2,2,,1,1,,,,,,,3
"De 35 a 39 años (156)",2,2,,1,,,1,,,,,5
"De 40 a 44 años (157)",1,1,,,,,1,,,,,4
"De 50 y más años (159)",1,1,,,1,,,,,,,2
"No PEA (160)",2631,2554,738,250,264,252,393,282,196,179,77,8776
"De 12 a 14 años (161)",254,253,253,,,,,,,,1,
"De 15 a 19 años (162)",320,316,288,24,3,1,,,,,4,33
"De 20 a 24 años (163)",260,236,98,88,40,9,1,,,,24,199
"De 25 a 29 años (164)",214,187,43,42,47,36,16,3,,,27,331
"De 30 a 34 años (165)",166,163,7,20,47,32,48,8,1,,3,483
"De 35 a 39 años (166)",193,191,7,20,33,43,60,20,8,,2,669
"De 40 a 44 años (167)",181,177,7,9,19,31,65,28,15,3,4,757
"De 45 a 49 años (168)",165,164,8,7,14,22,48,37,13,15,1,839
"De 50 y más años (169)",878,867,27,40,61,78,155,186,159,161,11,5465
