"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Jefe o Jefa (049)",3508,246,4,1333,1260,106,168,107,284
"Esposa(o)/ compa¤era(o) (050)",177,8,,44,78,7,14,11,15
"Hijo(a)/ hijastro(a) (051)",4323,532,236,1726,1502,114,38,133,42
"Yerno/ nuera (052)",48,1,,7,22,3,2,3,10
"Nieto(a) (053)",164,36,26,66,31,,,5,
"Padres/ suegros (054)",43,9,,27,6,,,,1
"Otro(a) pariente (055)",349,39,9,123,119,19,11,16,13
"Trabajador(a) del hogar (056)",5,,,2,2,,,1,
"Pensionista (057)",3,,,,,,1,,2
"Otro(a) no pariente (058)",100,8,1,15,24,4,7,25,16
"Mujeres (060)",9196,1791,301,3742,2452,209,225,202,274
"Jefe o Jefa (061)",1302,450,1,442,232,33,44,38,62
"Esposa(o)/ compa¤era(o) (062)",2854,620,8,1245,661,59,115,28,118
"Hijo(a)/ hijastro(a) (063)",4252,511,259,1798,1369,93,47,110,65
"Yerno/ nuera (064)",62,2,,20,29,2,4,,5
"Nieto(a) (065)",145,35,20,56,28,1,,2,3
"Padres/ suegros (066)",109,80,,24,4,,1,,
"Otro(a) pariente (067)",364,72,12,128,111,12,12,9,8
"Trabajador(a) del hogar (068)",16,2,,10,4,,,,
"Pensionista (069)",4,,,1,1,,,1,1
"Otro(a) no pariente (070)",88,19,1,18,13,9,2,14,12
,,,,,,,,,
"RURAL (072)",41512,9650,1437,20216,9368,300,191,181,169
"Jefe o Jefa (073)",10228,2739,14,4825,2351,73,98,37,91
"Esposa(o)/ compa¤era(o) (074)",7309,2882,17,3458,881,21,20,6,24
"Hijo(a)/ hijastro(a) (075)",21291,3270,1293,10722,5603,189,55,115,44
"Yerno/ nuera (076)",238,16,1,123,84,3,5,5,1
"Nieto(a) (077)",711,151,73,382,99,3,,2,1
"Padres/ suegros (078)",248,198,,46,4,,,,
"Otro(a) pariente (079)",1370,367,37,614,316,11,10,12,3
"Trabajador(a) del hogar (080)",9,3,,4,2,,,,
"Pensionista (081)",2,,,,1,,,,1
"Otro(a) no pariente (082)",106,24,2,42,27,,3,4,4
"Hombres (084)",20428,3199,719,10002,5931,211,133,126,107
"Jefe o Jefa (085)",7966,1295,10,4201,2197,68,88,34,73
"Esposa(o)/ compa¤era(o) (086)",272,45,,140,81,3,2,,1
"Hijo(a)/ hijastro(a) (087)",10943,1580,653,5082,3366,128,33,77,24
"Yerno/ nuera (088)",72,1,,30,31,1,4,4,1
"Nieto(a) (089)",351,76,43,176,50,3,,2,1
"Padres/ suegros (090)",74,41,,29,4,,,,
"Otro(a) pariente (091)",696,155,12,321,186,8,4,7,3
"Trabajador(a) del hogar (092)",5,,,4,1,,,,
"Pensionista (093)",2,,,,1,,,,1
"Otro(a) no pariente (094)",47,6,1,19,14,,2,2,3
"Mujeres (096)",21084,6451,718,10214,3437,89,58,55,62
"Jefe o Jefa (097)",2262,1444,4,624,154,5,10,3,18
"Esposa(o)/ compa¤era(o) (098)",7037,2837,17,3318,800,18,18,6,23
"Hijo(a)/ hijastro(a) (099)",10348,1690,640,5640,2237,61,22,38,20
"Yerno/ nuera (100)",166,15,1,93,53,2,1,1,
"Nieto(a) (101)",360,75,30,206,49,,,,
"Padres/ suegros (102)",174,157,,17,,,,,
"Otro(a) pariente (103)",674,212,25,293,130,3,6,5,
"Trabajador(a) del hogar (104)",4,3,,,1,,,,
"Otro(a) no pariente (106)",59,18,1,23,13,,1,2,1
