"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. incompleta (057)",37,26,3,3,5
"Superior univ. completa (058)",160,96,15,18,31
,,,,,
"URBANA (060)",67495,35236,6217,8486,17556
"Sin nivel (061)",606,470,57,33,46
"Educación inicial (062)",47,25,3,7,12
"Primaria (063)",10025,7437,780,636,1172
"Secundaria (064)",31487,17548,2649,3198,8092
"Superior no univ. incompleta (065)",5684,2758,543,741,1642
"Superior no univ. completa (066)",10284,3527,1156,2209,3392
"Superior univ. incompleta (067)",2909,1370,325,395,819
"Superior univ. completa (068)",6453,2101,704,1267,2381
"De 06 a 14 años (070)",720,612,74,25,9
"Sin nivel (071)",9,8,,1,
"Educación inicial (072)",6,5,,1,
"Primaria (073)",356,308,38,10,
"Secundaria (074)",349,291,36,13,9
"De 15 a 29 años (080)",23456,10360,2299,3210,7587
"Sin nivel (081)",74,45,13,6,10
"Educación inicial (082)",27,14,1,4,8
"Primaria (083)",1409,825,141,165,278
"Secundaria (084)",12694,6026,1119,1483,4066
"Superior no univ. incompleta (085)",2702,1157,278,369,898
"Superior no univ. completa (086)",3697,1227,423,685,1362
"Superior univ. incompleta (087)",1244,560,138,175,371
"Superior univ. completa (088)",1609,506,186,323,594
"De 30 a 44 años (090)",25226,12246,2279,3547,7154
"Sin nivel (091)",148,105,13,8,22
"Educación inicial (092)",14,6,2,2,4
"Primaria (093)",2556,1608,208,201,539
"Secundaria (094)",11665,6463,908,1177,3117
"Superior no univ. incompleta (095)",2106,1063,190,298,555
"Superior no univ. completa (096)",4769,1616,526,1107,1520
"Superior univ. incompleta (097)",1036,463,107,166,300
"Superior univ. completa (098)",2932,922,325,588,1097
"De 45 a 64 años (100)",15613,9895,1433,1607,2678
"Sin nivel (101)",239,191,20,16,12
"Primaria (103)",4177,3315,331,220,311
"Secundaria (104)",6281,4352,552,500,877
"Superior no univ. incompleta (105)",835,506,74,73,182
"Superior no univ. completa (106)",1731,630,199,408,494
"Superior univ. incompleta (107)",594,322,78,51,143
"Superior univ. completa (108)",1756,579,179,339,659
"De 65 y más años (110)",2480,2123,132,97,128
"Sin nivel (111)",136,121,11,2,2
"Primaria (113)",1527,1381,62,40,44
"Secundaria (114)",498,416,34,25,23
"Superior no univ. incompleta (115)",41,32,1,1,7
"Superior no univ. completa (116)",87,54,8,9,16
"Superior univ. incompleta (117)",35,25,2,3,5
"Superior univ. completa (118)",156,94,14,17,31
,,,,,
"RURAL (120)",7823,3987,854,1088,1894
"Sin nivel (121)",302,254,15,17,16
"Educación inicial (122)",4,2,,,2
"Primaria (123)",2299,1470,224,284,321
"Secundaria (124)",3910,1780,438,559,1133
"Superior no univ. incompleta (125)",372,148,48,61,115
"Superior no univ. completa (126)",594,204,80,106,204
"Superior univ. incompleta (127)",99,48,12,10,29
"Superior univ. completa (128)",243,81,37,51,74
"De 06 a 14 años (130)",58,44,6,2,6
"Sin nivel (131)",1,1,,,
"Primaria (133)",39,30,3,2,4
"Secundaria (134)",18,13,3,,2
"De 15 a 29 años (140)",2656,977,296,462,921
"Sin nivel (141)",17,13,1,1,2
"Educación inicial (142)",3,1,,,2
"Primaria (143)",405,173,43,96,93
"Secundaria (144)",1626,610,174,252,590
"Superior no univ. incompleta (145)",191,66,26,35,64
"Superior no univ. completa (146)",298,76,37,57,128
"Superior univ. incompleta (147)",39,18,4,4,13
"Superior univ. completa (148)",77,20,11,17,29
"De 30 a 44 años (150)",2752,1270,326,437,719
"Sin nivel (151)",67,42,2,14,9
"Educación inicial (152)",1,1,,,
"Primaria (153)",665,356,71,102,136
"Secundaria (154)",1503,672,177,234,420
"Superior no univ. incompleta (155)",134,56,17,19,42
"Superior no univ. completa (156)",225,86,37,41,61
"Superior univ. incompleta (157)",36,15,5,4,12
"Superior univ. completa (158)",121,42,17,23,39
"De 45 a 64 años (160)",1936,1309,211,178,238
"Sin nivel (161)",133,115,12,1,5
"Primaria (163)",914,656,96,79,83
"Secundaria (164)",715,442,83,71,119
"Superior no univ. incompleta (165)",42,23,5,7,7
"Superior no univ. completa (166)",69,42,5,8,14
"Superior univ. incompleta (167)",22,14,2,2,4
"Superior univ. completa (168)",41,17,8,10,6
"De 65 y más años (170)",421,387,15,9,10
"Sin nivel (171)",84,83,,1,
"Primaria (173)",276,255,11,5,5
"Secundaria (174)",48,43,1,2,2
"Superior no univ. incompleta (175)",5,3,,,2
"Superior no univ. completa (176)",2,,1,,1
"Superior univ. incompleta (177)",2,1,1,,
"Superior univ. completa (178)",4,2,1,1,
