"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Industrias manufactureras (048)",20,3,,6,7,,2,1,1
"Suministro de electricidad, gas y agua (049)",2,1,,,1,,,,
"Construcción (050)",3,,,,2,,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",224,6,,76,101,13,16,6,6
"Venta, mant.y rep. veh.autom.y motoc. (052)",3,,,2,,,,,1
"Comercio al por mayor (053)",15,,,7,4,,1,1,2
"Comercio al por menor (054)",206,6,,67,97,13,15,5,3
"Hoteles y restaurantes (055)",106,4,,46,48,3,2,2,1
"Trans., almac. y comunicaciones (056)",3,,,,2,,,,1
"Activid.inmobil., empres. y de alquiler (058)",5,,,,1,,,,4
"Admin.pub. y defensa; p. segur.soc.afil (059)",25,,,,7,1,8,1,8
"Enseñanza (060)",205,,,1,11,14,92,6,81
"Servicios sociales y de salud (061)",36,,,,,2,11,4,19
"Otras activ. serv.comun.soc y personales (062)",24,4,,5,11,1,1,1,1
"Hogares privados con servicio doméstico (063)",109,13,1,48,41,1,4,1,
"Actividad economica no especificada (065)",147,23,,65,45,6,5,1,2
,,,,,,,,,
"URBANA (066)",2146,62,3,614,795,97,224,59,292
"Agric., ganadería, caza y silvicultura (067)",931,44,2,423,382,26,24,9,21
"Explotación de minas y canteras (069)",27,,,5,17,2,,1,2
"Industrias manufactureras (070)",43,2,,7,25,4,2,1,2
"Suministro de electricidad, gas y agua (071)",2,,,,1,,1,,
"Construcción (072)",72,,,18,34,4,,3,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",291,2,,76,147,20,20,11,15
"Venta, mant.y rep. veh.autom.y motoc. (074)",10,,,2,5,,2,,1
"Comercio al por mayor (075)",19,,,6,7,,2,1,3
"Comercio al por menor (076)",262,2,,68,135,20,16,10,11
"Hoteles y restaurantes (077)",77,2,,23,43,3,2,2,2
"Trans., almac. y comunicaciones (078)",49,,,5,32,4,5,1,2
"Intermediación financiera (079)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (080)",21,,,,3,3,,1,14
"Admin.pub. y defensa; p. segur.soc.afil (081)",87,,,4,29,2,20,8,24
"Enseñanza (082)",332,,,2,14,13,130,12,161
"Servicios sociales y de salud (083)",47,,,,,1,12,4,30
"Otras activ. serv.comun.soc y personales (084)",22,3,,3,8,2,2,1,3
"Hogares privados con servicio doméstico (085)",49,5,1,21,21,,,1,
"Actividad economica no especificada (087)",95,4,,27,38,13,6,4,3
"Hombres (088)",1372,19,1,354,556,75,132,39,196
"Agric., ganadería, caza y silvicultura (089)",658,15,1,269,308,25,19,6,15
"Explotación de minas y canteras (091)",27,,,5,17,2,,1,2
"Industrias manufactureras (092)",34,1,,5,21,4,2,,1
"Suministro de electricidad, gas y agua (093)",2,,,,1,,1,,
"Construcción (094)",71,,,18,34,4,,3,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",144,1,,29,76,11,9,8,10
"Venta, mant.y rep. veh.autom.y motoc. (096)",7,,,,5,,2,,
"Comercio al por mayor (097)",9,,,2,5,,1,,1
"Comercio al por menor (098)",128,1,,27,66,11,6,8,9
"Hoteles y restaurantes (099)",17,,,3,11,1,,,2
"Trans., almac. y comunicaciones (100)",49,,,5,32,4,5,1,2
"Intermediación financiera (101)",1,,,,1,,,,
"Activid.inmobil., empres. y de alquiler (102)",17,,,,2,3,,1,11
"Admin.pub. y defensa; p. segur.soc.afil (103)",66,,,4,23,1,13,7,18
"Enseñanza (104)",203,,,1,9,9,72,8,104
"Servicios sociales y de salud (105)",24,,,,,1,6,1,16
"Otras activ. serv.comun.soc y personales (106)",7,,,,2,2,1,,2
"Hogares privados con servicio doméstico (107)",7,2,,3,2,,,,
"Actividad economica no especificada (109)",45,,,12,17,8,4,3,1
"Mujeres (110)",774,43,2,260,239,22,92,20,96
"Agric., ganadería, caza y silvicultura (111)",273,29,1,154,74,1,5,3,6
"Industrias manufactureras (114)",9,1,,2,4,,,1,1
"Construcción (116)",1,,,,,,,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",147,1,,47,71,9,11,3,5
"Venta, mant.y rep. veh.autom.y motoc. (118)",3,,,2,,,,,1
"Comercio al por mayor (119)",10,,,4,2,,1,1,2
"Comercio al por menor (120)",134,1,,41,69,9,10,2,2
"Hoteles y restaurantes (121)",60,2,,20,32,2,2,2,
"Activid.inmobil., empres. y de alquiler (124)",4,,,,1,,,,3
"Admin.pub. y defensa; p. segur.soc.afil (125)",21,,,,6,1,7,1,6
"Enseñanza (126)",129,,,1,5,4,58,4,57
"Servicios sociales y de salud (127)",23,,,,,,6,3,14
"Otras activ. serv.comun.soc y personales (128)",15,3,,3,6,,1,1,1
"Hogares privados con servicio doméstico (129)",42,3,1,18,19,,,1,
"Actividad economica no especificada (131)",50,4,,15,21,5,2,1,2
,,,,,,,,,
"RURAL (132)",7212,486,5,2712,3018,224,379,107,281
"Agric., ganadería, caza y silvicultura (133)",4929,430,5,2353,1930,79,64,30,38
"Pesca (134)",5,,,1,4,,,,
"Explotación de minas y canteras (135)",1245,,,97,760,81,152,51,104
"Industrias manufactureras (136)",59,4,,20,28,1,2,1,3
"Suministro de electricidad, gas y agua (137)",6,1,,,2,2,1,,
"Construcción (138)",84,2,,24,43,6,3,1,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",201,10,,70,87,11,12,6,5
"Venta, mant.y rep. veh.autom.y motoc. (140)",4,,,1,2,,1,,
"Comercio al por mayor (141)",8,,,3,2,2,,,1
"Comercio al por menor (142)",189,10,,66,83,9,11,6,4
"Hoteles y restaurantes (143)",61,3,,27,26,2,1,1,1
"Trans., almac. y comunicaciones (144)",53,,,7,35,2,5,3,1
"Activid.inmobil., empres. y de alquiler (146)",16,,,1,4,2,1,,8
"Admin.pub. y defensa; p. segur.soc.afil (147)",45,,,14,15,1,6,1,8
"Enseñanza (148)",247,,,1,13,28,104,8,93
"Servicios sociales y de salud (149)",30,,,,,3,13,3,11
"Otras activ. serv.comun.soc y personales (150)",22,1,,2,12,2,4,,1
"Hogares privados con servicio doméstico (151)",75,16,,32,22,1,4,,
"Actividad economica no especificada (153)",134,19,,63,37,3,7,2,3
"Hombres (154)",5690,249,2,1973,2639,193,311,95,228
"Agric., ganadería, caza y silvicultura (155)",3857,233,2,1756,1678,73,55,29,31
"Pesca (156)",5,,,1,4,,,,
"Explotación de minas y canteras (157)",1203,,,96,745,76,147,46,93
"Industrias manufactureras (158)",48,2,,16,25,1,,1,3
"Suministro de electricidad, gas y agua (159)",4,,,,1,2,1,,
"Construcción (160)",82,2,,24,41,6,3,1,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",124,5,,41,57,7,7,3,4
"Venta, mant.y rep. veh.autom.y motoc. (162)",4,,,1,2,,1,,
"Comercio al por mayor (163)",3,,,,,2,,,1
"Comercio al por menor (164)",117,5,,40,55,5,6,3,3
"Hoteles y restaurantes (165)",15,1,,1,10,1,1,1,
"Trans., almac. y comunicaciones (166)",50,,,7,33,2,5,3,
"Activid.inmobil., empres. y de alquiler (168)",15,,,1,4,2,1,,7
"Admin.pub. y defensa; p. segur.soc.afil (169)",41,,,14,14,1,5,1,6
"Enseñanza (170)",171,,,1,7,18,70,6,69
"Servicios sociales y de salud (171)",17,,,,,1,8,2,6
"Otras activ. serv.comun.soc y personales (172)",13,,,,7,1,4,,1
"Hogares privados con servicio doméstico (173)",8,6,,2,,,,,
"Actividad economica no especificada (175)",37,,,13,13,2,4,2,3
"Mujeres (176)",1522,237,3,739,379,31,68,12,53
"Agric., ganadería, caza y silvicultura (177)",1072,197,3,597,252,6,9,1,7
"Explotación de minas y canteras (179)",42,,,1,15,5,5,5,11
"Industrias manufactureras (180)",11,2,,4,3,,2,,
"Suministro de electricidad, gas y agua (181)",2,1,,,1,,,,
"Construcción (182)",2,,,,2,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",77,5,,29,30,4,5,3,1
"Comercio al por mayor (185)",5,,,3,2,,,,
"Comercio al por menor (186)",72,5,,26,28,4,5,3,1
"Hoteles y restaurantes (187)",46,2,,26,16,1,,,1
"Trans., almac. y comunicaciones (188)",3,,,,2,,,,1
"Activid.inmobil., empres. y de alquiler (190)",1,,,,,,,,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",4,,,,1,,1,,2
"Enseñanza (192)",76,,,,6,10,34,2,24
"Servicios sociales y de salud (193)",13,,,,,2,5,1,5
"Otras activ. serv.comun.soc y personales (194)",9,1,,2,5,1,,,
"Hogares privados con servicio doméstico (195)",67,10,,30,22,1,4,,
"Actividad economica no especificada (197)",97,19,,50,24,1,3,,
