"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",12303,989,236,3119,4734,640,470,1200,915
"Trabajador(a) del hogar (044)",650,36,2,243,332,16,5,12,4
"Pensionista (045)",250,6,,30,91,24,12,51,36
"Otro(a) no pariente (046)",3101,268,30,624,1104,201,180,349,345
"Hombres (048)",72878,5176,1805,19867,25132,3111,3064,6598,8125
"Jefe o Jefa (049)",25711,710,8,6146,8795,1142,1631,2268,5011
"Esposa(o)/ compa¤era(o) (050)",1690,54,4,326,682,91,109,190,234
"Hijo(a)/ hijastro(a) (051)",31769,3012,1336,9630,10875,1261,887,2904,1864
"Yerno/ nuera (052)",1092,6,2,71,441,83,94,134,261
"Nieto(a) (053)",4047,799,328,1530,994,87,40,216,53
"Padres/ suegros (054)",645,98,,352,124,9,14,7,41
"Otro(a) pariente (055)",6214,397,117,1482,2569,325,205,660,459
"Trabajador(a) del hogar (056)",99,3,,24,59,3,2,6,2
"Pensionista (057)",132,5,,15,46,10,6,26,24
"Otro(a) no pariente (058)",1479,92,10,291,547,100,76,187,176
"Mujeres (060)",79604,8887,1775,23158,24022,3355,4456,5848,8103
"Jefe o Jefa (061)",13686,1662,9,3965,3753,541,1012,992,1752
"Esposa(o)/ compa¤era(o) (062)",19958,1964,22,5462,6153,790,1586,1017,2964
"Hijo(a)/ hijastro(a) (063)",30534,2847,1267,9131,9400,1380,1267,2794,2448
"Yerno/ nuera (064)",1299,22,1,141,612,109,143,96,175
"Nieto(a) (065)",3943,816,334,1528,853,87,48,199,78
"Padres/ suegros (066)",1804,774,1,727,211,5,22,17,47
"Otro(a) pariente (067)",6089,592,119,1637,2165,315,265,540,456
"Trabajador(a) del hogar (068)",551,33,2,219,273,13,3,6,2
"Pensionista (069)",118,1,,15,45,14,6,25,12
"Otro(a) no pariente (070)",1622,176,20,333,557,101,104,162,169
,,,,,,,,,
"RURAL (072)",98319,29830,2260,49591,14857,520,360,434,467
"Jefe o Jefa (073)",24430,8380,34,12431,3034,127,113,108,203
"Esposa(o)/ compa¤era(o) (074)",16003,7565,36,6701,1465,50,64,38,84
"Hijo(a)/ hijastro(a) (075)",44895,9475,1751,24460,8444,279,146,215,125
"Yerno/ nuera (076)",946,128,1,468,290,14,12,13,20
"Nieto(a) (077)",4854,1364,305,2582,567,13,3,15,5
"Padres/ suegros (078)",1119,927,,174,13,1,1,2,1
"Otro(a) pariente (079)",4818,1489,106,2268,853,29,17,35,21
"Trabajador(a) del hogar (080)",89,31,,38,19,,,,1
"Pensionista (081)",67,21,,33,9,4,,,
"Otro(a) no pariente (082)",1098,450,27,436,163,3,4,8,7
"Hombres (084)",49478,11506,1141,27072,8812,285,161,251,250
"Jefe o Jefa (085)",18039,4587,24,10418,2594,98,85,85,148
"Esposa(o)/ compa¤era(o) (086)",1017,333,3,515,139,8,5,8,6
"Hijo(a)/ hijastro(a) (087)",23859,4646,895,12902,5028,150,54,123,61
"Yerno/ nuera (088)",436,45,,221,132,10,7,8,13
"Nieto(a) (089)",2552,676,156,1377,327,4,1,7,4
"Padres/ suegros (090)",385,259,,112,10,1,1,1,1
"Otro(a) pariente (091)",2525,690,51,1249,485,12,6,17,15
"Trabajador(a) del hogar (092)",42,16,,17,8,,,,1
"Pensionista (093)",38,10,,21,6,1,,,
"Otro(a) no pariente (094)",585,244,12,240,83,1,2,2,1
"Mujeres (096)",48841,18324,1119,22519,6045,235,199,183,217
"Jefe o Jefa (097)",6391,3793,10,2013,440,29,28,23,55
"Esposa(o)/ compa¤era(o) (098)",14986,7232,33,6186,1326,42,59,30,78
"Hijo(a)/ hijastro(a) (099)",21036,4829,856,11558,3416,129,92,92,64
"Yerno/ nuera (100)",510,83,1,247,158,4,5,5,7
"Nieto(a) (101)",2302,688,149,1205,240,9,2,8,1
"Padres/ suegros (102)",734,668,,62,3,,,1,
"Otro(a) pariente (103)",2293,799,55,1019,368,17,11,18,6
"Trabajador(a) del hogar (104)",47,15,,21,11,,,,
"Pensionista (105)",29,11,,12,3,3,,,
"Otro(a) no pariente (106)",513,206,15,196,80,2,2,6,6
