"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. completa (058)",28,19,3,2,4
,,,,,
"URBANA (060)",26273,19905,2202,1846,2320
"Sin nivel (061)",702,651,31,11,9
"Educación inicial (062)",23,21,2,,
"Primaria (063)",9303,8514,528,148,113
"Secundaria (064)",9163,7534,775,352,502
"Superior no univ. incompleta (065)",1310,840,153,139,178
"Superior no univ. completa (066)",3017,1297,376,653,691
"Superior univ. incompleta (067)",745,390,86,97,172
"Superior univ. completa (068)",2010,658,251,446,655
"De 06 a 14 años (070)",654,600,47,5,2
"Sin nivel (071)",12,11,1,,
"Educación inicial (072)",3,3,,,
"Primaria (073)",423,389,28,5,1
"Secundaria (074)",216,197,18,,1
"De 15 a 29 años (080)",8883,6880,871,559,573
"Sin nivel (081)",86,79,5,1,1
"Educación inicial (082)",11,9,2,,
"Primaria (083)",2169,1965,129,48,27
"Secundaria (084)",4250,3547,406,162,135
"Superior no univ. incompleta (085)",657,454,83,59,61
"Superior no univ. completa (086)",925,459,138,161,167
"Superior univ. incompleta (087)",284,171,35,29,49
"Superior univ. completa (088)",501,196,73,99,133
"De 30 a 44 años (090)",9707,6793,873,933,1108
"Sin nivel (091)",176,154,12,6,4
"Educación inicial (092)",9,9,,,
"Primaria (093)",3061,2774,196,55,36
"Secundaria (094)",3071,2508,247,120,196
"Superior no univ. incompleta (095)",489,291,57,61,80
"Superior no univ. completa (096)",1577,624,190,389,374
"Superior univ. incompleta (097)",299,135,35,51,78
"Superior univ. completa (098)",1025,298,136,251,340
"De 45 a 64 años (100)",5963,4632,377,337,617
"Sin nivel (101)",280,265,9,3,3
"Primaria (103)",2887,2653,155,37,42
"Secundaria (104)",1537,1207,100,65,165
"Superior no univ. incompleta (105)",161,92,13,19,37
"Superior no univ. completa (106)",489,192,47,102,148
"Superior univ. incompleta (107)",152,77,14,17,44
"Superior univ. completa (108)",457,146,39,94,178
"De 65 y más años (110)",1066,1000,34,12,20
"Sin nivel (111)",148,142,4,1,1
"Primaria (113)",763,733,20,3,7
"Secundaria (114)",89,75,4,5,5
"Superior no univ. incompleta (115)",3,3,,,
"Superior no univ. completa (116)",26,22,1,1,2
"Superior univ. incompleta (117)",10,7,2,,1
"Superior univ. completa (118)",27,18,3,2,4
,,,,,
"RURAL (120)",15352,14757,488,57,50
"Sin nivel (121)",1199,1163,31,5,
"Educación inicial (122)",46,41,1,2,2
"Primaria (123)",10562,10230,302,23,7
"Secundaria (124)",3265,3109,125,10,21
"Superior no univ. incompleta (125)",101,89,7,4,1
"Superior no univ. completa (126)",107,71,16,10,10
"Superior univ. incompleta (127)",37,31,,,6
"Superior univ. completa (128)",35,23,6,3,3
"De 06 a 14 años (130)",732,705,21,5,1
"Sin nivel (131)",51,48,3,,
"Educación inicial (132)",9,6,1,1,1
"Primaria (133)",607,589,14,4,
"Secundaria (134)",65,62,3,,
"De 15 a 29 años (140)",6782,6523,215,22,22
"Sin nivel (141)",224,215,8,1,
"Educación inicial (142)",22,21,,1,
"Primaria (143)",4355,4232,112,7,4
"Secundaria (144)",2027,1926,87,5,9
"Superior no univ. incompleta (145)",63,58,3,1,1
"Superior no univ. completa (146)",53,39,4,5,5
"Superior univ. incompleta (147)",20,18,,,2
"Superior univ. completa (148)",18,14,1,2,1
"De 30 a 44 años (150)",4623,4419,160,22,22
"Sin nivel (151)",312,299,10,3,
"Educación inicial (152)",15,14,,,1
"Primaria (153)",3221,3109,103,7,2
"Secundaria (154)",969,924,31,4,10
"Superior no univ. incompleta (155)",31,26,2,3,
"Superior no univ. completa (156)",47,28,10,4,5
"Superior univ. incompleta (157)",15,12,,,3
"Superior univ. completa (158)",13,7,4,1,1
"De 45 a 64 años (160)",2593,2497,84,8,4
"Sin nivel (161)",399,389,9,1,
"Primaria (163)",1982,1910,66,5,1
"Secundaria (164)",194,187,4,1,2
"Superior no univ. incompleta (165)",7,5,2,,
"Superior no univ. completa (166)",7,4,2,1,
"Superior univ. incompleta (167)",1,1,,,
"Superior univ. completa (168)",3,1,1,,1
"De 65 y más años (170)",622,613,8,,1
"Sin nivel (171)",213,212,1,,
"Primaria (173)",397,390,7,,
"Secundaria (174)",10,10,,,
"Superior univ. incompleta (177)",1,,,,1
"Superior univ. completa (178)",1,1,,,
