"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Trans., almac. y comunicaciones (122)",5,,,,3,,,,1,1,,
"Activid.inmobil., empres. y alquileres (124)",23,,2,4,15,,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",34,2,1,4,21,,,,,6,,
"Enseñanza (126)",339,,326,2,11,,,,,,,
"Servicios sociales y de salud (127)",63,,30,28,1,2,,,,2,,
"Otras activ. serv.comun.soc y personales (128)",33,,2,,5,2,,,,24,,
"Hogares privados con servicio doméstico (129)",101,,,,,,,,,101,,
"Actividad economica no especificada (131)",63,,,3,4,,,,,,,56
,,,,,,,,,,,,
"RURAL (132)",8005,10,330,38,44,130,4073,96,71,2914,1,298
"Agric., ganadería, caza y silvicultura (133)",6794,,,1,1,,4073,2,1,2716,,
"Industrias manufactureras (136)",94,,,,,1,,91,2,,,
"Suministro de electricidad, gas y agua (137)",3,,,2,1,,,,,,,
"Construcción (138)",56,,,1,,,,1,28,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",126,,,3,,98,,2,,23,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",1,,,1,,,,,,,,
"Comercio al por mayor (141)",2,,,,,2,,,,,,
"Comercio al por menor (142)",123,,,2,,96,,2,,23,,
"Hoteles y restaurantes (143)",37,,,,,27,,,,10,,
"Trans., almac. y comunicaciones (144)",40,,,,,,,,38,2,,
"Activid.inmobil., empres. y alquileres (146)",16,,5,4,4,,,,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",43,3,1,1,23,2,,,,12,1,
"Enseñanza (148)",337,7,322,,7,,,,,1,,
"Servicios sociales y de salud (149)",26,,2,21,3,,,,,,,
"Otras activ. serv.comun.soc y personales (150)",32,,,5,3,2,,,1,21,,
"Hogares privados con servicio doméstico (151)",101,,,,,,,,,101,,
"Actividad economica no especificada (153)",300,,,,2,,,,,,,298
"Hombres (154)",6803,8,184,22,30,66,3954,74,70,2309,1,85
"Agric., ganadería, caza y silvicultura (155)",6205,,,1,,,3954,2,1,2247,,
"Industrias manufactureras (158)",72,,,,,1,,69,2,,,
"Suministro de electricidad, gas y agua (159)",3,,,2,1,,,,,,,
"Construcción (160)",56,,,1,,,,1,28,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",72,,,1,,57,,2,,12,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",1,,,1,,,,,,,,
"Comercio al por mayor (163)",2,,,,,2,,,,,,
"Comercio al por menor (164)",69,,,,,55,,2,,12,,
"Hoteles y restaurantes (165)",4,,,,,4,,,,,,
"Trans., almac. y comunicaciones (166)",39,,,,,,,,37,2,,
"Activid.inmobil., empres. y alquileres (168)",12,,4,3,3,,,,1,1,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",37,3,1,1,17,2,,,,12,1,
"Enseñanza (170)",188,5,179,,4,,,,,,,
"Servicios sociales y de salud (171)",12,,,10,2,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",13,,,3,1,2,,,1,6,,
"Hogares privados con servicio doméstico (173)",3,,,,,,,,,3,,
"Actividad economica no especificada (175)",87,,,,2,,,,,,,85
"Mujeres (176)",1202,2,146,16,14,64,119,22,1,605,,213
"Agric., ganadería, caza y silvicultura (177)",589,,,,1,,119,,,469,,
"Industrias manufactureras (180)",22,,,,,,,22,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",54,,,2,,41,,,,11,,
"Comercio al por menor (186)",54,,,2,,41,,,,11,,
"Hoteles y restaurantes (187)",33,,,,,23,,,,10,,
"Trans., almac. y comunicaciones (188)",1,,,,,,,,1,,,
"Activid.inmobil., empres. y alquileres (190)",4,,1,1,1,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",6,,,,6,,,,,,,
"Enseñanza (192)",149,2,143,,3,,,,,1,,
"Servicios sociales y de salud (193)",14,,2,11,1,,,,,,,
"Otras activ. serv.comun.soc y personales (194)",19,,,2,2,,,,,15,,
"Hogares privados con servicio doméstico (195)",98,,,,,,,,,98,,
"Actividad economica no especificada (197)",213,,,,,,,,,,,213
