"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 15 a 19 años (022)",59,54,3,47,3,1,,,,,5,56
"De 20 a 24 años (023)",351,284,4,182,72,22,4,,,,67,408
"De 25 a 29 años (024)",494,419,3,167,160,56,32,1,,,75,794
"De 30 a 34 años (025)",469,439,3,120,152,88,66,9,1,,30,1033
"De 35 a 39 años (026)",493,466,2,75,131,102,117,32,7,,27,1416
"De 40 a 44 años (027)",473,462,4,49,85,107,138,57,22,,11,1696
"De 45 a 49 años (028)",445,441,1,45,70,81,122,78,32,12,4,1870
"De 50 y más años (029)",1329,1309,4,116,150,166,404,280,150,39,20,6184
"Desocupada (030)",242,187,4,77,37,28,21,13,7,,55,468
"De 12 a 14 años (031)",1,,,,,,,,,,1,
"De 15 a 19 años (032)",6,4,2,2,,,,,,,2,2
"De 20 a 24 años (033)",49,29,,22,6,1,,,,,20,37
"De 25 a 29 años (034)",57,39,,23,8,6,2,,,,18,66
"De 30 a 34 años (035)",49,38,1,16,9,8,3,1,,,11,77
"De 35 a 39 años (036)",33,32,1,11,7,6,5,2,,,1,76
"De 40 a 44 años (037)",8,8,,1,,1,3,3,,,,37
"De 45 a 49 años (038)",13,11,,1,3,4,1,2,,,2,35
"De 50 y más años (039)",26,26,,1,4,2,7,5,7,,,138
"No PEA (040)",8473,8045,66,1685,1578,1275,1808,1028,496,109,428,28525
"De 12 a 14 años (041)",15,10,1,7,2,,,,,,5,11
"De 15 a 19 años (042)",226,206,5,173,25,3,,,,,20,232
"De 20 a 24 años (043)",905,749,11,507,182,40,8,1,,,156,1030
"De 25 a 29 años (044)",985,883,6,333,330,147,63,3,1,,102,1723
"De 30 a 34 años (045)",893,841,6,171,280,196,160,26,1,1,52,2187
"De 35 a 39 años (046)",922,897,3,121,201,212,270,74,16,,25,2957
"De 40 a 44 años (047)",765,750,4,59,131,135,238,123,46,14,15,3072
"De 45 a 49 años (048)",638,629,2,47,90,101,180,136,67,6,9,2835
"De 50 y más años (049)",3124,3080,28,267,337,441,889,665,365,88,44,14478
,,,,,,,,,,,,
"URBANA (060)",4902,4626,34,1156,1069,755,934,440,192,46,276,14558
"De 12 a 14 años (061)",10,6,1,3,2,,,,,,4,7
"De 15 a 19 años (062)",130,118,6,95,14,3,,,,,12,132
"De 20 a 24 años (063)",561,465,5,322,111,21,6,,,,96,632
"De 25 a 29 años (064)",683,615,2,277,215,89,32,,,,68,1108
"De 30 a 34 años (065)",605,567,3,152,206,116,78,10,1,1,38,1324
"De 35 a 39 años (066)",626,605,2,102,170,144,153,28,6,,21,1774
"De 40 a 44 años (067)",507,499,5,52,105,109,137,71,18,2,8,1811
"De 45 a 49 años (068)",381,374,1,29,79,81,95,57,25,7,7,1505
"De 50 y más años (069)",1399,1377,9,124,167,192,433,274,142,36,22,6265
"PEA (070)",1592,1486,10,368,390,255,294,110,45,14,106,4425
"De 12 a 14 años (071)",2,1,,,1,,,,,,1,2
"De 15 a 19 años (072)",28,25,2,21,1,1,,,,,3,26
"De 20 a 24 años (073)",140,115,2,81,26,3,3,,,,25,154
"De 25 a 29 años (074)",223,189,,91,68,19,11,,,,34,329
"De 30 a 34 años (075)",223,203,1,67,75,37,21,2,,,20,428
"De 35 a 39 años (076)",234,222,1,43,73,53,45,7,,,12,586
"De 40 a 44 años (077)",199,196,3,24,44,51,50,20,4,,3,643
"De 45 a 49 años (078)",180,177,1,16,43,42,44,20,7,4,3,652
"De 50 y más años (079)",363,358,,25,59,49,120,61,34,10,5,1605
"Ocupada (080)",1488,1402,9,332,373,239,284,107,44,14,86,4237
"De 12 a 14 años (081)",1,1,,,1,,,,,,,2
"De 15 a 19 años (082)",25,23,1,20,1,1,,,,,2,25
"De 20 a 24 años (083)",119,101,2,71,23,2,3,,,,18,135
"De 25 a 29 años (084)",195,167,,79,62,16,10,,,,28,292
"De 30 a 34 años (085)",202,186,1,61,72,32,18,2,,,16,388
"De 35 a 39 años (086)",218,206,1,38,70,49,42,6,,,12,544
"De 40 a 44 años (087)",195,192,3,23,44,50,49,19,4,,3,629
"De 45 a 49 años (088)",175,173,1,15,42,41,44,19,7,4,2,640
"De 50 y más años (089)",358,353,,25,58,48,118,61,33,10,5,1582
"Desocupada (090)",104,84,1,36,17,16,10,3,1,,20,188
"De 12 a 14 años (091)",1,,,,,,,,,,1,
"De 15 a 19 años (092)",3,2,1,1,,,,,,,1,1
"De 20 a 24 años (093)",21,14,,10,3,1,,,,,7,19
"De 25 a 29 años (094)",28,22,,12,6,3,1,,,,6,37
"De 30 a 34 años (095)",21,17,,6,3,5,3,,,,4,40
"De 35 a 39 años (096)",16,16,,5,3,4,3,1,,,,42
"De 40 a 44 años (097)",4,4,,1,,1,1,1,,,,14
"De 45 a 49 años (098)",5,4,,1,1,1,,1,,,1,12
"De 50 y más años (099)",5,5,,,1,1,2,,1,,,23
"No PEA (100)",3310,3140,24,788,679,500,640,330,147,32,170,10133
"De 12 a 14 años (101)",8,5,1,3,1,,,,,,3,5
"De 15 a 19 años (102)",102,93,4,74,13,2,,,,,9,106
"De 20 a 24 años (103)",421,350,3,241,85,18,3,,,,71,478
"De 25 a 29 años (104)",460,426,2,186,147,70,21,,,,34,779
"De 30 a 34 años (105)",382,364,2,85,131,79,57,8,1,1,18,896
"De 35 a 39 años (106)",392,383,1,59,97,91,108,21,6,,9,1188
"De 40 a 44 años (107)",308,303,2,28,61,58,87,51,14,2,5,1168
"De 45 a 49 años (108)",201,197,,13,36,39,51,37,18,3,4,853
"De 50 y más años (109)",1036,1019,9,99,108,143,313,213,108,26,17,4660
,,,,,,,,,,,,
"RURAL (120)",7928,7482,60,1408,1370,1171,1778,1058,523,114,446,27895
"De 12 a 14 años (121)",8,6,,5,1,,,,,,2,7
"De 15 a 19 años (122)",161,146,4,127,14,1,,,,,15,158
"De 20 a 24 años (123)",744,597,10,389,149,42,6,1,,,147,843
"De 25 a 29 años (124)",853,726,7,246,283,120,65,4,1,,127,1475
"De 30 a 34 años (125)",806,751,7,155,235,176,151,26,1,,55,1973
"De 35 a 39 años (126)",822,790,4,105,169,176,239,80,17,,32,2675
"De 40 a 44 años (127)",739,721,3,57,111,134,242,112,50,12,18,2994
"De 45 a 49 años (128)",715,707,2,64,84,105,208,159,74,11,8,3235
"De 50 y más años (129)",3080,3038,23,260,324,417,867,676,380,91,42,14535
"PEA (130)",2765,2577,18,511,471,396,610,360,174,37,188,9503
"De 12 a 14 años (131)",1,1,,1,,,,,,,,1
"De 15 a 19 años (132)",37,33,3,28,2,,,,,,4,32
"De 20 a 24 años (133)",260,198,2,123,52,20,1,,,,62,291
"De 25 a 29 años (134)",328,269,3,99,100,43,23,1,,,59,531
"De 30 a 34 años (135)",295,274,3,69,86,59,48,8,1,,21,682
"De 35 a 39 años (136)",292,276,2,43,65,55,77,27,7,,16,906
"De 40 a 44 años (137)",282,274,1,26,41,57,91,40,18,,8,1090
"De 45 a 49 años (138)",278,275,,30,30,43,79,60,25,8,3,1253
"De 50 y más años (139)",992,977,4,92,95,119,291,224,123,29,15,4717
"Ocupada (140)",2627,2474,15,470,451,384,599,350,168,37,153,9223
"De 12 a 14 años (141)",1,1,,1,,,,,,,,1
"De 15 a 19 años (142)",34,31,2,27,2,,,,,,3,31
"De 20 a 24 años (143)",232,183,2,111,49,20,1,,,,49,273
"De 25 a 29 años (144)",299,252,3,88,98,40,22,1,,,47,502
"De 30 a 34 años (145)",267,253,2,59,80,56,48,7,1,,14,645
"De 35 a 39 años (146)",275,260,1,37,61,53,75,26,7,,15,872
"De 40 a 44 años (147)",278,270,1,26,41,57,89,38,18,,8,1067
"De 45 a 49 años (148)",270,268,,30,28,40,78,59,25,8,2,1230
"De 50 y más años (149)",971,956,4,91,92,118,286,219,117,29,15,4602
"Desocupada (150)",138,103,3,41,20,12,11,10,6,,35,280
"De 15 a 19 años (152)",3,2,1,1,,,,,,,1,1
"De 20 a 24 años (153)",28,15,,12,3,,,,,,13,18
"De 25 a 29 años (154)",29,17,,11,2,3,1,,,,12,29
"De 30 a 34 años (155)",28,21,1,10,6,3,,1,,,7,37
"De 35 a 39 años (156)",17,16,1,6,4,2,2,1,,,1,34
"De 40 a 44 años (157)",4,4,,,,,2,2,,,,23
"De 45 a 49 años (158)",8,7,,,2,3,1,1,,,1,23
"De 50 y más años (159)",21,21,,1,3,1,5,5,6,,,115
"No PEA (160)",5163,4905,42,897,899,775,1168,698,349,77,258,18392
"De 12 a 14 años (161)",7,5,,4,1,,,,,,2,6
"De 15 a 19 años (162)",124,113,1,99,12,1,,,,,11,126
"De 20 a 24 años (163)",484,399,8,266,97,22,5,1,,,85,552
"De 25 a 29 años (164)",525,457,4,147,183,77,42,3,1,,68,944
"De 30 a 34 años (165)",511,477,4,86,149,117,103,18,,,34,1291
"De 35 a 39 años (166)",530,514,2,62,104,121,162,53,10,,16,1769
"De 40 a 44 años (167)",457,447,2,31,70,77,151,72,32,12,10,1904
"De 45 a 49 años (168)",437,432,2,34,54,62,129,99,49,3,5,1982
"De 50 y más años (169)",2088,2061,19,168,229,298,576,452,257,62,27,9818
