"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",11219,982,371,4555,4148,340,321,202,300
"Jefe o Jefa (049)",3659,74,1,1516,1389,150,200,106,223
"Esposa(o)/ compa¤era(o) (050)",224,10,,81,98,10,14,3,8
"Hijo(a)/ hijastro(a) (051)",5038,601,268,2097,1817,118,49,59,29
"Yerno/ nuera (052)",239,,,43,147,15,19,7,8
"Nieto(a) (053)",659,174,72,279,113,12,2,5,2
"Padres/ suegros (054)",136,21,,96,19,,,,
"Otro(a) pariente (055)",1013,91,27,376,442,27,19,15,16
"Trabajador(a) del hogar (056)",12,,,4,8,,,,
"Pensionista (057)",15,1,,1,5,3,2,2,1
"Otro(a) no pariente (058)",224,10,3,62,110,5,16,5,13
"Mujeres (060)",10787,1257,377,4912,3378,289,249,127,198
"Jefe o Jefa (061)",965,63,,429,313,42,40,22,56
"Esposa(o)/ compa¤era(o) (062)",3162,197,2,1670,975,64,112,49,93
"Hijo(a)/ hijastro(a) (063)",4475,599,281,1920,1416,127,62,49,21
"Yerno/ nuera (064)",288,8,,96,170,9,4,,1
"Nieto(a) (065)",640,172,66,283,110,5,4,,
"Padres/ suegros (066)",192,77,,98,14,1,2,,
"Otro(a) pariente (067)",869,127,24,342,313,30,16,6,11
"Trabajador(a) del hogar (068)",42,1,,19,21,1,,,
"Pensionista (069)",9,,,1,5,,1,,2
"Otro(a) no pariente (070)",145,13,4,54,41,10,8,1,14
,,,,,,,,,
"RURAL (072)",31509,7045,1059,16766,5844,234,175,143,243
"Jefe o Jefa (073)",6656,997,8,3595,1622,99,93,85,157
"Esposa(o)/ compa¤era(o) (074)",5382,1180,14,3254,830,36,25,14,29
"Hijo(a)/ hijastro(a) (075)",14519,3546,852,7620,2405,56,19,14,7
"Yerno/ nuera (076)",602,28,1,281,272,8,5,1,6
"Nieto(a) (077)",1165,430,110,524,98,3,,,
"Padres/ suegros (078)",465,187,,260,14,2,,,2
"Otro(a) pariente (079)",2298,645,67,1089,455,16,6,9,11
"Trabajador(a) del hogar (080)",14,3,,1,10,,,,
"Pensionista (081)",49,,,5,21,1,9,5,8
"Otro(a) no pariente (082)",359,29,7,137,117,13,18,15,23
"Hombres (084)",16619,3142,545,8698,3715,158,116,102,143
"Jefe o Jefa (085)",6005,802,8,3303,1544,85,75,74,114
"Esposa(o)/ compa¤era(o) (086)",85,7,,47,26,2,2,1,
"Hijo(a)/ hijastro(a) (087)",7841,1774,432,4073,1499,38,14,8,3
"Yerno/ nuera (088)",289,10,1,111,151,5,5,1,5
"Nieto(a) (089)",634,213,66,290,63,2,,,
"Padres/ suegros (090)",209,43,,154,9,2,,,1
"Otro(a) pariente (091)",1259,277,35,609,310,11,4,6,7
"Trabajador(a) del hogar (092)",6,1,,1,4,,,,
"Pensionista (093)",28,,,3,18,1,4,2,
"Otro(a) no pariente (094)",263,15,3,107,91,12,12,10,13
"Mujeres (096)",14890,3903,514,8068,2129,76,59,41,100
"Jefe o Jefa (097)",651,195,,292,78,14,18,11,43
"Esposa(o)/ compa¤era(o) (098)",5297,1173,14,3207,804,34,23,13,29
"Hijo(a)/ hijastro(a) (099)",6678,1772,420,3547,906,18,5,6,4
"Yerno/ nuera (100)",313,18,,170,121,3,,,1
"Nieto(a) (101)",531,217,44,234,35,1,,,
"Padres/ suegros (102)",256,144,,106,5,,,,1
"Otro(a) pariente (103)",1039,368,32,480,145,5,2,3,4
"Trabajador(a) del hogar (104)",8,2,,,6,,,,
"Pensionista (105)",21,,,2,3,,5,3,8
"Otro(a) no pariente (106)",96,14,4,30,26,1,6,5,10
