"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",385,16,4,115,132,39,29,18,32
"Hombres (048)",9277,762,271,3602,3155,378,439,215,455
"Jefe o Jefa (049)",3819,152,1,1441,1282,197,305,85,356
"Esposa(o)/ compa¤era(o) (050)",135,6,,34,63,7,6,6,13
"Hijo(a)/ hijastro(a) (051)",3926,439,200,1602,1358,105,69,100,53
"Yerno/ nuera (052)",63,2,,11,34,6,6,1,3
"Nieto(a) (053)",386,84,45,169,78,6,1,3,
"Padres/ suegros (054)",48,9,,31,5,,1,,2
"Otro(a) pariente (055)",670,63,22,249,250,35,33,10,8
"Trabajador(a) del hogar (056)",4,,,2,1,1,,,
"Pensionista (057)",14,,,1,9,,2,1,1
"Otro(a) no pariente (058)",212,7,3,62,75,21,16,9,19
"Mujeres (060)",9263,1022,258,3598,2929,450,445,195,366
"Jefe o Jefa (061)",1204,135,,462,341,76,73,30,87
"Esposa(o)/ compa¤era(o) (062)",3028,271,3,1156,1004,145,209,63,177
"Hijo(a)/ hijastro(a) (063)",3647,436,202,1446,1154,159,110,71,69
"Yerno/ nuera (064)",89,4,,27,38,7,7,2,4
"Nieto(a) (065)",369,66,40,176,73,6,2,4,2
"Padres/ suegros (066)",113,53,,47,9,1,2,,1
"Otro(a) pariente (067)",553,48,12,193,214,35,29,11,11
"Trabajador(a) del hogar (068)",77,,,36,34,3,,4,
"Pensionista (069)",10,,,2,5,,,1,2
"Otro(a) no pariente (070)",173,9,1,53,57,18,13,9,13
,,,,,,,,,
"RURAL (072)",101786,17706,2967,58697,20188,676,675,329,548
"Jefe o Jefa (073)",24519,3744,16,15662,4228,199,313,90,267
"Esposa(o)/ compa¤era(o) (074)",17820,3803,15,10897,2748,93,124,38,102
"Hijo(a)/ hijastro(a) (075)",47374,7573,2479,25797,10858,293,136,165,73
"Yerno/ nuera (076)",889,43,3,452,342,19,19,6,5
"Nieto(a) (077)",3643,844,304,1954,522,15,2,2,
"Padres/ suegros (078)",739,475,,244,18,1,,,1
"Otro(a) pariente (079)",5635,1090,142,3090,1187,35,38,15,38
"Trabajador(a) del hogar (080)",72,7,,45,19,,,,1
"Pensionista (081)",73,5,1,6,22,7,13,4,15
"Otro(a) no pariente (082)",1022,122,7,550,244,14,30,9,46
"Hombres (084)",54677,7589,1514,32227,12098,380,373,190,306
"Jefe o Jefa (085)",20736,2384,12,13808,3862,166,232,72,200
"Esposa(o)/ compa¤era(o) (086)",513,53,1,317,118,9,4,4,7
"Hijo(a)/ hijastro(a) (087)",26463,3920,1255,14316,6618,150,73,92,39
"Yerno/ nuera (088)",332,13,,178,116,8,11,4,2
"Nieto(a) (089)",2002,446,155,1048,343,6,2,2,
"Padres/ suegros (090)",272,103,,153,15,,,,1
"Otro(a) pariente (091)",3450,577,86,1910,797,25,26,8,21
"Trabajador(a) del hogar (092)",21,1,,14,5,,,,1
"Pensionista (093)",57,3,1,6,18,7,8,3,11
"Otro(a) no pariente (094)",831,89,4,477,206,9,17,5,24
"Mujeres (096)",47109,10117,1453,26470,8090,296,302,139,242
"Jefe o Jefa (097)",3783,1360,4,1854,366,33,81,18,67
"Esposa(o)/ compa¤era(o) (098)",17307,3750,14,10580,2630,84,120,34,95
"Hijo(a)/ hijastro(a) (099)",20911,3653,1224,11481,4240,143,63,73,34
"Yerno/ nuera (100)",557,30,3,274,226,11,8,2,3
"Nieto(a) (101)",1641,398,149,906,179,9,,,
"Padres/ suegros (102)",467,372,,91,3,1,,,
"Otro(a) pariente (103)",2185,513,56,1180,390,10,12,7,17
"Trabajador(a) del hogar (104)",51,6,,31,14,,,,
"Pensionista (105)",16,2,,,4,,5,1,4
"Otro(a) no pariente (106)",191,33,3,73,38,5,13,4,22
