"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",113,10,,37,45,5,14,1,1
"Hijo(a)/ hijastro(a) (051)",2398,296,128,1042,785,49,28,38,32
"Yerno/ nuera (052)",38,,,7,20,1,5,1,4
"Nieto(a) (053)",196,34,20,97,40,1,1,3,
"Padres/ suegros (054)",36,17,,14,3,,,,2
"Otro(a) pariente (055)",253,27,13,107,84,13,6,2,1
"Trabajador(a) del hogar (056)",3,,,2,1,,,,
"Pensionista (057)",1,,,,1,,,,
"Otro(a) no pariente (058)",51,3,,12,21,5,3,1,6
"Mujeres (060)",5794,1551,163,2416,1214,100,230,33,87
"Jefe o Jefa (061)",1158,491,2,360,180,25,63,4,33
"Esposa(o)/ compa¤era(o) (062)",1679,544,4,705,283,20,97,6,20
"Hijo(a)/ hijastro(a) (063)",2237,285,130,1098,608,38,48,18,12
"Yerno/ nuera (064)",68,1,1,21,36,2,3,1,3
"Nieto(a) (065)",194,53,15,86,38,1,,1,
"Padres/ suegros (066)",108,103,,5,,,,,
"Otro(a) pariente (067)",298,68,10,132,58,9,9,3,9
"Trabajador(a) del hogar (068)",4,2,,,2,,,,
"Pensionista (069)",1,,,,,,,,1
"Otro(a) no pariente (070)",47,4,1,9,9,5,10,,9
,,,,,,,,,
"RURAL (072)",21174,5465,608,10373,4259,159,186,41,83
"Jefe o Jefa (073)",6452,1989,10,2989,1250,63,88,18,45
"Esposa(o)/ compa¤era(o) (074)",3522,1408,6,1647,419,13,24,,5
"Hijo(a)/ hijastro(a) (075)",8942,1424,508,4668,2193,65,55,17,12
"Yerno/ nuera (076)",173,8,1,84,74,2,3,,1
"Nieto(a) (077)",726,181,52,388,98,5,1,1,
"Padres/ suegros (078)",261,226,,34,1,,,,
"Otro(a) pariente (079)",954,212,31,508,184,6,6,2,5
"Trabajador(a) del hogar (080)",5,1,,3,1,,,,
"Pensionista (081)",1,,,1,,,,,
"Otro(a) no pariente (082)",138,16,,51,39,5,9,3,15
"Hombres (084)",10043,1550,295,5092,2776,113,119,32,66
"Jefe o Jefa (085)",4139,631,3,2217,1108,57,68,15,40
"Esposa(o)/ compa¤era(o) (086)",224,31,,103,84,2,3,,1
"Hijo(a)/ hijastro(a) (087)",4558,670,256,2223,1319,39,30,11,10
"Yerno/ nuera (088)",64,3,,23,33,2,2,,1
"Nieto(a) (089)",357,96,23,173,60,3,1,1,
"Padres/ suegros (090)",50,26,,23,1,,,,
"Otro(a) pariente (091)",549,86,13,294,141,5,6,2,2
"Trabajador(a) del hogar (092)",1,1,,,,,,,
"Otro(a) no pariente (094)",101,6,,36,30,5,9,3,12
"Mujeres (096)",11131,3915,313,5281,1483,46,67,9,17
"Jefe o Jefa (097)",2313,1358,7,772,142,6,20,3,5
"Esposa(o)/ compa¤era(o) (098)",3298,1377,6,1544,335,11,21,,4
"Hijo(a)/ hijastro(a) (099)",4384,754,252,2445,874,26,25,6,2
"Yerno/ nuera (100)",109,5,1,61,41,,1,,
"Nieto(a) (101)",369,85,29,215,38,2,,,
"Padres/ suegros (102)",211,200,,11,,,,,
"Otro(a) pariente (103)",405,126,18,214,43,1,,,3
"Trabajador(a) del hogar (104)",4,,,3,1,,,,
"Pensionista (105)",1,,,1,,,,,
"Otro(a) no pariente (106)",37,10,,15,9,,,,3
