"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
"De 15 a 19 años (022)",399,388,324,58,6,,,,,,11,70
"De 20 a 24 años (023)",893,712,291,316,87,9,8,1,,,181,558
"De 25 a 29 años (024)",920,712,82,305,208,83,27,5,2,,208,1130
"De 30 a 34 años (025)",836,765,45,204,255,145,96,17,1,2,71,1708
"De 35 a 39 años (026)",804,768,22,110,223,164,182,58,8,1,36,2281
"De 40 a 44 años (027)",649,630,16,51,106,152,180,88,26,11,19,2402
"De 45 a 49 años (028)",571,557,17,45,66,106,147,106,59,11,14,2432
"De 50 y más años (029)",1146,1117,48,76,115,110,255,247,155,111,29,5936
"Desocupada (030)",153,134,37,45,22,12,12,4,2,,19,218
"De 12 a 14 años (031)",3,3,3,,,,,,,,,
"De 15 a 19 años (032)",21,19,15,4,,,,,,,2,4
"De 20 a 24 años (033)",49,40,16,18,6,,,,,,9,30
"De 25 a 29 años (034)",28,25,3,14,4,2,2,,,,3,36
"De 30 a 34 años (035)",22,17,,6,5,5,,1,,,5,38
"De 35 a 39 años (036)",11,11,,1,4,2,2,1,1,,,37
"De 40 a 44 años (037)",10,10,,,,2,5,2,1,,,47
"De 45 a 49 años (038)",5,5,,2,2,,1,,,,,11
"De 50 y más años (039)",4,4,,,1,1,2,,,,,15
"No PEA (040)",14404,13251,4791,1251,1394,1227,1963,1348,754,523,1153,37389
"De 12 a 14 años (041)",1987,1977,1969,6,2,,,,,,10,10
"De 15 a 19 años (042)",2289,2248,2094,139,8,3,4,,,,41,180
"De 20 a 24 años (043)",1340,1100,436,399,205,50,8,2,,,240,1006
"De 25 a 29 años (044)",1392,1014,56,270,366,199,108,13,2,,378,2149
"De 30 a 34 años (045)",1112,1029,27,149,286,230,266,59,8,4,83,3034
"De 35 a 39 años (046)",1027,963,24,74,160,210,325,122,42,6,64,3648
"De 40 a 44 años (047)",916,886,23,37,80,157,305,186,71,27,30,4101
"De 45 a 49 años (048)",736,697,23,29,68,90,185,163,91,48,39,3617
"De 50 y más años (049)",3605,3337,139,148,219,288,762,803,540,438,268,19644
,,,,,,,,,,,,
"URBANA (060)",10611,9244,2877,1475,1385,1019,1203,696,368,221,1367,22641
"De 12 a 14 años (061)",881,875,868,4,3,,,,,,6,10
"De 15 a 19 años (062)",1387,1356,1252,94,6,2,2,,,,31,120
"De 20 a 24 años (063)",1297,1008,460,399,124,17,7,1,,,289,736
"De 25 a 29 años (064)",1368,866,101,367,261,98,30,8,1,,502,1365
"De 30 a 34 años (065)",1076,943,55,243,323,184,109,25,2,2,133,2103
"De 35 a 39 años (066)",938,865,24,127,258,192,201,51,10,2,73,2518
"De 40 a 44 años (067)",753,716,22,59,127,178,214,79,25,12,37,2622
"De 45 a 49 años (068)",659,616,23,52,86,127,167,92,53,16,43,2548
"De 50 y más años (069)",2252,1999,72,130,197,221,473,440,277,189,253,10619
"PEA (070)",4570,4101,704,922,829,560,583,292,143,68,469,10651
"De 12 a 14 años (071)",51,51,49,1,1,,,,,,,3
"De 15 a 19 años (072)",314,305,254,46,5,,,,,,9,56
"De 20 a 24 años (073)",667,520,227,235,50,2,5,1,,,147,370
"De 25 a 29 años (074)",705,533,72,251,145,46,14,4,1,,172,771
"De 30 a 34 años (075)",651,584,39,169,211,105,46,13,,1,67,1201
"De 35 a 39 años (076)",594,565,17,91,186,126,116,22,6,1,29,1538
"De 40 a 44 años (077)",444,431,11,38,87,115,118,46,9,7,13,1518
"De 45 a 49 años (078)",401,390,12,39,56,84,105,55,34,5,11,1548
"De 50 y más años (079)",743,722,23,52,88,82,179,151,93,54,21,3646
"Ocupada (080)",4442,3988,673,884,809,551,574,288,141,68,454,10466
"De 12 a 14 años (081)",50,50,48,1,1,,,,,,,3
"De 15 a 19 años (082)",297,289,241,43,5,,,,,,8,53
"De 20 a 24 años (083)",625,484,213,218,45,2,5,1,,,141,343
"De 25 a 29 años (084)",683,514,69,241,142,45,12,4,1,,169,744
"De 30 a 34 años (085)",632,570,39,164,206,102,46,12,,1,62,1170
"De 35 a 39 años (086)",584,555,17,90,182,124,115,21,5,1,29,1505
"De 40 a 44 años (087)",435,422,11,38,87,113,114,44,8,7,13,1475
"De 45 a 49 años (088)",396,385,12,37,54,84,104,55,34,5,11,1537
"De 50 y más años (089)",740,719,23,52,87,81,178,151,93,54,21,3636
"Desocupada (090)",128,113,31,38,20,9,9,4,2,,15,185
"De 12 a 14 años (091)",1,1,1,,,,,,,,,
"De 15 a 19 años (092)",17,16,13,3,,,,,,,1,3
"De 20 a 24 años (093)",42,36,14,17,5,,,,,,6,27
"De 25 a 29 años (094)",22,19,3,10,3,1,2,,,,3,27
"De 30 a 34 años (095)",19,14,,5,5,3,,1,,,5,31
"De 35 a 39 años (096)",10,10,,1,4,2,1,1,1,,,33
"De 40 a 44 años (097)",9,9,,,,2,4,2,1,,,43
"De 45 a 49 años (098)",5,5,,2,2,,1,,,,,11
"De 50 y más años (099)",3,3,,,1,1,1,,,,,10
"No PEA (100)",6041,5143,2173,553,556,459,620,404,225,153,898,11990
"De 12 a 14 años (101)",830,824,819,3,2,,,,,,6,7
"De 15 a 19 años (102)",1073,1051,998,48,1,2,2,,,,22,64
"De 20 a 24 años (103)",630,488,233,164,74,15,2,,,,142,366
"De 25 a 29 años (104)",663,333,29,116,116,52,16,4,,,330,594
"De 30 a 34 años (105)",425,359,16,74,112,79,63,12,2,1,66,902
"De 35 a 39 años (106)",344,300,7,36,72,66,85,29,4,1,44,980
"De 40 a 44 años (107)",309,285,11,21,40,63,96,33,16,5,24,1104
"De 45 a 49 años (108)",258,226,11,13,30,43,62,37,19,11,32,1000
"De 50 y más años (109)",1509,1277,49,78,109,139,294,289,184,135,232,6973
,,,,,,,,,,,,
"RURAL (120)",10229,9855,2859,987,1098,989,1667,1178,639,438,374,31486
"De 12 a 14 años (121)",1174,1170,1167,3,,,,,,,4,3
"De 15 a 19 años (122)",1322,1299,1181,107,8,1,2,,,,23,134
"De 20 a 24 años (123)",985,844,283,334,174,42,9,2,,,141,858
"De 25 a 29 años (124)",972,885,40,222,317,186,107,10,3,,87,1950
"De 30 a 34 años (125)",894,868,17,116,223,196,253,52,7,4,26,2677
"De 35 a 39 años (126)",904,877,22,58,129,184,308,130,41,5,27,3448
"De 40 a 44 años (127)",822,810,17,29,59,133,276,197,73,26,12,3928
"De 45 a 49 años (128)",653,643,17,24,50,69,166,177,97,43,10,3512
"De 50 y más años (129)",2503,2459,115,94,138,178,546,610,418,360,44,14976
"PEA (130)",1866,1747,241,289,260,221,324,234,110,68,119,6087
"De 12 a 14 años (131)",17,17,17,,,,,,,,,
"De 15 a 19 años (132)",106,102,85,16,1,,,,,,4,18
"De 20 a 24 años (133)",275,232,80,99,43,7,3,,,,43,218
"De 25 a 29 años (134)",243,204,13,68,67,39,15,1,1,,39,395
"De 30 a 34 años (135)",207,198,6,41,49,45,50,5,1,1,9,545
"De 35 a 39 años (136)",221,214,5,20,41,40,68,37,3,,7,780
"De 40 a 44 años (137)",215,209,5,13,19,39,67,44,18,4,6,931
"De 45 a 49 años (138)",175,172,5,8,12,22,43,51,25,6,3,895
"De 50 y más años (139)",407,399,25,24,28,29,78,96,62,57,8,2305
"Ocupada (140)",1841,1726,235,282,258,218,321,234,110,68,115,6054
"De 12 a 14 años (141)",15,15,15,,,,,,,,,
"De 15 a 19 años (142)",102,99,83,15,1,,,,,,3,17
"De 20 a 24 años (143)",268,228,78,98,42,7,3,,,,40,215
"De 25 a 29 años (144)",237,198,13,64,66,38,15,1,1,,39,386
"De 30 a 34 años (145)",204,195,6,40,49,43,50,5,1,1,9,538
"De 35 a 39 años (146)",220,213,5,20,41,40,67,37,3,,7,776
"De 40 a 44 años (147)",214,208,5,13,19,39,66,44,18,4,6,927
"De 45 a 49 años (148)",175,172,5,8,12,22,43,51,25,6,3,895
"De 50 y más años (149)",406,398,25,24,28,29,77,96,62,57,8,2300
"Desocupada (150)",25,21,6,7,2,3,3,,,,4,33
"De 12 a 14 años (151)",2,2,2,,,,,,,,,
"De 15 a 19 años (152)",4,3,2,1,,,,,,,1,1
"De 20 a 24 años (153)",7,4,2,1,1,,,,,,3,3
"De 25 a 29 años (154)",6,6,,4,1,1,,,,,,9
"De 30 a 34 años (155)",3,3,,1,,2,,,,,,7
"De 35 a 39 años (156)",1,1,,,,,1,,,,,4
"De 40 a 44 años (157)",1,1,,,,,1,,,,,4
"De 50 y más años (159)",1,1,,,,,1,,,,,5
"No PEA (160)",8363,8108,2618,698,838,768,1343,944,529,370,255,25399
"De 12 a 14 años (161)",1157,1153,1150,3,,,,,,,4,3
"De 15 a 19 años (162)",1216,1197,1096,91,7,1,2,,,,19,116
"De 20 a 24 años (163)",710,612,203,235,131,35,6,2,,,98,640
"De 25 a 29 años (164)",729,681,27,154,250,147,92,9,2,,48,1555
"De 30 a 34 años (165)",687,670,11,75,174,151,203,47,6,3,17,2132
"De 35 a 39 años (166)",683,663,17,38,88,144,240,93,38,5,20,2668
"De 40 a 44 años (167)",607,601,12,16,40,94,209,153,55,22,6,2997
"De 45 a 49 años (168)",478,471,12,16,38,47,123,126,72,37,7,2617
"De 50 y más años (169)",2096,2060,90,70,110,149,468,514,356,303,36,12671
