"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,,,,
"URBANA (060)",26549,20003,2328,1773,2445
"Sin nivel (061)",890,825,41,11,13
"Educación inicial (062)",25,22,3,,
"Primaria (063)",6395,5738,393,154,110
"Secundaria (064)",11056,9239,918,455,444
"Superior no univ. incompleta (065)",1245,914,118,101,112
"Superior no univ. completa (066)",1931,894,195,280,562
"Superior univ. incompleta (067)",1816,1208,229,147,232
"Superior univ. completa (068)",3191,1163,431,625,972
"De 06 a 14 años (070)",557,468,63,26,
"Sin nivel (071)",4,4,,,
"Educación inicial (072)",4,3,1,,
"Primaria (073)",341,284,38,19,
"Secundaria (074)",208,177,24,7,
"De 15 a 29 años (080)",8879,6767,954,579,579
"Sin nivel (081)",89,79,5,3,2
"Educación inicial (082)",11,10,1,,
"Primaria (083)",1151,1005,107,29,10
"Secundaria (084)",4713,3917,470,204,122
"Superior no univ. incompleta (085)",635,486,65,49,35
"Superior no univ. completa (086)",671,343,73,74,181
"Superior univ. incompleta (087)",871,605,112,83,71
"Superior univ. completa (088)",738,322,121,137,158
"De 30 a 44 años (090)",9663,6947,829,755,1132
"Sin nivel (091)",244,221,12,5,6
"Educación inicial (092)",10,9,1,,
"Primaria (093)",2223,1986,124,65,48
"Secundaria (094)",3778,3166,273,159,180
"Superior no univ. incompleta (095)",396,277,37,32,50
"Superior no univ. completa (096)",874,387,91,136,260
"Superior univ. incompleta (097)",624,392,87,46,99
"Superior univ. completa (098)",1514,509,204,312,489
"De 45 a 64 años (100)",6497,4954,438,398,707
"Sin nivel (101)",395,372,16,3,4
"Primaria (103)",2132,1944,107,37,44
"Secundaria (104)",2215,1849,144,83,139
"Superior no univ. incompleta (105)",198,135,16,20,27
"Superior no univ. completa (106)",368,152,30,66,120
"Superior univ. incompleta (107)",309,201,29,18,61
"Superior univ. completa (108)",880,301,96,171,312
"De 65 y más años (110)",953,867,44,15,27
"Sin nivel (111)",158,149,8,,1
"Primaria (113)",548,519,17,4,8
"Secundaria (114)",142,130,7,2,3
"Superior no univ. incompleta (115)",16,16,,,
"Superior no univ. completa (116)",18,12,1,4,1
"Superior univ. incompleta (117)",12,10,1,,1
"Superior univ. completa (118)",59,31,10,5,13
,,,,,
"RURAL (120)",17656,16949,460,92,155
"Sin nivel (121)",2311,2270,36,2,3
"Educación inicial (122)",24,22,2,,
"Primaria (123)",9560,9326,189,36,9
"Secundaria (124)",5065,4829,170,29,37
"Superior no univ. incompleta (125)",208,189,12,4,3
"Superior no univ. completa (126)",179,106,18,9,46
"Superior univ. incompleta (127)",138,111,12,2,13
"Superior univ. completa (128)",171,96,21,10,44
"De 06 a 14 años (130)",584,559,21,4,
"Sin nivel (131)",53,50,3,,
"Educación inicial (132)",2,2,,,
"Primaria (133)",433,414,15,4,
"Secundaria (134)",96,93,3,,
"De 15 a 29 años (140)",6490,6180,197,39,74
"Sin nivel (141)",298,289,7,,2
"Educación inicial (142)",12,11,1,,
"Primaria (143)",2973,2883,74,13,3
"Secundaria (144)",2913,2779,94,17,23
"Superior no univ. incompleta (145)",114,103,6,3,2
"Superior no univ. completa (146)",73,38,7,3,25
"Superior univ. incompleta (147)",52,45,5,,2
"Superior univ. completa (148)",55,32,3,3,17
"De 30 a 44 años (150)",5670,5424,152,32,62
"Sin nivel (151)",708,698,9,,1
"Educación inicial (152)",10,9,1,,
"Primaria (153)",3281,3199,64,14,4
"Secundaria (154)",1403,1334,49,10,10
"Superior no univ. incompleta (155)",64,57,6,1,
"Superior no univ. completa (156)",72,45,7,2,18
"Superior univ. incompleta (157)",53,41,3,1,8
"Superior univ. completa (158)",79,41,13,4,21
"De 45 a 64 años (160)",3843,3726,82,17,18
"Sin nivel (161)",861,843,16,2,
"Primaria (163)",2247,2211,29,5,2
"Secundaria (164)",608,579,24,2,3
"Superior no univ. incompleta (165)",29,28,,,1
"Superior no univ. completa (166)",32,21,4,4,3
"Superior univ. incompleta (167)",32,24,4,1,3
"Superior univ. completa (168)",34,20,5,3,6
"De 65 y más años (170)",1069,1060,8,,1
"Sin nivel (171)",391,390,1,,
"Primaria (173)",626,619,7,,
"Secundaria (174)",45,44,,,1
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",2,2,,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",3,3,,,
