"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",34,5,18,6,2,3
"Actividad economica no especificada (043)",265,1,94,85,64,21
"Mujeres (045)",8753,256,2484,2900,2331,782
"Agric., ganadería, caza y silvicultura (046)",6275,199,1658,1965,1821,632
"Explotación de minas y canteras (048)",20,,11,3,5,1
"Industrias manufactureras (049)",365,5,103,123,109,25
"Construcción (051)",50,1,15,23,9,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",745,26,265,258,161,35
"Venta, mant.y rep. veh.autom.y motoc. (053)",5,,2,,1,2
"Comercio al por mayor (054)",8,,2,4,2,
"Comercio al por menor (055)",732,26,261,254,158,33
"Hoteles y restaurantes (056)",253,13,83,84,49,24
"Trans., almac. y comunicaciones (057)",19,,13,5,1,
"Intermediación financiera (058)",1,,,1,,
"Activid.inmobil., empres. y alquileres (059)",24,,17,5,2,
"Admin.pub. y defensa; p. segur.soc.afil (060)",49,,25,21,3,
"Enseñanza (061)",368,1,93,221,53,
"Servicios sociales y de salud (062)",82,,33,46,3,
"Otras activ. serv.comun.soc y personales (063)",38,1,18,8,11,
"Hogares privados con servicio doméstico (064)",76,7,49,7,8,5
"Actividad economica no especificada (066)",388,3,101,130,96,58
,,,,,,
"URBANA (067)",5769,184,1727,2201,1353,304
"Agric., ganadería, caza y silvicultura (068)",1965,73,517,621,575,179
"Pesca (069)",3,,1,1,1,
"Explotación de minas y canteras (070)",194,,89,81,23,1
"Industrias manufactureras (071)",300,16,102,92,69,21
"Suministro de electricidad, gas y agua (072)",5,,3,1,1,
"Construcción (073)",415,6,141,157,97,14
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",962,51,319,329,217,46
"Venta, mant.y rep. veh.autom.y motoc. (075)",37,2,16,11,5,3
"Comercio al por mayor (076)",14,,4,6,4,
"Comercio al por menor (077)",911,49,299,312,208,43
"Hoteles y restaurantes (078)",257,19,80,85,54,19
"Trans., almac. y comunicaciones (079)",154,6,66,54,27,1
"Intermediación financiera (080)",4,,1,3,,
"Activid.inmobil., empres. y alquileres (081)",86,,34,34,14,4
"Admin.pub. y defensa; p. segur.soc.afil (082)",185,,57,87,39,2
"Enseñanza (083)",764,,121,480,163,
"Servicios sociales y de salud (084)",101,,29,67,5,
"Otras activ. serv.comun.soc y personales (085)",80,5,36,20,16,3
"Hogares privados con servicio doméstico (086)",56,5,43,3,4,1
"Actividad economica no especificada (088)",238,3,88,86,48,13
"Hombres (089)",3488,116,985,1336,866,185
"Agric., ganadería, caza y silvicultura (090)",1256,43,304,395,388,126
"Pesca (091)",3,,1,1,1,
"Explotación de minas y canteras (092)",190,,87,80,22,1
"Industrias manufactureras (093)",200,15,80,53,38,14
"Suministro de electricidad, gas y agua (094)",5,,3,1,1,
"Construcción (095)",396,6,135,147,95,13
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",331,31,91,114,79,16
"Venta, mant.y rep. veh.autom.y motoc. (097)",32,2,14,11,4,1
"Comercio al por mayor (098)",7,,2,3,2,
"Comercio al por menor (099)",292,29,75,100,73,15
"Hoteles y restaurantes (100)",43,7,17,8,10,1
"Trans., almac. y comunicaciones (101)",137,6,55,49,26,1
"Intermediación financiera (102)",4,,1,3,,
"Activid.inmobil., empres. y alquileres (103)",66,,21,29,12,4
"Admin.pub. y defensa; p. segur.soc.afil (104)",145,,38,69,36,2
"Enseñanza (105)",474,,56,298,120,
"Servicios sociales y de salud (106)",40,,10,28,2,
"Otras activ. serv.comun.soc y personales (107)",50,4,25,13,5,3
"Hogares privados con servicio doméstico (108)",17,3,11,2,1,
"Actividad economica no especificada (110)",131,1,50,46,30,4
"Mujeres (112)",2281,68,742,865,487,119
"Agric., ganadería, caza y silvicultura (113)",709,30,213,226,187,53
"Explotación de minas y canteras (115)",4,,2,1,1,
"Industrias manufactureras (116)",100,1,22,39,31,7
"Construcción (118)",19,,6,10,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",631,20,228,215,138,30
"Venta, mant.y rep. veh.autom.y motoc. (120)",5,,2,,1,2
"Comercio al por mayor (121)",7,,2,3,2,
"Comercio al por menor (122)",619,20,224,212,135,28
"Hoteles y restaurantes (123)",214,12,63,77,44,18
"Trans., almac. y comunicaciones (124)",17,,11,5,1,
"Activid.inmobil., empres. y alquileres (126)",20,,13,5,2,
"Admin.pub. y defensa; p. segur.soc.afil (127)",40,,19,18,3,
"Enseñanza (128)",290,,65,182,43,
"Servicios sociales y de salud (129)",61,,19,39,3,
"Otras activ. serv.comun.soc y personales (130)",30,1,11,7,11,
"Hogares privados con servicio doméstico (131)",39,2,32,1,3,1
"Actividad economica no especificada (133)",107,2,38,40,18,9
,,,,,,
"RURAL (134)",17350,384,4232,5619,5186,1929
"Agric., ganadería, caza y silvicultura (135)",14715,346,3422,4669,4519,1759
"Pesca (136)",7,,1,2,3,1
"Explotación de minas y canteras (137)",204,,80,64,52,8
"Industrias manufactureras (138)",511,8,129,160,171,43
"Suministro de electricidad, gas y agua (139)",4,,1,2,1,
"Construcción (140)",617,4,184,241,167,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",265,11,81,111,51,11
"Venta, mant.y rep. veh.autom.y motoc. (142)",9,,7,2,,
"Comercio al por mayor (143)",8,,3,4,1,
"Comercio al por menor (144)",248,11,71,105,50,11
"Hoteles y restaurantes (145)",52,3,28,8,7,6
"Trans., almac. y comunicaciones (146)",37,,21,12,3,1
"Intermediación financiera (147)",1,,,1,,
"Activid.inmobil., empres. y alquileres (148)",22,,11,6,4,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",164,,45,76,39,4
"Enseñanza (150)",234,1,67,117,49,
"Servicios sociales y de salud (151)",25,,17,8,,
"Otras activ. serv.comun.soc y personales (152)",23,3,14,3,2,1
"Hogares privados con servicio doméstico (153)",54,7,24,10,6,7
"Actividad economica no especificada (155)",415,1,107,129,112,66
"Hombres (156)",10878,196,2490,3584,3342,1266
"Agric., ganadería, caza y silvicultura (157)",9149,177,1977,2930,2885,1180
"Pesca (158)",7,,1,2,3,1
"Explotación de minas y canteras (159)",188,,71,62,48,7
"Industrias manufactureras (160)",246,4,48,76,93,25
"Suministro de electricidad, gas y agua (161)",4,,1,2,1,
"Construcción (162)",586,3,175,228,160,20
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",151,5,44,68,28,6
"Venta, mant.y rep. veh.autom.y motoc. (164)",9,,7,2,,
"Comercio al por mayor (165)",7,,3,3,1,
"Comercio al por menor (166)",135,5,34,63,27,6
"Hoteles y restaurantes (167)",13,2,8,1,2,
"Trans., almac. y comunicaciones (168)",35,,19,12,3,1
"Activid.inmobil., empres. y alquileres (170)",18,,7,6,4,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",155,,39,73,39,4
"Enseñanza (172)",156,,39,78,39,
"Servicios sociales y de salud (173)",4,,3,1,,
"Otras activ. serv.comun.soc y personales (174)",15,3,7,2,2,1
"Hogares privados con servicio doméstico (175)",17,2,7,4,1,3
"Actividad economica no especificada (177)",134,,44,39,34,17
"Mujeres (179)",6472,188,1742,2035,1844,663
"Agric., ganadería, caza y silvicultura (180)",5566,169,1445,1739,1634,579
"Explotación de minas y canteras (182)",16,,9,2,4,1
"Industrias manufactureras (183)",265,4,81,84,78,18
"Construcción (185)",31,1,9,13,7,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",114,6,37,43,23,5
"Comercio al por mayor (188)",1,,,1,,
"Comercio al por menor (189)",113,6,37,42,23,5
"Hoteles y restaurantes (190)",39,1,20,7,5,6
"Trans., almac. y comunicaciones (191)",2,,2,,,
"Intermediación financiera (192)",1,,,1,,
"Activid.inmobil., empres. y alquileres (193)",4,,4,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",9,,6,3,,
"Enseñanza (195)",78,1,28,39,10,
"Servicios sociales y de salud (196)",21,,14,7,,
"Otras activ. serv.comun.soc y personales (197)",8,,7,1,,
"Hogares privados con servicio doméstico (198)",37,5,17,6,5,4
"Actividad economica no especificada (200)",281,1,63,90,78,49
