"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",8,6,1,1,
"Trabajador independiente (059)",15,10,5,,
"Trabajador familiar no remunerado (061)",86,70,13,3,
"Trabajador del hogar (062)",17,17,,,
"De 15 a 29 años (064)",1025,765,136,68,56
"Empleado (065)",151,55,30,24,42
"Obrero (066)",203,115,34,40,14
"Trabajador independiente (067)",371,334,37,,
"Empleador o patrono (068)",16,12,2,2,
"Trabajador familiar no remunerado (069)",263,228,33,2,
"Trabajador del hogar (070)",21,21,,,
"De 30 a 44 años (072)",1645,1165,242,129,109
"Empleado (073)",261,60,49,64,88
"Obrero (074)",255,126,48,60,21
"Trabajador independiente (075)",817,710,107,,
"Empleador o patrono (076)",39,33,3,3,
"Trabajador familiar no remunerado (077)",265,228,35,2,
"Trabajador del hogar (078)",8,8,,,
"De 45 a 64 años (080)",1235,928,185,67,55
"Empleado (081)",138,21,34,41,42
"Obrero (082)",140,78,24,25,13
"Trabajador independiente (083)",730,621,109,,
"Empleador o patrono (084)",28,22,5,1,
"Trabajador familiar no remunerado (085)",193,180,13,,
"Trabajador del hogar (086)",6,6,,,
"De 65 y más años (088)",452,388,54,6,4
"Empleado (089)",11,4,2,3,2
"Obrero (090)",27,21,2,2,2
"Trabajador independiente (091)",310,274,36,,
"Empleador o patrono (092)",19,14,4,1,
"Trabajador familiar no remunerado (093)",84,74,10,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",3147,2626,398,46,77
"Empleado (097)",119,52,28,20,19
"Obrero (098)",436,272,83,24,57
"Trabajador independiente (099)",1804,1595,209,,
"Empleador o patrono (100)",93,84,7,1,1
"Trabajador familiar no remunerado (101)",664,592,71,1,
"Trabajador del hogar (102)",31,31,,,
"De 06 a 14 años (104)",69,69,,,
"Empleado (105)",3,3,,,
"Obrero (106)",3,3,,,
"Trabajador independiente (107)",4,4,,,
"Trabajador familiar no remunerado (109)",56,56,,,
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",838,693,111,18,16
"Empleado (113)",50,36,7,4,3
"Obrero (114)",151,96,30,13,12
"Trabajador independiente (115)",369,330,39,,
"Empleador o patrono (116)",14,11,2,,1
"Trabajador familiar no remunerado (117)",239,205,33,1,
"Trabajador del hogar (118)",15,15,,,
"De 30 a 44 años (120)",1179,958,167,11,43
"Empleado (121)",39,7,16,6,10
"Obrero (122)",179,104,37,5,33
"Trabajador independiente (123)",723,633,90,,
"Empleador o patrono (124)",39,36,3,,
"Trabajador familiar no remunerado (125)",191,170,21,,
"Trabajador del hogar (126)",8,8,,,
"De 45 a 64 años (128)",779,657,89,16,17
"Empleado (129)",26,5,5,10,6
"Obrero (130)",87,57,14,5,11
"Trabajador independiente (131)",516,460,56,,
"Empleador o patrono (132)",25,23,1,1,
"Trabajador familiar no remunerado (133)",121,108,13,,
"Trabajador del hogar (134)",4,4,,,
"De 65 y más años (136)",282,249,31,1,1
"Empleado (137)",1,1,,,
"Obrero (138)",16,12,2,1,1
"Trabajador independiente (139)",192,168,24,,
"Empleador o patrono (140)",15,14,1,,
"Trabajador familiar no remunerado (141)",57,53,4,,
"Trabajador del hogar (142)",1,1,,,
