"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,,,,
"URBANA (060)",16133,10877,1972,1556,1728
"Sin nivel (061)",658,551,55,35,17
"Educación inicial (062)",14,10,1,3,
"Primaria (063)",3413,2633,472,203,105
"Secundaria (064)",6070,4494,788,429,359
"Superior no univ. incompleta (065)",1216,883,106,100,127
"Superior no univ. completa (066)",2512,1323,274,348,567
"Superior univ. incompleta (067)",547,338,66,63,80
"Superior univ. completa (068)",1703,645,210,375,473
"De 06 a 14 años (070)",202,158,26,17,1
"Sin nivel (071)",7,6,,1,
"Educación inicial (072)",4,2,,2,
"Primaria (073)",130,98,17,14,1
"Secundaria (074)",61,52,9,,
"De 15 a 29 años (080)",4660,3215,681,422,342
"Sin nivel (081)",72,52,9,10,1
"Educación inicial (082)",6,5,1,,
"Primaria (083)",672,502,108,52,10
"Secundaria (084)",2205,1620,341,157,87
"Superior no univ. incompleta (085)",478,352,54,37,35
"Superior no univ. completa (086)",639,370,94,78,97
"Superior univ. incompleta (087)",246,165,30,25,26
"Superior univ. completa (088)",342,149,44,63,86
"De 30 a 44 años (090)",5983,3839,715,638,791
"Sin nivel (091)",174,144,18,8,4
"Educación inicial (092)",4,3,,1,
"Primaria (093)",951,732,131,54,34
"Secundaria (094)",2200,1616,280,161,143
"Superior no univ. incompleta (095)",475,347,35,40,53
"Superior no univ. completa (096)",1207,624,120,166,297
"Superior univ. incompleta (097)",196,105,25,29,37
"Superior univ. completa (098)",776,268,106,179,223
"De 45 a 64 años (100)",4532,3048,464,451,569
"Sin nivel (101)",272,227,20,15,10
"Primaria (103)",1245,959,164,70,52
"Secundaria (104)",1498,1121,149,106,122
"Superior no univ. incompleta (105)",244,171,14,21,38
"Superior no univ. completa (106)",623,301,53,100,169
"Superior univ. incompleta (107)",99,64,9,9,17
"Superior univ. completa (108)",551,205,55,130,161
"De 65 y más años (110)",756,617,86,28,25
"Sin nivel (111)",133,122,8,1,2
"Primaria (113)",415,342,52,13,8
"Secundaria (114)",106,85,9,5,7
"Superior no univ. incompleta (115)",19,13,3,2,1
"Superior no univ. completa (116)",43,28,7,4,4
"Superior univ. incompleta (117)",6,4,2,,
"Superior univ. completa (118)",34,23,5,3,3
,,,,,
"RURAL (120)",11822,10116,1054,392,260
"Sin nivel (121)",2280,2112,94,44,30
"Educación inicial (122)",63,59,,,4
"Primaria (123)",5421,4790,469,109,53
"Secundaria (124)",3182,2591,356,153,82
"Superior no univ. incompleta (125)",236,176,29,14,17
"Superior no univ. completa (126)",392,230,62,47,53
"Superior univ. incompleta (127)",76,54,9,8,5
"Superior univ. completa (128)",172,104,35,17,16
"De 06 a 14 años (130)",457,424,23,10,
"Sin nivel (131)",44,42,2,,
"Educación inicial (132)",9,9,,,
"Primaria (133)",336,317,14,5,
"Secundaria (134)",68,56,7,5,
"De 15 a 29 años (140)",4053,3422,410,152,69
"Sin nivel (141)",295,274,13,5,3
"Educación inicial (142)",28,27,,,1
"Primaria (143)",1667,1448,161,42,16
"Secundaria (144)",1694,1410,187,77,20
"Superior no univ. incompleta (145)",114,86,13,7,8
"Superior no univ. completa (146)",158,106,23,14,15
"Superior univ. incompleta (147)",42,31,3,4,4
"Superior univ. completa (148)",55,40,10,3,2
"De 30 a 44 años (150)",3788,3195,344,148,101
"Sin nivel (151)",627,574,25,19,9
"Educación inicial (152)",26,23,,,3
"Primaria (153)",1751,1559,144,35,13
"Secundaria (154)",1031,829,120,49,33
"Superior no univ. incompleta (155)",88,63,12,5,8
"Superior no univ. completa (156)",168,93,23,27,25
"Superior univ. incompleta (157)",24,17,5,2,
"Superior univ. completa (158)",73,37,15,11,10
"De 45 a 64 años (160)",2771,2377,240,70,84
"Sin nivel (161)",885,811,42,15,17
"Primaria (163)",1371,1202,128,22,19
"Secundaria (164)",371,281,40,21,29
"Superior no univ. incompleta (165)",32,25,4,2,1
"Superior no univ. completa (166)",63,29,15,6,13
"Superior univ. incompleta (167)",9,5,1,2,1
"Superior univ. completa (168)",40,24,10,2,4
"De 65 y más años (170)",753,698,37,12,6
"Sin nivel (171)",429,411,12,5,1
"Primaria (173)",296,264,22,5,5
"Secundaria (174)",18,15,2,1,
"Superior no univ. incompleta (175)",2,2,,,
"Superior no univ. completa (176)",3,2,1,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",4,3,,1,
