"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Esposa(o)/ compa¤era(o) (050)",61,,,13,29,2,8,2,7
"Hijo(a)/ hijastro(a) (051)",807,117,57,291,272,22,23,12,13
"Yerno/ nuera (052)",27,,,2,15,4,3,,3
"Nieto(a) (053)",58,21,7,8,18,,1,3,
"Padres/ suegros (054)",20,5,,15,,,,,
"Otro(a) pariente (055)",150,12,5,41,67,2,6,5,12
"Trabajador(a) del hogar (056)",2,1,,1,,,,,
"Pensionista (057)",5,,,,4,,,,1
"Otro(a) no pariente (058)",50,3,,12,19,4,4,3,5
"Mujeres (060)",1942,363,56,658,584,53,116,32,80
"Jefe o Jefa (061)",303,80,,98,77,8,16,2,22
"Esposa(o)/ compa¤era(o) (062)",652,86,1,198,221,23,64,19,40
"Hijo(a)/ hijastro(a) (063)",713,128,47,285,208,11,21,5,8
"Yerno/ nuera (064)",23,,,4,10,5,3,,1
"Nieto(a) (065)",40,8,5,19,7,,1,,
"Padres/ suegros (066)",48,34,,13,,1,,,
"Otro(a) pariente (067)",108,19,3,27,44,4,6,3,2
"Trabajador(a) del hogar (068)",10,1,,5,4,,,,
"Pensionista (069)",5,,,,1,,,1,3
"Otro(a) no pariente (070)",40,7,,9,12,1,5,2,4
,,,,,,,,,
"RURAL (072)",11649,2764,358,5516,2677,108,130,30,66
"Jefe o Jefa (073)",2919,695,,1476,608,37,52,14,37
"Esposa(o)/ compa¤era(o) (074)",2069,767,4,884,367,16,17,5,9
"Hijo(a)/ hijastro(a) (075)",5526,900,304,2745,1470,44,46,6,11
"Yerno/ nuera (076)",126,9,1,31,70,5,9,1,
"Nieto(a) (077)",384,104,39,181,58,2,,,
"Padres/ suegros (078)",202,165,,35,1,1,,,
"Otro(a) pariente (079)",364,109,10,149,89,3,1,2,1
"Trabajador(a) del hogar (080)",5,3,,2,,,,,
"Pensionista (081)",9,,,2,2,,2,,3
"Otro(a) no pariente (082)",45,12,,11,12,,3,2,5
"Hombres (084)",5747,930,169,2882,1540,67,87,26,46
"Jefe o Jefa (085)",2184,303,,1228,536,31,44,14,28
"Esposa(o)/ compa¤era(o) (086)",167,32,,71,52,2,4,2,4
"Hijo(a)/ hijastro(a) (087)",2883,469,142,1373,829,29,28,5,8
"Yerno/ nuera (088)",58,2,,11,34,3,7,1,
"Nieto(a) (089)",193,47,19,86,41,,,,
"Padres/ suegros (090)",47,25,,21,,1,,,
"Otro(a) pariente (091)",181,45,8,83,40,1,1,2,1
"Trabajador(a) del hogar (092)",2,,,2,,,,,
"Pensionista (093)",6,,,,2,,2,,2
"Otro(a) no pariente (094)",26,7,,7,6,,1,2,3
"Mujeres (096)",5902,1834,189,2634,1137,41,43,4,20
"Jefe o Jefa (097)",735,392,,248,72,6,8,,9
"Esposa(o)/ compa¤era(o) (098)",1902,735,4,813,315,14,13,3,5
"Hijo(a)/ hijastro(a) (099)",2643,431,162,1372,641,15,18,1,3
"Yerno/ nuera (100)",68,7,1,20,36,2,2,,
"Nieto(a) (101)",191,57,20,95,17,2,,,
"Padres/ suegros (102)",155,140,,14,1,,,,
"Otro(a) pariente (103)",183,64,2,66,49,2,,,
"Trabajador(a) del hogar (104)",3,3,,,,,,,
"Pensionista (105)",3,,,2,,,,,1
"Otro(a) no pariente (106)",19,5,,4,6,,2,,2
