"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",228,11,,24,109,13,9,26,36
"Otro(a) no pariente (046)",1988,80,28,325,891,164,161,149,190
"Hombres (048)",29191,1947,957,6868,10829,1926,1756,2410,2498
"Jefe o Jefa (049)",11031,111,8,1626,4403,939,1152,1051,1741
"Esposa(o)/ compa¤era(o) (050)",1249,16,4,214,582,134,85,100,114
"Hijo(a)/ hijastro(a) (051)",11289,1360,742,3777,3610,490,228,852,230
"Yerno/ nuera (052)",394,3,,25,213,46,28,34,45
"Nieto(a) (053)",878,225,121,325,171,9,5,15,7
"Padres/ suegros (054)",250,24,,128,62,6,12,1,17
"Otro(a) pariente (055)",2695,160,70,565,1145,182,133,241,199
"Trabajador(a) del hogar (056)",37,,,7,19,3,1,2,5
"Pensionista (057)",149,6,,12,74,7,8,17,25
"Otro(a) no pariente (058)",1219,42,12,189,550,110,104,97,115
"Mujeres (060)",28823,2675,905,7881,9833,1802,1900,1960,1867
"Jefe o Jefa (061)",5593,337,4,1357,1985,415,560,362,573
"Esposa(o)/ compa¤era(o) (062)",7754,376,19,1770,2959,595,788,478,769
"Hijo(a)/ hijastro(a) (063)",10668,1366,648,3490,3222,516,328,836,262
"Yerno/ nuera (064)",421,1,1,25,215,44,52,51,32
"Nieto(a) (065)",823,225,130,313,114,9,7,17,8
"Padres/ suegros (066)",331,134,,126,47,4,8,4,8
"Otro(a) pariente (067)",2269,191,86,635,843,149,95,142,128
"Trabajador(a) del hogar (068)",116,2,1,17,72,10,4,9,1
"Pensionista (069)",79,5,,12,35,6,1,9,11
"Otro(a) no pariente (070)",769,38,16,136,341,54,57,52,75
,,,,,,,,,
"RURAL (072)",11348,1560,246,3986,4101,457,371,323,304
"Jefe o Jefa (073)",3298,274,3,1114,1240,151,190,143,183
"Esposa(o)/ compa¤era(o) (074)",1833,288,,723,620,87,60,37,18
"Hijo(a)/ hijastro(a) (075)",3681,637,186,1433,1144,102,45,101,33
"Yerno/ nuera (076)",168,1,1,20,108,13,7,5,13
"Nieto(a) (077)",314,109,27,115,52,5,4,2,
"Padres/ suegros (078)",92,43,,38,5,4,2,,
"Otro(a) pariente (079)",806,98,18,299,297,36,18,17,23
"Trabajador(a) del hogar (080)",53,6,1,14,22,7,1,2,
"Pensionista (081)",13,1,,,8,2,,1,1
"Otro(a) no pariente (082)",1090,103,10,230,605,50,44,15,33
"Hombres (084)",6594,682,123,2179,2632,272,242,230,234
"Jefe o Jefa (085)",2706,175,1,916,1036,134,156,131,157
"Esposa(o)/ compa¤era(o) (086)",192,11,,62,95,8,14,1,1
"Hijo(a)/ hijastro(a) (087)",1979,314,93,741,671,55,20,65,20
"Yerno/ nuera (088)",99,1,1,7,65,6,3,5,11
"Nieto(a) (089)",167,49,15,70,31,1,,1,
"Padres/ suegros (090)",43,13,,23,3,4,,,
"Otro(a) pariente (091)",505,48,7,175,213,21,12,13,16
"Trabajador(a) del hogar (092)",18,3,,2,8,5,,,
"Pensionista (093)",10,1,,,7,1,,1,
"Otro(a) no pariente (094)",875,67,6,183,503,37,37,13,29
"Mujeres (096)",4754,878,123,1807,1469,185,129,93,70
"Jefe o Jefa (097)",592,99,2,198,204,17,34,12,26
"Esposa(o)/ compa¤era(o) (098)",1641,277,,661,525,79,46,36,17
"Hijo(a)/ hijastro(a) (099)",1702,323,93,692,473,47,25,36,13
"Yerno/ nuera (100)",69,,,13,43,7,4,,2
"Nieto(a) (101)",147,60,12,45,21,4,4,1,
"Padres/ suegros (102)",49,30,,15,2,,2,,
"Otro(a) pariente (103)",301,50,11,124,84,15,6,4,7
"Trabajador(a) del hogar (104)",35,3,1,12,14,2,1,2,
"Pensionista (105)",3,,,,1,1,,,1
"Otro(a) no pariente (106)",215,36,4,47,102,13,7,2,4
