"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (047)",564,20,106,141,191,106
"Industrias manufactureras (050)",13,,5,5,1,2
"Suministro de electricidad, gas y agua (051)",1,,1,,,
"Construcción (052)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",160,4,37,66,42,11
"Venta, mant.y rep. veh.autom.y motoc. (054)",2,,,2,,
"Comercio al por mayor (055)",3,,1,2,,
"Comercio al por menor (056)",155,4,36,62,42,11
"Hoteles y restaurantes (057)",39,,15,13,10,1
"Trans., almac. y comunicaciones (058)",2,,2,,,
"Activid.inmobil., empres. y alquileres (060)",5,,3,1,1,
"Admin.pub. y defensa; p. segur.soc afil (061)",34,,14,13,7,
"Enseñanza (062)",203,,51,117,35,
"Servicios sociales y de salud (063)",25,,10,15,,
"Otras activ. serv.comun.soc y personales (064)",4,1,1,1,1,
"Hogares privados con servicio doméstico (065)",20,2,9,6,3,
"Actividad economica no especificada (067)",61,,18,19,16,8
"Desocupado (068)",14,,9,2,2,1
,,,,,,
"URBANA (069)",2460,57,589,944,623,247
"Agric., ganadería, caza y silvicultura (070)",1241,47,272,375,344,203
"Explotación de minas y canteras (072)",9,,2,4,3,
"Industrias manufactureras (073)",52,,17,22,8,5
"Suministro de electricidad, gas y agua (074)",5,,4,1,,
"Construcción (075)",84,,27,39,13,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",192,4,43,75,52,18
"Venta, mant.y rep. veh.autom.y motoc. (077)",6,,2,3,1,
"Comercio al por mayor (078)",6,,2,3,1,
"Comercio al por menor (079)",180,4,39,69,50,18
"Hoteles y restaurantes (080)",41,,15,15,10,1
"Trans., almac. y comunicaciones (081)",27,,8,14,3,2
"Intermediación financiera (082)",1,,,1,,
"Activid.inmobil., empres. y alquileres (083)",18,,5,7,6,
"Admin.pub. y defensa; p. segur.soc afil (084)",133,,27,71,33,2
"Enseñanza (085)",430,,92,233,105,
"Servicios sociales y de salud (086)",50,,15,29,6,
"Otras activ. serv.comun.soc y personales (087)",10,1,4,3,2,
"Hogares privados con servicio doméstico (088)",17,2,8,4,3,
"Actividad economica no especificada (090)",118,1,33,41,33,10
"Desocupado (091)",32,2,17,10,2,1
"Hombres (092)",1596,36,371,623,403,163
"Agric., ganadería, caza y silvicultura (093)",865,33,197,275,223,137
"Explotación de minas y canteras (095)",9,,2,4,3,
"Industrias manufactureras (096)",39,,12,17,7,3
"Suministro de electricidad, gas y agua (097)",5,,4,1,,
"Construcción (098)",82,,27,38,12,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",54,,11,20,16,7
"Venta, mant.y rep. veh.autom.y motoc. (100)",4,,2,1,1,
"Comercio al por mayor (101)",3,,1,1,1,
"Comercio al por menor (102)",47,,8,18,14,7
"Hoteles y restaurantes (103)",7,,3,2,1,1
"Trans., almac. y comunicaciones (104)",26,,7,14,3,2
"Intermediación financiera (105)",1,,,1,,
"Activid.inmobil., empres. y alquileres (106)",13,,2,6,5,
"Admin.pub. y defensa; p. segur.soc afil (107)",104,,15,60,27,2
"Enseñanza (108)",257,,50,132,75,
"Servicios sociales y de salud (109)",26,,6,14,6,
"Otras activ. serv.comun.soc y personales (110)",7,,4,2,1,
"Actividad economica no especificada (113)",79,1,21,28,23,6
"Desocupado (114)",22,2,10,9,1,
"Mujeres (115)",864,21,218,321,220,84
"Agric., ganadería, caza y silvicultura (116)",376,14,75,100,121,66
"Industrias manufactureras (119)",13,,5,5,1,2
"Construcción (121)",2,,,1,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",138,4,32,55,36,11
"Venta, mant.y rep. veh.autom.y motoc. (123)",2,,,2,,
"Comercio al por mayor (124)",3,,1,2,,
"Comercio al por menor (125)",133,4,31,51,36,11
"Hoteles y restaurantes (126)",34,,12,13,9,
"Trans., almac. y comunicaciones (127)",1,,1,,,
"Activid.inmobil., empres. y alquileres (129)",5,,3,1,1,
"Admin.pub. y defensa; p. segur.soc afil (130)",29,,12,11,6,
"Enseñanza (131)",173,,42,101,30,
"Servicios sociales y de salud (132)",24,,9,15,,
"Otras activ. serv.comun.soc y personales (133)",3,1,,1,1,
"Hogares privados con servicio doméstico (134)",17,2,8,4,3,
"Actividad economica no especificada (136)",39,,12,13,10,4
"Desocupado (137)",10,,7,1,1,1
,,,,,,
"RURAL (138)",1323,30,332,407,364,190
"Agric., ganadería, caza y silvicultura (139)",925,23,199,254,274,175
"Explotación de minas y canteras (141)",42,,24,11,6,1
"Industrias manufactureras (142)",16,1,3,7,3,2
"Suministro de electricidad, gas y agua (143)",7,,1,5,1,
"Construcción (144)",36,1,12,15,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",50,,12,23,15,
"Venta, mant.y rep. veh.autom.y motoc. (146)",1,,1,,,
"Comercio al por mayor (147)",3,,1,2,,
"Comercio al por menor (148)",46,,10,21,15,
"Hoteles y restaurantes (149)",6,,3,,2,1
"Trans., almac. y comunicaciones (150)",11,1,4,4,2,
"Activid.inmobil., empres. y alquileres (152)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc afil (153)",20,,6,8,6,
"Enseñanza (154)",76,,19,38,19,
"Servicios sociales y de salud (155)",10,,3,7,,
"Otras activ. serv.comun.soc y personales (156)",7,,5,2,,
"Hogares privados con servicio doméstico (157)",3,,1,2,,
"Actividad economica no especificada (159)",75,4,27,20,18,6
"Desocupado (160)",37,,13,10,9,5
"Hombres (161)",1040,24,269,328,274,145
"Agric., ganadería, caza y silvicultura (162)",737,17,168,213,204,135
"Explotación de minas y canteras (164)",42,,24,11,6,1
"Industrias manufactureras (165)",16,1,3,7,3,2
"Suministro de electricidad, gas y agua (166)",6,,,5,1,
"Construcción (167)",36,1,12,15,8,
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",28,,7,12,9,
"Venta, mant.y rep. veh.autom.y motoc. (169)",1,,1,,,
"Comercio al por mayor (170)",3,,1,2,,
"Comercio al por menor (171)",24,,5,10,9,
"Hoteles y restaurantes (172)",1,,,,1,
"Trans., almac. y comunicaciones (173)",10,1,3,4,2,
"Activid.inmobil., empres. y alquileres (175)",2,,,1,1,
"Admin.pub. y defensa; p. segur.soc afil (176)",15,,4,6,5,
"Enseñanza (177)",46,,10,22,14,
"Servicios sociales y de salud (178)",9,,2,7,,
"Otras activ. serv.comun.soc y personales (179)",6,,4,2,,
"Actividad economica no especificada (182)",53,4,21,14,12,2
"Desocupado (183)",33,,11,9,8,5
"Mujeres (184)",283,6,63,79,90,45
"Agric., ganadería, caza y silvicultura (185)",188,6,31,41,70,40
"Suministro de electricidad, gas y agua (189)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",22,,5,11,6,
"Comercio al por menor (194)",22,,5,11,6,
"Hoteles y restaurantes (195)",5,,3,,1,1
"Trans., almac. y comunicaciones (196)",1,,1,,,
"Admin.pub. y defensa; p. segur.soc afil (199)",5,,2,2,1,
"Enseñanza (200)",30,,9,16,5,
"Servicios sociales y de salud (201)",1,,1,,,
"Otras activ. serv.comun.soc y personales (202)",1,,1,,,
"Hogares privados con servicio doméstico (203)",3,,1,2,,
"Actividad economica no especificada (205)",22,,6,6,6,4
"Desocupado (206)",4,,2,1,1,
