"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",14302,953,263,3511,6087,890,632,1173,793
"Trabajador(a) del hogar (044)",462,15,2,120,283,27,3,7,5
"Pensionista (045)",139,4,,21,55,14,6,23,16
"Otro(a) no pariente (046)",4616,229,43,825,2131,353,286,401,348
"Hombres (048)",100347,6222,2335,25200,38133,5446,5065,8722,9224
"Jefe o Jefa (049)",39374,592,14,8263,16132,2270,3168,2871,6064
"Esposa(o)/ compa¤era(o) (050)",2357,52,,342,1049,223,155,257,279
"Hijo(a)/ hijastro(a) (051)",44355,4462,1925,13186,15290,2122,1077,4388,1905
"Yerno/ nuera (052)",1363,7,1,67,541,125,191,165,266
"Nieto(a) (053)",2481,538,242,1020,506,36,15,102,22
"Padres/ suegros (054)",605,123,,335,99,5,7,8,28
"Otro(a) pariente (055)",7351,381,134,1623,3261,478,324,698,452
"Trabajador(a) del hogar (056)",85,3,,15,55,9,1,1,1
"Pensionista (057)",75,1,,12,27,7,2,14,12
"Otro(a) no pariente (058)",2301,63,19,337,1173,171,125,218,195
"Mujeres (060)",105570,10497,2375,33323,35722,4916,5068,6602,7067
"Jefe o Jefa (061)",18311,1928,12,6176,5784,893,1063,963,1492
"Esposa(o)/ compa¤era(o) (062)",29836,1941,19,10068,10844,1186,1975,1197,2606
"Hijo(a)/ hijastro(a) (063)",42200,4388,1924,13090,13668,2022,1343,3536,2229
"Yerno/ nuera (064)",1612,8,2,146,799,150,181,148,178
"Nieto(a) (065)",2399,583,263,891,487,38,24,80,33
"Padres/ suegros (066)",1505,896,,462,100,8,7,5,27
"Otro(a) pariente (067)",6951,572,129,1888,2826,412,308,475,341
"Trabajador(a) del hogar (068)",377,12,2,105,228,18,2,6,4
"Pensionista (069)",64,3,,9,28,7,4,9,4
"Otro(a) no pariente (070)",2315,166,24,488,958,182,161,183,153
,,,,,,,,,
"RURAL (072)",18953,3794,396,8661,5316,245,169,210,162
"Jefe o Jefa (073)",5963,1344,3,2887,1473,52,64,55,85
"Esposa(o)/ compa¤era(o) (074)",3198,884,2,1690,561,17,14,6,24
"Hijo(a)/ hijastro(a) (075)",8061,1110,334,3424,2798,150,73,129,43
"Yerno/ nuera (076)",252,6,,85,140,9,7,1,4
"Nieto(a) (077)",631,162,42,272,138,8,3,5,1
"Padres/ suegros (078)",205,157,,45,2,,,,1
"Otro(a) pariente (079)",527,103,13,212,174,7,7,9,2
"Trabajador(a) del hogar (080)",8,2,,1,3,1,,1,
"Pensionista (081)",1,,,1,,,,,
"Otro(a) no pariente (082)",107,26,2,44,27,1,1,4,2
"Hombres (084)",9036,1143,208,4070,3119,145,117,129,105
"Jefe o Jefa (085)",4050,436,,2129,1268,43,61,43,70
"Esposa(o)/ compa¤era(o) (086)",88,11,,26,45,4,2,,
"Hijo(a)/ hijastro(a) (087)",4100,543,173,1608,1546,84,44,76,26
"Yerno/ nuera (088)",113,,,31,70,5,3,,4
"Nieto(a) (089)",319,83,24,133,67,4,2,5,1
"Padres/ suegros (090)",63,28,,34,1,,,,
"Otro(a) pariente (091)",248,32,9,91,102,4,4,4,2
"Pensionista (093)",1,,,1,,,,,
"Otro(a) no pariente (094)",54,10,2,17,20,1,1,1,2
"Mujeres (096)",9917,2651,188,4591,2197,100,52,81,57
"Jefe o Jefa (097)",1913,908,3,758,205,9,3,12,15
"Esposa(o)/ compa¤era(o) (098)",3110,873,2,1664,516,13,12,6,24
"Hijo(a)/ hijastro(a) (099)",3961,567,161,1816,1252,66,29,53,17
"Yerno/ nuera (100)",139,6,,54,70,4,4,1,
"Nieto(a) (101)",312,79,18,139,71,4,1,,
"Padres/ suegros (102)",142,129,,11,1,,,,1
"Otro(a) pariente (103)",279,71,4,121,72,3,3,5,
"Trabajador(a) del hogar (104)",8,2,,1,3,1,,1,
"Otro(a) no pariente (106)",53,16,,27,7,,,3,
