"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",533,37,3,166,185,35,51,17,39
"Hombres (048)",15414,1119,423,5660,5404,796,978,343,691
"Jefe o Jefa (049)",6298,181,4,2344,2068,372,630,172,527
"Esposa(o)/ compa¤era(o) (050)",261,12,,75,113,12,28,7,14
"Hijo(a)/ hijastro(a) (051)",6405,672,318,2338,2389,282,208,122,76
"Yerno/ nuera (052)",187,2,,41,81,17,24,6,16
"Nieto(a) (053)",741,138,76,319,183,13,8,2,2
"Padres/ suegros (054)",123,23,,72,18,3,5,1,1
"Otro(a) pariente (055)",1098,72,22,377,433,81,53,25,35
"Trabajador(a) del hogar (056)",9,,,4,5,,,,
"Pensionista (057)",22,2,,7,8,,2,,3
"Otro(a) no pariente (058)",270,17,3,83,106,16,20,8,17
"Mujeres (060)",15718,1895,398,5639,4869,840,1147,343,587
"Jefe o Jefa (061)",2325,345,3,821,588,141,231,56,140
"Esposa(o)/ compa¤era(o) (062)",4918,478,3,1882,1506,239,459,107,244
"Hijo(a)/ hijastro(a) (063)",5945,668,320,2032,2015,351,309,131,119
"Yerno/ nuera (064)",265,4,,41,137,27,32,9,15
"Nieto(a) (065)",692,156,58,316,131,13,7,6,5
"Padres/ suegros (066)",241,115,,97,18,2,8,,1
"Otro(a) pariente (067)",946,105,14,321,339,40,65,23,39
"Trabajador(a) del hogar (068)",104,4,,43,49,7,,1,
"Pensionista (069)",19,,,3,7,1,5,1,2
"Otro(a) no pariente (070)",263,20,,83,79,19,31,9,22
,,,,,,,,,
"RURAL (072)",34755,6980,1113,19084,6730,314,321,72,141
"Jefe o Jefa (073)",8432,1186,33,4835,1997,114,174,24,69
"Esposa(o)/ compa¤era(o) (074)",6175,1423,43,3620,990,32,39,4,24
"Hijo(a)/ hijastro(a) (075)",16224,3394,862,8698,3023,127,69,35,16
"Yerno/ nuera (076)",381,16,,175,156,13,16,3,2
"Nieto(a) (077)",1265,356,98,634,169,3,1,3,1
"Padres/ suegros (078)",212,147,,60,4,,,,1
"Otro(a) pariente (079)",1832,427,76,945,341,19,9,2,13
"Trabajador(a) del hogar (080)",23,2,,19,2,,,,
"Pensionista (081)",19,,,5,4,,4,,6
"Otro(a) no pariente (082)",192,29,1,93,44,6,9,1,9
"Hombres (084)",18182,2796,574,9954,4303,191,226,53,85
"Jefe o Jefa (085)",7001,646,30,4151,1848,97,159,19,51
"Esposa(o)/ compa¤era(o) (086)",196,16,1,108,58,2,4,1,6
"Hijo(a)/ hijastro(a) (087)",8798,1673,448,4607,1926,71,36,28,9
"Yerno/ nuera (088)",177,7,,83,67,6,12,1,1
"Nieto(a) (089)",649,178,51,314,103,1,1,1,
"Padres/ suegros (090)",69,34,,32,2,,,,1
"Otro(a) pariente (091)",1130,222,43,581,257,12,4,2,9
"Trabajador(a) del hogar (092)",3,,,3,,,,,
"Pensionista (093)",13,,,5,4,,1,,3
"Otro(a) no pariente (094)",146,20,1,70,38,2,9,1,5
"Mujeres (096)",16573,4184,539,9130,2427,123,95,19,56
"Jefe o Jefa (097)",1431,540,3,684,149,17,15,5,18
"Esposa(o)/ compa¤era(o) (098)",5979,1407,42,3512,932,30,35,3,18
"Hijo(a)/ hijastro(a) (099)",7426,1721,414,4091,1097,56,33,7,7
"Yerno/ nuera (100)",204,9,,92,89,7,4,2,1
"Nieto(a) (101)",616,178,47,320,66,2,,2,1
"Padres/ suegros (102)",143,113,,28,2,,,,
"Otro(a) pariente (103)",702,205,33,364,84,7,5,,4
"Trabajador(a) del hogar (104)",20,2,,16,2,,,,
"Pensionista (105)",6,,,,,,3,,3
"Otro(a) no pariente (106)",46,9,,23,6,4,,,4
