"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",3,3,,,
"Trabajador familiar no remunerado (061)",16,16,,,
"Trabajador del hogar (062)",1,1,,,
"De 15 a 29 años (064)",916,596,110,88,122
"Empleado (065)",234,67,26,47,94
"Obrero (066)",253,122,62,41,28
"Trabajador independiente (067)",312,294,18,,
"Empleador o patrono (068)",9,7,2,,
"Trabajador familiar no remunerado (069)",90,88,2,,
"Trabajador del hogar (070)",18,18,,,
"De 30 a 44 años (072)",1067,574,112,129,252
"Empleado (073)",399,58,38,91,212
"Obrero (074)",206,85,46,35,40
"Trabajador independiente (075)",378,355,23,,
"Empleador o patrono (076)",12,8,2,2,
"Trabajador familiar no remunerado (077)",61,57,3,1,
"Trabajador del hogar (078)",11,11,,,
"De 45 a 64 años (080)",919,633,77,61,148
"Empleado (081)",207,26,23,44,114
"Obrero (082)",175,95,30,17,33
"Trabajador independiente (083)",462,441,21,,
"Empleador o patrono (084)",14,10,3,,1
"Trabajador familiar no remunerado (085)",59,59,,,
"Trabajador del hogar (086)",2,2,,,
"De 65 y más años (088)",309,280,14,2,13
"Empleado (089)",16,6,1,1,8
"Obrero (090)",38,26,6,1,5
"Trabajador independiente (091)",205,200,5,,
"Empleador o patrono (092)",3,3,,,
"Trabajador familiar no remunerado (093)",46,44,2,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",2264,1868,169,149,78
"Empleado (097)",225,97,40,45,43
"Obrero (098)",485,260,87,103,35
"Trabajador independiente (099)",1241,1210,31,,
"Empleador o patrono (100)",12,10,1,1,
"Trabajador familiar no remunerado (101)",293,283,10,,
"Trabajador del hogar (102)",8,8,,,
"De 06 a 14 años (104)",50,49,1,,
"Empleado (105)",2,2,,,
"Obrero (106)",6,6,,,
"Trabajador independiente (107)",6,5,1,,
"Trabajador familiar no remunerado (109)",35,35,,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",659,512,70,54,23
"Empleado (113)",78,34,18,11,15
"Obrero (114)",178,91,36,43,8
"Trabajador independiente (115)",280,268,12,,
"Empleador o patrono (116)",2,1,1,,
"Trabajador familiar no remunerado (117)",115,112,3,,
"Trabajador del hogar (118)",6,6,,,
"De 30 a 44 años (120)",699,540,58,64,37
"Empleado (121)",100,39,15,27,19
"Obrero (122)",169,86,28,37,18
"Trabajador independiente (123)",358,347,11,,
"Empleador o patrono (124)",5,5,,,
"Trabajador familiar no remunerado (125)",67,63,4,,
"De 45 a 64 años (128)",627,544,38,29,16
"Empleado (129)",43,20,7,7,9
"Obrero (130)",111,61,22,21,7
"Trabajador independiente (131)",414,408,6,,
"Empleador o patrono (132)",4,3,,1,
"Trabajador familiar no remunerado (133)",54,51,3,,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",229,223,2,2,2
"Empleado (137)",2,2,,,
"Obrero (138)",21,16,1,2,2
"Trabajador independiente (139)",183,182,1,,
"Empleador o patrono (140)",1,1,,,
"Trabajador familiar no remunerado (141)",22,22,,,
