"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (047)",87,2,21,22,24,18
"Industrias manufactureras (050)",22,,5,14,1,2
"Construcción (052)",5,,1,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",72,4,15,24,19,10
"Comercio al por mayor (055)",1,,,1,,
"Comercio al por menor (056)",71,4,15,23,19,10
"Hoteles y restaurantes (057)",42,1,15,13,12,1
"Trans., almac. y comunicaciones (058)",4,,1,2,1,
"Intermediación financiera (059)",1,,1,,,
"Activid.inmobil., empres. y alquileres (060)",16,,9,7,,
"Admin.pub. y defensa; p. segur.soc afil (061)",7,,1,4,2,
"Enseñanza (062)",105,,26,67,12,
"Servicios sociales y de salud (063)",49,,17,28,4,
"Otras activ. serv.comun.soc y personales (064)",24,,9,11,4,
"Hogares privados con servicio doméstico (065)",64,1,31,13,13,6
"Actividad economica no especificada (067)",86,,35,25,18,8
"Desocupado (068)",15,,7,6,2,
,,,,,,
"URBANA (069)",847,11,261,379,157,39
"Agric., ganadería, caza y silvicultura (070)",90,3,21,25,31,10
"Explotación de minas y canteras (072)",2,,1,,1,
"Industrias manufactureras (073)",121,1,49,62,5,4
"Suministro de electricidad, gas y agua (074)",8,,4,3,1,
"Construcción (075)",48,1,18,18,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",110,4,20,43,30,13
"Venta, mant.y rep. veh.autom.y motoc. (077)",11,,3,8,,
"Comercio al por mayor (078)",3,1,,1,1,
"Comercio al por menor (079)",96,3,17,34,29,13
"Hoteles y restaurantes (080)",48,2,16,13,15,2
"Trans., almac. y comunicaciones (081)",17,,5,8,4,
"Activid.inmobil., empres. y alquileres (083)",39,,11,22,6,
"Admin.pub. y defensa; p. segur.soc afil (084)",26,,9,12,4,1
"Enseñanza (085)",158,,25,102,31,
"Servicios sociales y de salud (086)",52,,16,30,6,
"Otras activ. serv.comun.soc y personales (087)",57,,29,23,4,1
"Hogares privados con servicio doméstico (088)",25,,15,5,3,2
"Actividad economica no especificada (090)",20,,10,3,4,3
"Desocupado (091)",26,,12,10,2,2
"Hombres (092)",536,7,164,230,110,25
"Agric., ganadería, caza y silvicultura (093)",84,3,20,22,29,10
"Explotación de minas y canteras (095)",2,,1,,1,
"Industrias manufactureras (096)",104,1,47,49,5,2
"Suministro de electricidad, gas y agua (097)",8,,4,3,1,
"Construcción (098)",48,1,18,18,10,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",60,1,13,22,19,5
"Venta, mant.y rep. veh.autom.y motoc. (100)",11,,3,8,,
"Comercio al por mayor (101)",2,1,,,1,
"Comercio al por menor (102)",47,,10,14,18,5
"Hoteles y restaurantes (103)",14,1,5,3,4,1
"Trans., almac. y comunicaciones (104)",14,,4,7,3,
"Activid.inmobil., empres. y alquileres (106)",25,,3,16,6,
"Admin.pub. y defensa; p. segur.soc afil (107)",19,,8,8,2,1
"Enseñanza (108)",83,,6,56,21,
"Servicios sociales y de salud (109)",7,,1,4,2,
"Otras activ. serv.comun.soc y personales (110)",40,,22,15,2,1
"Hogares privados con servicio doméstico (111)",1,,1,,,
"Actividad economica no especificada (113)",7,,2,,3,2
"Desocupado (114)",20,,9,7,2,2
"Mujeres (115)",311,4,97,149,47,14
"Agric., ganadería, caza y silvicultura (116)",6,,1,3,2,
"Industrias manufactureras (119)",17,,2,13,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",50,3,7,21,11,8
"Comercio al por mayor (124)",1,,,1,,
"Comercio al por menor (125)",49,3,7,20,11,8
"Hoteles y restaurantes (126)",34,1,11,10,11,1
"Trans., almac. y comunicaciones (127)",3,,1,1,1,
"Activid.inmobil., empres. y alquileres (129)",14,,8,6,,
"Admin.pub. y defensa; p. segur.soc afil (130)",7,,1,4,2,
"Enseñanza (131)",75,,19,46,10,
"Servicios sociales y de salud (132)",45,,15,26,4,
"Otras activ. serv.comun.soc y personales (133)",17,,7,8,2,
"Hogares privados con servicio doméstico (134)",24,,14,5,3,2
"Actividad economica no especificada (136)",13,,8,3,1,1
"Desocupado (137)",6,,3,3,,
,,,,,,
"RURAL (138)",1523,13,424,500,411,175
"Agric., ganadería, caza y silvicultura (139)",975,10,238,279,305,143
"Explotación de minas y canteras (141)",7,,3,3,1,
"Industrias manufactureras (142)",81,,35,32,12,2
"Suministro de electricidad, gas y agua (143)",1,,,1,,
"Construcción (144)",75,,28,29,14,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",44,2,15,10,14,3
"Venta, mant.y rep. veh.autom.y motoc. (146)",6,,3,3,,
"Comercio al por menor (148)",38,2,12,7,14,3
"Hoteles y restaurantes (149)",9,,5,3,1,
"Trans., almac. y comunicaciones (150)",10,,4,5,1,
"Intermediación financiera (151)",1,,1,,,
"Activid.inmobil., empres. y alquileres (152)",14,,3,7,4,
"Admin.pub. y defensa; p. segur.soc afil (153)",6,,,5,1,
"Enseñanza (154)",75,,11,55,9,
"Servicios sociales y de salud (155)",6,,3,3,,
"Otras activ. serv.comun.soc y personales (156)",13,,5,5,3,
"Hogares privados con servicio doméstico (157)",44,1,18,10,10,5
"Actividad economica no especificada (159)",96,,28,30,25,13
"Desocupado (160)",66,,27,23,11,5
"Hombres (161)",1235,9,327,411,344,144
"Agric., ganadería, caza y silvicultura (162)",894,8,218,260,283,125
"Explotación de minas y canteras (164)",7,,3,3,1,
"Industrias manufactureras (165)",76,,32,31,11,2
"Suministro de electricidad, gas y agua (166)",1,,,1,,
"Construcción (167)",70,,27,27,12,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",22,1,7,7,6,1
"Venta, mant.y rep. veh.autom.y motoc. (169)",6,,3,3,,
"Comercio al por menor (171)",16,1,4,4,6,1
"Hoteles y restaurantes (172)",1,,1,,,
"Trans., almac. y comunicaciones (173)",9,,4,4,1,
"Activid.inmobil., empres. y alquileres (175)",12,,2,6,4,
"Admin.pub. y defensa; p. segur.soc afil (176)",6,,,5,1,
"Enseñanza (177)",45,,4,34,7,
"Servicios sociales y de salud (178)",2,,1,1,,
"Otras activ. serv.comun.soc y personales (179)",6,,3,2,1,
"Hogares privados con servicio doméstico (180)",4,,1,2,,1
"Actividad economica no especificada (182)",23,,1,8,8,6
"Desocupado (183)",57,,23,20,9,5
"Mujeres (184)",288,4,97,89,67,31
"Agric., ganadería, caza y silvicultura (185)",81,2,20,19,22,18
"Industrias manufactureras (188)",5,,3,1,1,
"Construcción (190)",5,,1,2,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",22,1,8,3,8,2
"Comercio al por menor (194)",22,1,8,3,8,2
"Hoteles y restaurantes (195)",8,,4,3,1,
"Trans., almac. y comunicaciones (196)",1,,,1,,
"Intermediación financiera (197)",1,,1,,,
"Activid.inmobil., empres. y alquileres (198)",2,,1,1,,
"Enseñanza (200)",30,,7,21,2,
"Servicios sociales y de salud (201)",4,,2,2,,
"Otras activ. serv.comun.soc y personales (202)",7,,2,3,2,
"Hogares privados con servicio doméstico (203)",40,1,17,8,10,4
"Actividad economica no especificada (205)",73,,27,22,17,7
"Desocupado (206)",9,,4,3,2,
