"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Industrias manufactureras (048)",26,3,,10,9,1,2,1,
"Suministro de electricidad, gas y agua (049)",1,,,,,,1,,
"Construcción (050)",4,2,,2,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",344,49,,140,112,12,25,1,5
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,1,1,,,
"Comercio al por mayor (053)",5,,,1,3,,1,,
"Comercio al por menor (054)",337,49,,139,108,11,24,1,5
"Hoteles y restaurantes (055)",108,16,,50,37,1,3,1,
"Trans., almac. y comunicaciones (056)",6,,,1,1,,2,1,1
"Intermediación financiera (057)",2,,,,1,,,1,
"Activid.inmobil., empres. y de alquiler (058)",20,,,2,5,2,6,2,3
"Admin.pub. y defensa; p. segur.soc.afil (059)",35,1,,5,9,3,6,3,8
"Enseñanza (060)",200,,,,20,21,106,5,48
"Servicios sociales y de salud (061)",70,,,2,3,4,19,2,40
"Otras activ. serv.comun.soc y personales (062)",30,1,,9,7,,12,,1
"Hogares privados con servicio doméstico (063)",42,5,,14,23,,,,
"Actividad economica no especificada (065)",277,91,1,115,48,6,11,,5
,,,,,,,,,
"URBANA (066)",3608,364,3,1277,1098,142,365,66,293
"Agric., ganadería, caza y silvicultura (067)",1848,261,3,924,612,20,13,7,8
"Pesca (068)",1,,,,1,,,,
"Industrias manufactureras (070)",83,5,,31,36,2,5,3,1
"Suministro de electricidad, gas y agua (071)",9,,,,1,1,4,2,1
"Construcción (072)",145,7,,45,62,10,8,5,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",352,33,,125,131,20,30,3,10
"Venta, mant.y rep. veh.autom.y motoc. (074)",12,,,3,4,3,1,1,
"Comercio al por mayor (075)",7,,,2,4,,1,,
"Comercio al por menor (076)",333,33,,120,123,17,28,2,10
"Hoteles y restaurantes (077)",94,13,,34,38,5,2,2,
"Trans., almac. y comunicaciones (078)",51,,,8,29,5,4,2,3
"Intermediación financiera (079)",6,,,,2,,,1,3
"Activid.inmobil., empres. y de alquiler (080)",55,,,4,12,4,14,6,15
"Admin.pub. y defensa; p. segur.soc.afil (081)",172,3,,15,47,18,29,16,44
"Enseñanza (082)",401,,,2,29,31,207,11,121
"Servicios sociales y de salud (083)",96,,,2,5,5,22,6,56
"Otras activ. serv.comun.soc y personales (084)",38,,,9,10,1,13,,5
"Hogares privados con servicio doméstico (085)",24,3,,6,14,,1,,
"Actividad economica no especificada (087)",233,39,,72,69,20,13,2,18
"Hombres (088)",2319,108,1,854,811,101,203,51,190
"Agric., ganadería, caza y silvicultura (089)",1331,88,1,680,515,19,13,7,8
"Pesca (090)",1,,,,1,,,,
"Industrias manufactureras (092)",68,4,,30,27,1,3,2,1
"Suministro de electricidad, gas y agua (093)",8,,,,1,1,3,2,1
"Construcción (094)",142,5,,44,62,10,8,5,8
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",119,4,,40,49,10,9,2,5
"Venta, mant.y rep. veh.autom.y motoc. (096)",10,,,3,3,2,1,1,
"Comercio al por mayor (097)",4,,,1,3,,,,
"Comercio al por menor (098)",105,4,,36,43,8,8,1,5
"Hoteles y restaurantes (099)",25,,,6,14,4,,1,
"Trans., almac. y comunicaciones (100)",45,,,7,28,5,2,1,2
"Intermediación financiera (101)",4,,,,1,,,,3
"Activid.inmobil., empres. y de alquiler (102)",37,,,2,7,2,8,5,13
"Admin.pub. y defensa; p. segur.soc.afil (103)",143,2,,13,38,15,23,14,38
"Enseñanza (104)",235,,,2,18,17,116,6,76
"Servicios sociales y de salud (105)",35,,,,3,1,9,4,18
"Otras activ. serv.comun.soc y personales (106)",12,,,1,4,1,2,,4
"Hogares privados con servicio doméstico (107)",5,,,2,2,,1,,
"Actividad economica no especificada (109)",109,5,,27,41,15,6,2,13
"Mujeres (110)",1289,256,2,423,287,41,162,15,103
"Agric., ganadería, caza y silvicultura (111)",517,173,2,244,97,1,,,
"Industrias manufactureras (114)",15,1,,1,9,1,2,1,
"Suministro de electricidad, gas y agua (115)",1,,,,,,1,,
"Construcción (116)",3,2,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",233,29,,85,82,10,21,1,5
"Venta, mant.y rep. veh.autom.y motoc. (118)",2,,,,1,1,,,
"Comercio al por mayor (119)",3,,,1,1,,1,,
"Comercio al por menor (120)",228,29,,84,80,9,20,1,5
"Hoteles y restaurantes (121)",69,13,,28,24,1,2,1,
"Trans., almac. y comunicaciones (122)",6,,,1,1,,2,1,1
"Intermediación financiera (123)",2,,,,1,,,1,
"Activid.inmobil., empres. y de alquiler (124)",18,,,2,5,2,6,1,2
"Admin.pub. y defensa; p. segur.soc.afil (125)",29,1,,2,9,3,6,2,6
"Enseñanza (126)",166,,,,11,14,91,5,45
"Servicios sociales y de salud (127)",61,,,2,2,4,13,2,38
"Otras activ. serv.comun.soc y personales (128)",26,,,8,6,,11,,1
"Hogares privados con servicio doméstico (129)",19,3,,4,12,,,,
"Actividad economica no especificada (131)",124,34,,45,28,5,7,,5
,,,,,,,,,
"RURAL (132)",5901,1049,14,2954,1610,69,125,18,62
"Agric., ganadería, caza y silvicultura (133)",4774,939,13,2517,1226,29,31,9,10
"Pesca (134)",2,,,1,1,,,,
"Explotación de minas y canteras (135)",160,2,,60,59,7,12,3,17
"Industrias manufactureras (136)",79,6,,37,31,3,1,1,
"Suministro de electricidad, gas y agua (137)",2,,,1,1,,,,
"Construcción (138)",129,6,,63,55,1,2,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",185,21,,90,62,5,7,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",2,,,1,,1,,,
"Comercio al por mayor (141)",4,,,2,2,,,,
"Comercio al por menor (142)",179,21,,87,60,4,7,,
"Hoteles y restaurantes (143)",47,3,,25,18,,1,,
"Trans., almac. y comunicaciones (144)",28,,,3,22,1,2,,
"Activid.inmobil., empres. y de alquiler (146)",20,,,6,9,2,,1,2
"Admin.pub. y defensa; p. segur.soc.afil (147)",29,1,,10,6,,6,1,5
"Enseñanza (148)",125,,,,38,17,45,3,22
"Servicios sociales y de salud (149)",15,,,1,1,2,8,,3
"Otras activ. serv.comun.soc y personales (150)",16,1,,4,8,,3,,
"Hogares privados con servicio doméstico (151)",24,3,,10,11,,,,
"Actividad economica no especificada (153)",266,67,1,126,62,2,7,,1
"Hombres (154)",3808,349,5,1919,1326,58,87,15,49
"Agric., ganadería, caza y silvicultura (155)",3079,324,5,1655,1028,28,24,8,7
"Pesca (156)",2,,,1,1,,,,
"Explotación de minas y canteras (157)",155,2,,58,58,7,12,3,15
"Industrias manufactureras (158)",68,4,,28,31,3,1,1,
"Suministro de electricidad, gas y agua (159)",2,,,1,1,,,,
"Construcción (160)",128,6,,62,55,1,2,,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",74,1,,35,32,3,3,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",2,,,1,,1,,,
"Comercio al por mayor (163)",2,,,2,,,,,
"Comercio al por menor (164)",70,1,,32,32,2,3,,
"Hoteles y restaurantes (165)",8,,,3,5,,,,
"Trans., almac. y comunicaciones (166)",28,,,3,22,1,2,,
"Activid.inmobil., empres. y de alquiler (168)",18,,,6,9,2,,,1
"Admin.pub. y defensa; p. segur.soc.afil (169)",23,1,,7,6,,6,,3
"Enseñanza (170)",91,,,,29,10,30,3,19
"Servicios sociales y de salud (171)",6,,,1,,2,2,,1
"Otras activ. serv.comun.soc y personales (172)",12,,,3,7,,2,,
"Hogares privados con servicio doméstico (173)",1,1,,,,,,,
"Actividad economica no especificada (175)",113,10,,56,42,1,3,,1
"Mujeres (176)",2093,700,9,1035,284,11,38,3,13
"Agric., ganadería, caza y silvicultura (177)",1695,615,8,862,198,1,7,1,3
"Explotación de minas y canteras (179)",5,,,2,1,,,,2
"Industrias manufactureras (180)",11,2,,9,,,,,
"Construcción (182)",1,,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",111,20,,55,30,2,4,,
"Comercio al por mayor (185)",2,,,,2,,,,
"Comercio al por menor (186)",109,20,,55,28,2,4,,
"Hoteles y restaurantes (187)",39,3,,22,13,,1,,
"Activid.inmobil., empres. y de alquiler (190)",2,,,,,,,1,1
"Admin.pub. y defensa; p. segur.soc.afil (191)",6,,,3,,,,1,2
"Enseñanza (192)",34,,,,9,7,15,,3
"Servicios sociales y de salud (193)",9,,,,1,,6,,2
"Otras activ. serv.comun.soc y personales (194)",4,1,,1,1,,1,,
"Hogares privados con servicio doméstico (195)",23,2,,10,11,,,,
"Actividad economica no especificada (197)",153,57,1,70,20,1,4,,
