"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
"De 25 a 29 años (064)",130,,,,,9,81,40
"De 30 a 34 años (065)",143,,,,,32,86,25
"De 35 a 39 años (066)",138,,,,,37,85,16
"De 40 a 44 años (067)",95,,,,3,42,40,10
"De 45 a 49 años (068)",83,,,,7,44,19,13
"De 50 y más años (069)",247,2,10,49,60,52,3,71
"PEA (070)",301,,,9,18,75,119,80
"De 15 a 19 años (072)",5,,,,,,1,4
"De 20 a 24 años (073)",22,,,,,,10,12
"De 25 a 29 años (074)",41,,,,,3,16,22
"De 30 a 34 años (075)",60,,,,,14,33,13
"De 35 a 39 años (076)",64,,,,,15,41,8
"De 40 a 44 años (077)",31,,,,2,11,14,4
"De 45 a 49 años (078)",24,,,,4,14,3,3
"De 50 y más años (079)",54,,,9,12,18,1,14
"Ocupada (080)",297,,,9,18,73,117,80
"De 15 a 19 años (082)",5,,,,,,1,4
"De 20 a 24 años (083)",21,,,,,,9,12
"De 25 a 29 años (084)",40,,,,,3,15,22
"De 30 a 34 años (085)",60,,,,,14,33,13
"De 35 a 39 años (086)",64,,,,,15,41,8
"De 40 a 44 años (087)",29,,,,2,9,14,4
"De 45 a 49 años (088)",24,,,,4,14,3,3
"De 50 y más años (089)",54,,,9,12,18,1,14
"Desocupada (090)",4,,,,,2,2,
"De 20 a 24 años (093)",1,,,,,,1,
"De 25 a 29 años (094)",1,,,,,,1,
"De 40 a 44 años (097)",2,,,,,2,,
"No PEA (100)",661,2,10,40,52,141,268,148
"De 12 a 14 años (101)",2,,,,,,,2
"De 15 a 19 años (102)",22,,,,,,13,9
"De 20 a 24 años (103)",75,,,,,,49,26
"De 25 a 29 años (104)",89,,,,,6,65,18
"De 30 a 34 años (105)",83,,,,,18,53,12
"De 35 a 39 años (106)",74,,,,,22,44,8
"De 40 a 44 años (107)",64,,,,1,31,26,6
"De 45 a 49 años (108)",59,,,,3,30,16,10
"De 50 y más años (109)",193,2,10,40,48,34,2,57
,,,,,,,,
"RURAL (120)",5180,7,54,217,458,897,2558,989
"De 12 a 14 años (121)",9,,,,,,1,8
"De 15 a 19 años (122)",247,,,,,,172,75
"De 20 a 24 años (123)",705,,,,,2,496,207
"De 25 a 29 años (124)",652,,,,,13,519,120
"De 30 a 34 años (125)",629,,,,,71,468,90
"De 35 a 39 años (126)",632,,,,2,131,435,64
"De 40 a 44 años (127)",470,,,,7,140,277,46
"De 45 a 49 años (128)",432,,,,26,191,164,51
"De 50 y más años (129)",1404,7,54,217,423,349,26,328
"PEA (130)",414,2,5,14,46,94,162,91
"De 15 a 19 años (132)",14,,,,,,8,6
"De 20 a 24 años (133)",58,,,,,,34,24
"De 25 a 29 años (134)",46,,,,,1,34,11
"De 30 a 34 años (135)",57,,,,,9,35,13
"De 35 a 39 años (136)",66,,,,,23,32,11
"De 40 a 44 años (137)",34,,,,1,13,15,5
"De 45 a 49 años (138)",38,,,,6,22,4,6
"De 50 y más años (139)",101,2,5,14,39,26,,15
"Ocupada (140)",400,2,5,14,46,92,154,87
"De 15 a 19 años (142)",14,,,,,,8,6
"De 20 a 24 años (143)",55,,,,,,32,23
"De 25 a 29 años (144)",41,,,,,1,30,10
"De 30 a 34 años (145)",54,,,,,9,34,11
"De 35 a 39 años (146)",64,,,,,22,31,11
"De 40 a 44 años (147)",34,,,,1,13,15,5
"De 45 a 49 años (148)",37,,,,6,21,4,6
"De 50 y más años (149)",101,2,5,14,39,26,,15
"Desocupada (150)",14,,,,,2,8,4
"De 20 a 24 años (153)",3,,,,,,2,1
"De 25 a 29 años (154)",5,,,,,,4,1
"De 30 a 34 años (155)",3,,,,,,1,2
"De 35 a 39 años (156)",2,,,,,1,1,
"De 45 a 49 años (158)",1,,,,,1,,
"No PEA (160)",4766,5,49,203,412,803,2396,898
"De 12 a 14 años (161)",9,,,,,,1,8
"De 15 a 19 años (162)",233,,,,,,164,69
"De 20 a 24 años (163)",647,,,,,2,462,183
"De 25 a 29 años (164)",606,,,,,12,485,109
"De 30 a 34 años (165)",572,,,,,62,433,77
"De 35 a 39 años (166)",566,,,,2,108,403,53
"De 40 a 44 años (167)",436,,,,6,127,262,41
"De 45 a 49 años (168)",394,,,,20,169,160,45
"De 50 y más años (169)",1303,5,49,203,384,323,26,313
