"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",37,7,20,4,3,3
"Actividad economica no especificada (043)",145,,61,50,21,13
"Mujeres (045)",6605,222,2390,2507,1282,204
"Agric., ganadería, caza y silvicultura (046)",1868,117,718,549,389,95
"Explotación de minas y canteras (048)",4,,2,2,,
"Industrias manufactureras (049)",192,5,64,82,37,4
"Suministro de electricidad, gas y agua (050)",3,1,,2,,
"Construcción (051)",27,,10,14,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",1358,31,421,559,308,39
"Venta, mant.y rep. veh.autom.y motoc. (053)",29,,12,14,3,
"Comercio al por mayor (054)",68,,26,26,16,
"Comercio al por menor (055)",1261,31,383,519,289,39
"Hoteles y restaurantes (056)",694,36,242,244,149,23
"Trans., almac. y comunicaciones (057)",62,,44,15,3,
"Intermediación financiera (058)",16,,12,3,1,
"Activid.inmobil., empres. y alquileres (059)",96,,60,28,8,
"Admin.pub. y defensa; p. segur.soc.afil (060)",261,,98,102,60,1
"Enseñanza (061)",813,,181,488,144,
"Servicios sociales y de salud (062)",185,1,80,79,23,2
"Otras activ. serv.comun.soc y personales (063)",189,6,59,85,35,4
"Hogares privados con servicio doméstico (064)",492,25,283,122,50,12
"Actividad economica no especificada (066)",345,,116,133,73,23
,,,,,,
"URBANA (067)",16453,395,5538,6071,3703,746
"Agric., ganadería, caza y silvicultura (068)",5641,140,1841,1788,1414,458
"Pesca (069)",4,,3,,1,
"Explotación de minas y canteras (070)",49,,9,10,30,
"Industrias manufactureras (071)",723,12,258,270,160,23
"Suministro de electricidad, gas y agua (072)",28,,9,10,8,1
"Construcción (073)",714,7,232,269,185,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",2855,135,883,1054,667,116
"Venta, mant.y rep. veh.autom.y motoc. (075)",314,10,138,97,60,9
"Comercio al por mayor (076)",168,1,58,62,43,4
"Comercio al por menor (077)",2373,124,687,895,564,103
"Hoteles y restaurantes (078)",837,51,299,272,183,32
"Trans., almac. y comunicaciones (079)",1475,12,719,520,213,11
"Intermediación financiera (080)",36,,22,11,3,
"Activid.inmobil., empres. y alquileres (081)",366,,154,129,73,10
"Admin.pub. y defensa; p. segur.soc.afil (082)",904,,270,433,192,9
"Enseñanza (083)",1350,,219,784,344,3
"Servicios sociales y de salud (084)",278,1,91,128,51,7
"Otras activ. serv.comun.soc y personales (085)",394,11,145,144,78,16
"Hogares privados con servicio doméstico (086)",459,26,259,113,47,14
"Actividad economica no especificada (088)",340,,125,136,54,25
"Hombres (089)",11933,285,3986,4220,2819,623
"Agric., ganadería, caza y silvicultura (090)",5178,122,1702,1627,1300,427
"Pesca (091)",4,,3,,1,
"Explotación de minas y canteras (092)",46,,7,9,30,
"Industrias manufactureras (093)",568,10,208,203,127,20
"Suministro de electricidad, gas y agua (094)",26,,9,8,8,1
"Construcción (095)",689,7,222,255,184,21
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",1636,106,498,554,398,80
"Venta, mant.y rep. veh.autom.y motoc. (097)",285,10,126,83,57,9
"Comercio al por mayor (098)",107,1,35,39,28,4
"Comercio al por menor (099)",1244,95,337,432,313,67
"Hoteles y restaurantes (100)",211,17,76,57,50,11
"Trans., almac. y comunicaciones (101)",1413,12,675,505,210,11
"Intermediación financiera (102)",22,,12,8,2,
"Activid.inmobil., empres. y alquileres (103)",275,,97,102,66,10
"Admin.pub. y defensa; p. segur.soc.afil (104)",666,,188,335,135,8
"Enseñanza (105)",707,,101,386,217,3
"Servicios sociales y de salud (106)",125,,28,60,32,5
"Otras activ. serv.comun.soc y personales (107)",224,5,93,66,47,13
"Hogares privados con servicio doméstico (108)",31,6,17,3,2,3
"Actividad economica no especificada (110)",112,,50,42,10,10
"Mujeres (112)",4520,110,1552,1851,884,123
"Agric., ganadería, caza y silvicultura (113)",463,18,139,161,114,31
"Explotación de minas y canteras (115)",3,,2,1,,
"Industrias manufactureras (116)",155,2,50,67,33,3
"Suministro de electricidad, gas y agua (117)",2,,,2,,
"Construcción (118)",25,,10,14,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",1219,29,385,500,269,36
"Venta, mant.y rep. veh.autom.y motoc. (120)",29,,12,14,3,
"Comercio al por mayor (121)",61,,23,23,15,
"Comercio al por menor (122)",1129,29,350,463,251,36
"Hoteles y restaurantes (123)",626,34,223,215,133,21
"Trans., almac. y comunicaciones (124)",62,,44,15,3,
"Intermediación financiera (125)",14,,10,3,1,
"Activid.inmobil., empres. y alquileres (126)",91,,57,27,7,
"Admin.pub. y defensa; p. segur.soc.afil (127)",238,,82,98,57,1
"Enseñanza (128)",643,,118,398,127,
"Servicios sociales y de salud (129)",153,1,63,68,19,2
"Otras activ. serv.comun.soc y personales (130)",170,6,52,78,31,3
"Hogares privados con servicio doméstico (131)",428,20,242,110,45,11
"Actividad economica no especificada (133)",228,,75,94,44,15
,,,,,,
"RURAL (134)",19116,673,7375,5832,3996,1240
"Agric., ganadería, caza y silvicultura (135)",17490,637,6828,5168,3662,1195
"Pesca (136)",1,,,1,,
"Explotación de minas y canteras (137)",1,,,1,,
"Industrias manufactureras (138)",117,8,40,44,19,6
"Suministro de electricidad, gas y agua (139)",2,1,,,1,
"Construcción (140)",133,2,40,50,36,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",316,9,75,136,80,16
"Venta, mant.y rep. veh.autom.y motoc. (142)",23,,10,8,5,
"Comercio al por mayor (143)",26,,8,10,8,
"Comercio al por menor (144)",267,9,57,118,67,16
"Hoteles y restaurantes (145)",80,3,21,33,20,3
"Trans., almac. y comunicaciones (146)",217,5,94,83,34,1
"Intermediación financiera (147)",2,,2,,,
"Activid.inmobil., empres. y alquileres (148)",27,,10,9,7,1
"Admin.pub. y defensa; p. segur.soc.afil (149)",64,,28,25,11,
"Enseñanza (150)",357,,105,190,62,
"Servicios sociales y de salud (151)",49,,25,15,9,
"Otras activ. serv.comun.soc y personales (152)",40,2,11,17,9,1
"Hogares privados con servicio doméstico (153)",70,6,44,13,6,1
"Actividad economica no especificada (155)",150,,52,47,40,11
"Hombres (156)",17031,561,6537,5176,3598,1159
"Agric., ganadería, caza y silvicultura (157)",16085,538,6249,4780,3387,1131
"Pesca (158)",1,,,1,,
"Industrias manufactureras (160)",80,5,26,29,15,5
"Suministro de electricidad, gas y agua (161)",1,,,,1,
"Construcción (162)",131,2,40,50,35,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",177,7,39,77,41,13
"Venta, mant.y rep. veh.autom.y motoc. (164)",23,,10,8,5,
"Comercio al por mayor (165)",19,,5,7,7,
"Comercio al por menor (166)",135,7,24,62,29,13
"Hoteles y restaurantes (167)",12,1,2,4,4,1
"Trans., almac. y comunicaciones (168)",217,5,94,83,34,1
"Activid.inmobil., empres. y alquileres (170)",22,,7,8,6,1
"Admin.pub. y defensa; p. segur.soc.afil (171)",41,,12,21,8,
"Enseñanza (172)",187,,42,100,45,
"Servicios sociales y de salud (173)",17,,8,4,5,
"Otras activ. serv.comun.soc y personales (174)",21,2,4,10,5,
"Hogares privados con servicio doméstico (175)",6,1,3,1,1,
"Actividad economica no especificada (177)",33,,11,8,11,3
"Mujeres (179)",2085,112,838,656,398,81
"Agric., ganadería, caza y silvicultura (180)",1405,99,579,388,275,64
"Explotación de minas y canteras (182)",1,,,1,,
"Industrias manufactureras (183)",37,3,14,15,4,1
"Suministro de electricidad, gas y agua (184)",1,1,,,,
"Construcción (185)",2,,,,1,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",139,2,36,59,39,3
"Comercio al por mayor (188)",7,,3,3,1,
"Comercio al por menor (189)",132,2,33,56,38,3
"Hoteles y restaurantes (190)",68,2,19,29,16,2
"Intermediación financiera (192)",2,,2,,,
"Activid.inmobil., empres. y alquileres (193)",5,,3,1,1,
"Admin.pub. y defensa; p. segur.soc.afil (194)",23,,16,4,3,
"Enseñanza (195)",170,,63,90,17,
"Servicios sociales y de salud (196)",32,,17,11,4,
"Otras activ. serv.comun.soc y personales (197)",19,,7,7,4,1
"Hogares privados con servicio doméstico (198)",64,5,41,12,5,1
"Actividad economica no especificada (200)",117,,41,39,29,8
