"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",5,5,,,
"Trabajador familiar no remunerado (061)",34,33,1,,
"Trabajador del hogar (062)",2,2,,,
"De 15 a 29 años (064)",522,389,83,15,35
"Empleado (065)",105,38,33,7,27
"Obrero (066)",102,61,26,7,8
"Trabajador independiente (067)",222,204,18,,
"Empleador o patrono (068)",2,2,,,
"Trabajador familiar no remunerado (069)",80,73,6,1,
"Trabajador del hogar (070)",11,11,,,
"De 30 a 44 años (072)",862,545,148,54,115
"Empleado (073)",297,63,88,44,102
"Obrero (074)",131,83,27,8,13
"Trabajador independiente (075)",367,340,27,,
"Empleador o patrono (076)",3,1,2,,
"Trabajador familiar no remunerado (077)",61,55,4,2,
"Trabajador del hogar (078)",3,3,,,
"De 45 a 64 años (080)",531,367,89,34,41
"Empleado (081)",167,40,59,30,38
"Obrero (082)",77,55,15,4,3
"Trabajador independiente (083)",235,222,13,,
"Empleador o patrono (084)",2,2,,,
"Trabajador familiar no remunerado (085)",48,46,2,,
"Trabajador del hogar (086)",2,2,,,
"De 65 y más años (088)",241,224,10,2,5
"Empleado (089)",8,3,2,,3
"Obrero (090)",30,26,1,1,2
"Trabajador independiente (091)",162,160,2,,
"Empleador o patrono (092)",5,3,1,1,
"Trabajador familiar no remunerado (093)",36,32,4,,
,,,,,
"RURAL (096)",3732,3348,259,49,76
"Empleado (097)",193,93,56,11,33
"Obrero (098)",697,511,109,34,43
"Trabajador independiente (099)",1935,1886,49,,
"Empleador o patrono (100)",22,17,1,4,
"Trabajador familiar no remunerado (101)",871,827,44,,
"Trabajador del hogar (102)",14,14,,,
"De 06 a 14 años (104)",116,107,8,1,
"Obrero (106)",16,13,2,1,
"Trabajador independiente (107)",6,6,,,
"Trabajador familiar no remunerado (109)",93,87,6,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1034,908,84,19,23
"Empleado (113)",39,17,11,3,8
"Obrero (114)",244,175,41,13,15
"Trabajador independiente (115)",427,410,17,,
"Empleador o patrono (116)",11,8,,3,
"Trabajador familiar no remunerado (117)",307,292,15,,
"Trabajador del hogar (118)",6,6,,,
"De 30 a 44 años (120)",1185,1045,90,15,35
"Empleado (121)",77,41,16,3,17
"Obrero (122)",240,175,36,11,18
"Trabajador independiente (123)",655,632,23,,
"Empleador o patrono (124)",7,5,1,1,
"Trabajador familiar no remunerado (125)",204,190,14,,
"Trabajador del hogar (126)",2,2,,,
"De 45 a 64 años (128)",894,803,62,14,15
"Empleado (129)",72,34,27,5,6
"Obrero (130)",146,107,21,9,9
"Trabajador independiente (131)",501,495,6,,
"Empleador o patrono (132)",2,2,,,
"Trabajador familiar no remunerado (133)",170,162,8,,
"Trabajador del hogar (134)",3,3,,,
"De 65 y más años (136)",503,485,15,,3
"Empleado (137)",5,1,2,,2
"Obrero (138)",51,41,9,,1
"Trabajador independiente (139)",346,343,3,,
"Empleador o patrono (140)",2,2,,,
"Trabajador familiar no remunerado (141)",97,96,1,,
"Trabajador del hogar (142)",2,2,,,
