"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",4,3,,,1
"Obrero (058)",6,6,,,
"Trabajador independiente (059)",10,9,1,,
"Trabajador familiar no remunerado (061)",56,50,6,,
"Trabajador del hogar (062)",6,6,,,
"De 15 a 29 años (064)",1827,1469,148,66,144
"Empleado (065)",318,111,38,40,129
"Obrero (066)",288,210,39,24,15
"Trabajador independiente (067)",716,680,36,,
"Empleador o patrono (068)",20,18,2,,
"Trabajador familiar no remunerado (069)",449,414,33,2,
"Trabajador del hogar (070)",36,36,,,
"De 30 a 44 años (072)",2361,1742,246,160,213
"Empleado (073)",602,137,131,138,196
"Obrero (074)",199,126,40,17,16
"Trabajador independiente (075)",1236,1182,54,,
"Empleador o patrono (076)",32,28,2,2,
"Trabajador familiar no remunerado (077)",289,266,19,3,1
"Trabajador del hogar (078)",3,3,,,
"De 45 a 64 años (080)",1496,1228,89,78,101
"Empleado (081)",234,40,43,69,82
"Obrero (082)",117,78,14,6,19
"Trabajador independiente (083)",905,879,26,,
"Empleador o patrono (084)",23,19,1,3,
"Trabajador familiar no remunerado (085)",214,209,5,,
"Trabajador del hogar (086)",3,3,,,
"De 65 y más años (088)",463,447,10,,6
"Empleado (089)",5,2,,,3
"Obrero (090)",29,24,2,,3
"Trabajador independiente (091)",374,369,5,,
"Empleador o patrono (092)",4,4,,,
"Trabajador familiar no remunerado (093)",50,47,3,,
"Trabajador del hogar (094)",1,1,,,
,,,,,
"RURAL (096)",20151,19022,856,163,110
"Empleado (097)",423,167,110,56,90
"Obrero (098)",1873,1543,231,86,13
"Trabajador independiente (099)",11543,11305,238,,
"Empleador o patrono (100)",575,501,60,13,1
"Trabajador familiar no remunerado (101)",5670,5439,217,8,6
"Trabajador del hogar (102)",67,67,,,
"De 06 a 14 años (104)",190,176,14,,
"Obrero (106)",16,14,2,,
"Trabajador independiente (107)",26,25,1,,
"Trabajador familiar no remunerado (109)",142,131,11,,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",6712,6248,358,68,38
"Empleado (113)",101,47,14,11,29
"Obrero (114)",1102,897,152,49,4
"Trabajador independiente (115)",2685,2630,55,,
"Empleador o patrono (116)",141,115,19,6,1
"Trabajador familiar no remunerado (117)",2641,2517,118,2,4
"Trabajador del hogar (118)",42,42,,,
"De 30 a 44 años (120)",6755,6345,290,70,50
"Empleado (121)",249,97,73,34,45
"Obrero (122)",498,411,57,27,3
"Trabajador independiente (123)",4088,4008,80,,
"Empleador o patrono (124)",210,182,25,3,
"Trabajador familiar no remunerado (125)",1695,1632,55,6,2
"Trabajador del hogar (126)",15,15,,,
"De 45 a 64 años (128)",4865,4645,173,25,22
"Empleado (129)",73,23,23,11,16
"Obrero (130)",219,185,18,10,6
"Trabajador independiente (131)",3429,3341,88,,
"Empleador o patrono (132)",171,153,14,4,
"Trabajador familiar no remunerado (133)",970,940,30,,
"Trabajador del hogar (134)",3,3,,,
"De 65 y más años (136)",1629,1608,21,,
"Obrero (138)",38,36,2,,
"Trabajador independiente (139)",1315,1301,14,,
"Empleador o patrono (140)",53,51,2,,
"Trabajador familiar no remunerado (141)",222,219,3,,
"Trabajador del hogar (142)",1,1,,,
