"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Otras activ. serv.comun.soc y personales (041)",115,4,54,32,20,5
"Hogares privados con servicio doméstico (042)",31,5,13,6,5,2
"Actividad economica no especificada (044)",154,1,52,46,33,22
"Desocupado (045)",685,60,362,154,79,30
"Mujeres (046)",4426,178,1576,1502,936,234
"Agric., ganadería, caza y silvicultura (047)",902,64,353,226,181,78
"Explotación de minas y canteras (049)",24,3,16,4,1,
"Industrias manufactureras (050)",195,3,69,61,45,17
"Suministro de electricidad, gas y agua (051)",1,,,1,,
"Construcción (052)",20,,8,9,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",722,11,196,282,192,41
"Venta, mant.y rep. veh.autom.y motoc. (054)",8,,5,2,1,
"Comercio al por mayor (055)",13,,4,6,2,1
"Comercio al por menor (056)",701,11,187,274,189,40
"Hoteles y restaurantes (057)",340,13,122,93,95,17
"Trans., almac. y comunicaciones (058)",34,1,21,8,4,
"Intermediación financiera (059)",12,,12,,,
"Activid.inmobil., empres. y alquileres (060)",37,,10,18,9,
"Admin.pub. y defensa; p. segur.soc afil (061)",65,,19,30,16,
"Enseñanza (062)",630,,130,385,113,2
"Servicios sociales y de salud (063)",100,,19,45,36,
"Otras activ. serv.comun.soc y personales (064)",130,1,36,54,30,9
"Hogares privados con servicio doméstico (065)",514,39,246,108,92,29
"Actividad economica no especificada (067)",454,,161,145,109,39
"Desocupado (068)",246,43,158,33,10,2
,,,,,,
"URBANA (069)",6142,108,1906,2306,1471,351
"Agric., ganadería, caza y silvicultura (070)",1029,15,276,295,304,139
"Pesca (071)",1,,1,,,
"Explotación de minas y canteras (072)",95,2,49,32,12,
"Industrias manufactureras (073)",381,7,140,101,102,31
"Suministro de electricidad, gas y agua (074)",9,,,6,3,
"Construcción (075)",303,6,99,106,83,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",1203,28,365,430,313,67
"Venta, mant.y rep. veh.autom.y motoc. (077)",69,,28,26,13,2
"Comercio al por mayor (078)",50,1,14,20,15,
"Comercio al por menor (079)",1084,27,323,384,285,65
"Hoteles y restaurantes (080)",322,12,101,89,98,22
"Trans., almac. y comunicaciones (081)",353,7,167,120,49,10
"Intermediación financiera (082)",23,,14,8,1,
"Activid.inmobil., empres. y alquileres (083)",138,1,51,54,31,1
"Admin.pub. y defensa; p. segur.soc afil (084)",171,,42,87,39,3
"Enseñanza (085)",983,,154,627,195,7
"Servicios sociales y de salud (086)",175,,37,74,62,2
"Otras activ. serv.comun.soc y personales (087)",193,4,68,64,46,11
"Hogares privados con servicio doméstico (088)",273,20,139,56,43,15
"Actividad economica no especificada (090)",202,1,56,69,53,23
"Desocupado (091)",288,5,147,88,37,11
"Hombres (092)",3818,65,1239,1352,920,242
"Agric., ganadería, caza y silvicultura (093)",907,12,244,262,269,120
"Pesca (094)",1,,1,,,
"Explotación de minas y canteras (095)",92,1,47,32,12,
"Industrias manufactureras (096)",301,5,114,77,80,25
"Suministro de electricidad, gas y agua (097)",8,,,5,3,
"Construcción (098)",294,6,95,102,82,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",623,19,217,189,165,33
"Venta, mant.y rep. veh.autom.y motoc. (100)",62,,24,24,12,2
"Comercio al por mayor (101)",39,1,10,15,13,
"Comercio al por menor (102)",522,18,183,150,140,31
"Hoteles y restaurantes (103)",74,5,23,17,24,5
"Trans., almac. y comunicaciones (104)",325,6,149,115,45,10
"Intermediación financiera (105)",12,,3,8,1,
"Activid.inmobil., empres. y alquileres (106)",103,1,42,37,22,1
"Admin.pub. y defensa; p. segur.soc afil (107)",115,,29,58,25,3
"Enseñanza (108)",461,,69,294,92,6
"Servicios sociales y de salud (109)",85,,22,35,26,2
"Otras activ. serv.comun.soc y personales (110)",99,4,45,25,20,5
"Hogares privados con servicio doméstico (111)",12,1,5,3,2,1
"Actividad economica no especificada (113)",89,1,26,28,21,13
"Desocupado (114)",217,4,108,65,31,9
"Mujeres (115)",2324,43,667,954,551,109
"Agric., ganadería, caza y silvicultura (116)",122,3,32,33,35,19
"Explotación de minas y canteras (118)",3,1,2,,,
"Industrias manufactureras (119)",80,2,26,24,22,6
"Suministro de electricidad, gas y agua (120)",1,,,1,,
"Construcción (121)",9,,4,4,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",580,9,148,241,148,34
"Venta, mant.y rep. veh.autom.y motoc. (123)",7,,4,2,1,
"Comercio al por mayor (124)",11,,4,5,2,
"Comercio al por menor (125)",562,9,140,234,145,34
"Hoteles y restaurantes (126)",248,7,78,72,74,17
"Trans., almac. y comunicaciones (127)",28,1,18,5,4,
"Intermediación financiera (128)",11,,11,,,
"Activid.inmobil., empres. y alquileres (129)",35,,9,17,9,
"Admin.pub. y defensa; p. segur.soc afil (130)",56,,13,29,14,
"Enseñanza (131)",522,,85,333,103,1
"Servicios sociales y de salud (132)",90,,15,39,36,
"Otras activ. serv.comun.soc y personales (133)",94,,23,39,26,6
"Hogares privados con servicio doméstico (134)",261,19,134,53,41,14
"Actividad economica no especificada (136)",113,,30,41,32,10
"Desocupado (137)",71,1,39,23,6,2
,,,,,,
"RURAL (138)",15878,613,5864,4610,3379,1412
"Agric., ganadería, caza y silvicultura (139)",12610,451,4465,3623,2814,1257
"Explotación de minas y canteras (141)",209,6,125,63,14,1
"Industrias manufactureras (142)",387,7,130,130,84,36
"Suministro de electricidad, gas y agua (143)",13,,4,6,3,
"Construcción (144)",427,10,141,167,91,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",317,4,102,116,79,16
"Venta, mant.y rep. veh.autom.y motoc. (146)",16,,8,7,1,
"Comercio al por mayor (147)",10,,4,4,1,1
"Comercio al por menor (148)",291,4,90,105,77,15
"Hoteles y restaurantes (149)",117,8,57,23,29,
"Trans., almac. y comunicaciones (150)",98,4,57,29,8,
"Intermediación financiera (151)",2,,2,,,
"Activid.inmobil., empres. y alquileres (152)",22,,8,9,4,1
"Admin.pub. y defensa; p. segur.soc afil (153)",61,,25,19,14,3
"Enseñanza (154)",213,,67,109,35,2
"Servicios sociales y de salud (155)",29,,9,15,5,
"Otras activ. serv.comun.soc y personales (156)",52,1,22,22,4,3
"Hogares privados con servicio doméstico (157)",272,24,120,58,54,16
"Actividad economica no especificada (159)",406,,157,122,89,38
"Desocupado (160)",643,98,373,99,52,21
"Hombres (161)",13776,478,4955,4062,2994,1287
"Agric., ganadería, caza y silvicultura (162)",11830,390,4144,3430,2668,1198
"Explotación de minas y canteras (164)",188,4,111,59,13,1
"Industrias manufactureras (165)",272,6,87,93,61,25
"Suministro de electricidad, gas y agua (166)",13,,4,6,3,
"Construcción (167)",416,10,137,162,89,18
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",175,2,54,75,35,9
"Venta, mant.y rep. veh.autom.y motoc. (169)",15,,7,7,1,
"Comercio al por mayor (170)",8,,4,3,1,
"Comercio al por menor (171)",152,2,43,65,33,9
"Hoteles y restaurantes (172)",25,2,13,2,8,
"Trans., almac. y comunicaciones (173)",92,4,54,26,8,
"Intermediación financiera (174)",1,,1,,,
"Activid.inmobil., empres. y alquileres (175)",20,,7,8,4,1
"Admin.pub. y defensa; p. segur.soc afil (176)",52,,19,18,12,3
"Enseñanza (177)",105,,22,57,25,1
"Servicios sociales y de salud (178)",19,,5,9,5,
"Otras activ. serv.comun.soc y personales (179)",16,,9,7,,
"Hogares privados con servicio doméstico (180)",19,4,8,3,3,1
"Actividad economica no especificada (182)",65,,26,18,12,9
"Desocupado (183)",468,56,254,89,48,21
"Mujeres (184)",2102,135,909,548,385,125
"Agric., ganadería, caza y silvicultura (185)",780,61,321,193,146,59
"Explotación de minas y canteras (187)",21,2,14,4,1,
"Industrias manufactureras (188)",115,1,43,37,23,11
"Construcción (190)",11,,4,5,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",142,2,48,41,44,7
"Venta, mant.y rep. veh.autom.y motoc. (192)",1,,1,,,
"Comercio al por mayor (193)",2,,,1,,1
"Comercio al por menor (194)",139,2,47,40,44,6
"Hoteles y restaurantes (195)",92,6,44,21,21,
"Trans., almac. y comunicaciones (196)",6,,3,3,,
"Intermediación financiera (197)",1,,1,,,
"Activid.inmobil., empres. y alquileres (198)",2,,1,1,,
"Admin.pub. y defensa; p. segur.soc afil (199)",9,,6,1,2,
"Enseñanza (200)",108,,45,52,10,1
"Servicios sociales y de salud (201)",10,,4,6,,
"Otras activ. serv.comun.soc y personales (202)",36,1,13,15,4,3
"Hogares privados con servicio doméstico (203)",253,20,112,55,51,15
"Actividad economica no especificada (205)",341,,131,104,77,29
"Desocupado (206)",175,42,119,10,4,
