"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Sin nivel (061)",317,265,43,4,5
"Educación inicial (062)",1,1,,,
"Primaria (063)",1219,965,198,18,38
"Secundaria (064)",1540,1099,292,50,99
"Superior no univ. incompleta (065)",169,101,24,15,29
"Superior no univ. completa (066)",349,160,64,47,78
"Superior univ. incompleta (067)",160,88,21,15,36
"Superior univ. completa (068)",389,118,111,47,113
"De 06 a 14 años (070)",59,45,12,2,
"Primaria (073)",32,25,6,1,
"Secundaria (074)",27,20,6,1,
"De 15 a 29 años (080)",1027,693,190,52,92
"Sin nivel (081)",10,10,,,
"Primaria (083)",135,98,28,5,4
"Secundaria (084)",611,438,121,24,28
"Superior no univ. incompleta (085)",64,35,10,6,13
"Superior no univ. completa (086)",89,52,9,8,20
"Superior univ. incompleta (087)",52,34,5,6,7
"Superior univ. completa (088)",66,26,17,3,20
"De 30 a 44 años (090)",1481,904,294,82,201
"Sin nivel (091)",48,37,8,2,1
"Educación inicial (092)",1,1,,,
"Primaria (093)",345,261,63,4,17
"Secundaria (094)",537,382,96,15,44
"Superior no univ. incompleta (095)",79,50,10,7,12
"Superior no univ. completa (096)",198,85,45,23,45
"Superior univ. incompleta (097)",67,35,8,4,20
"Superior univ. completa (098)",206,53,64,27,62
"De 45 a 64 años (100)",1125,775,198,56,96
"Sin nivel (101)",133,107,22,2,2
"Primaria (103)",456,368,67,7,14
"Secundaria (104)",307,215,59,8,25
"Superior no univ. incompleta (105)",24,14,4,2,4
"Superior no univ. completa (106)",58,20,10,16,12
"Superior univ. incompleta (107)",39,18,7,5,9
"Superior univ. completa (108)",108,33,29,16,30
"De 65 y más años (110)",452,380,59,4,9
"Sin nivel (111)",126,111,13,,2
"Primaria (113)",251,213,34,1,3
"Secundaria (114)",58,44,10,2,2
"Superior no univ. incompleta (115)",2,2,,,
"Superior no univ. completa (116)",4,3,,,1
"Superior univ. incompleta (117)",2,1,1,,
"Superior univ. completa (118)",9,6,1,1,1
,,,,,
"RURAL (120)",5080,3527,613,195,745
"Sin nivel (121)",738,669,62,3,4
"Educación inicial (122)",6,5,,,1
"Primaria (123)",1820,1518,228,31,43
"Secundaria (124)",1808,1126,241,103,338
"Superior no univ. incompleta (125)",139,59,12,10,58
"Superior no univ. completa (126)",278,68,32,22,156
"Superior univ. incompleta (127)",81,34,9,6,32
"Superior univ. completa (128)",210,48,29,20,113
"De 06 a 14 años (130)",32,27,4,,1
"Sin nivel (131)",3,3,,,
"Educación inicial (132)",1,1,,,
"Primaria (133)",17,14,2,,1
"Secundaria (134)",11,9,2,,
"De 15 a 29 años (140)",1407,853,187,73,294
"Sin nivel (141)",22,17,5,,
"Educación inicial (142)",3,2,,,1
"Primaria (143)",253,204,35,6,8
"Secundaria (144)",833,546,119,38,130
"Superior no univ. incompleta (145)",71,34,5,7,25
"Superior no univ. completa (146)",136,32,13,11,80
"Superior univ. incompleta (147)",28,9,5,2,12
"Superior univ. completa (148)",61,9,5,9,38
"De 30 a 44 años (150)",1661,1044,178,89,350
"Sin nivel (151)",129,119,8,,2
"Educación inicial (152)",2,2,,,
"Primaria (153)",574,471,67,16,20
"Secundaria (154)",637,360,67,50,160
"Superior no univ. incompleta (155)",58,19,7,2,30
"Superior no univ. completa (156)",115,28,15,10,62
"Superior univ. incompleta (157)",43,21,4,4,14
"Superior univ. completa (158)",103,24,10,7,62
"De 45 a 64 años (160)",1360,1047,183,31,99
"Sin nivel (161)",285,257,25,2,1
"Primaria (163)",691,576,93,8,14
"Secundaria (164)",292,182,47,15,48
"Superior no univ. incompleta (165)",10,6,,1,3
"Superior no univ. completa (166)",27,8,4,1,14
"Superior univ. incompleta (167)",10,4,,,6
"Superior univ. completa (168)",45,14,14,4,13
"De 65 y más años (170)",620,556,61,2,1
"Sin nivel (171)",299,273,24,1,1
"Primaria (173)",285,253,31,1,
"Secundaria (174)",35,29,6,,
"Superior univ. completa (178)",1,1,,,
