"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
"De 35 a 39 años (026)",169,166,1,30,68,42,23,1,1,,3,403
"De 40 a 44 años (027)",135,133,1,27,42,28,32,3,,,2,352
"De 45 a 49 años (028)",121,119,,13,33,26,36,11,,,2,384
"De 50 y más años (029)",312,312,1,25,52,60,82,64,23,5,,1330
"Desocupada (030)",65,56,,20,17,9,8,,2,,9,132
"De 15 a 19 años (032)",1,1,,1,,,,,,,,1
"De 20 a 24 años (033)",11,8,,7,,1,,,,,3,10
"De 25 a 29 años (034)",16,11,,5,5,1,,,,,5,18
"De 30 a 34 años (035)",15,14,,5,7,1,1,,,,1,26
"De 35 a 39 años (036)",10,10,,,4,4,2,,,,,28
"De 40 a 44 años (037)",4,4,,1,1,2,,,,,,9
"De 45 a 49 años (038)",6,6,,1,,,5,,,,,23
"De 50 y más años (039)",2,2,,,,,,,2,,,17
"No PEA (040)",1068,1021,3,245,318,210,155,67,19,4,47,2807
"De 12 a 14 años (041)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (042)",28,22,1,20,1,,,,,,6,22
"De 20 a 24 años (043)",117,104,,77,25,1,1,,,,13,134
"De 25 a 29 años (044)",135,121,,59,48,13,1,,,,14,198
"De 30 a 34 años (045)",154,149,1,33,72,31,11,1,,,5,324
"De 35 a 39 años (046)",125,124,,12,54,43,12,3,,,1,317
"De 40 a 44 años (047)",117,116,,15,42,36,20,2,1,,1,312
"De 45 a 49 años (048)",88,88,,8,29,29,16,4,2,,,263
"De 50 y más años (049)",302,296,1,20,47,57,94,57,16,4,6,1236
,,,,,,,,,,,,
"URBANA (060)",1376,1272,1,342,406,265,180,58,18,2,104,3269
"De 12 a 14 años (061)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (062)",23,18,,16,2,,,,,,5,20
"De 20 a 24 años (063)",135,105,,87,16,2,,,,,30,125
"De 25 a 29 años (064)",217,172,,92,64,14,1,,1,,45,275
"De 30 a 34 años (065)",205,190,1,59,84,35,10,1,,,15,381
"De 35 a 39 años (066)",182,179,,21,80,52,25,1,,,3,446
"De 40 a 44 años (067)",166,165,,22,62,48,29,3,1,,1,439
"De 45 a 49 años (068)",133,132,,16,40,38,32,4,2,,1,394
"De 50 y más años (069)",313,310,,28,58,76,83,49,14,2,3,1188
"PEA (070)",669,598,,181,190,108,78,31,9,1,71,1508
"De 15 a 19 años (072)",11,11,,10,1,,,,,,,12
"De 20 a 24 años (073)",66,45,,37,7,1,,,,,21,54
"De 25 a 29 años (074)",120,86,,49,30,5,1,,1,,34,137
"De 30 a 34 años (075)",101,89,,37,34,13,4,1,,,12,167
"De 35 a 39 años (076)",95,93,,15,42,21,15,,,,2,224
"De 40 a 44 años (077)",75,74,,11,29,18,14,2,,,1,195
"De 45 a 49 años (078)",63,62,,9,18,14,18,3,,,1,187
"De 50 y más años (079)",138,138,,13,29,36,26,25,8,1,,532
"Ocupada (080)",631,564,,170,181,104,70,31,7,1,67,1416
"De 15 a 19 años (082)",10,10,,9,1,,,,,,,11
"De 20 a 24 años (083)",60,41,,33,7,1,,,,,19,50
"De 25 a 29 años (084)",114,82,,47,28,5,1,,1,,32,131
"De 30 a 34 años (085)",92,80,,34,30,12,3,1,,,12,149
"De 35 a 39 años (086)",88,86,,15,40,18,13,,,,2,203
"De 40 a 44 años (087)",73,72,,10,28,18,14,2,,,1,192
"De 45 a 49 años (088)",58,57,,9,18,14,13,3,,,1,165
"De 50 y más años (089)",136,136,,13,29,36,26,25,6,1,,515
"Desocupada (090)",38,34,,11,9,4,8,,2,,4,92
"De 15 a 19 años (092)",1,1,,1,,,,,,,,1
"De 20 a 24 años (093)",6,4,,4,,,,,,,2,4
"De 25 a 29 años (094)",6,4,,2,2,,,,,,2,6
"De 30 a 34 años (095)",9,9,,3,4,1,1,,,,,18
"De 35 a 39 años (096)",7,7,,,2,3,2,,,,,21
"De 40 a 44 años (097)",2,2,,1,1,,,,,,,3
"De 45 a 49 años (098)",5,5,,,,,5,,,,,22
"De 50 y más años (099)",2,2,,,,,,,2,,,17
"No PEA (100)",707,674,1,161,216,157,102,27,9,1,33,1761
"De 12 a 14 años (101)",2,1,,1,,,,,,,1,1
"De 15 a 19 años (102)",12,7,,6,1,,,,,,5,8
"De 20 a 24 años (103)",69,60,,50,9,1,,,,,9,71
"De 25 a 29 años (104)",97,86,,43,34,9,,,,,11,138
"De 30 a 34 años (105)",104,101,1,22,50,22,6,,,,3,214
"De 35 a 39 años (106)",87,86,,6,38,31,10,1,,,1,222
"De 40 a 44 años (107)",91,91,,11,33,30,15,1,1,,,244
"De 45 a 49 años (108)",70,70,,7,22,24,14,1,2,,,207
"De 50 y más años (109)",175,172,,15,29,40,57,24,6,1,3,656
,,,,,,,,,,,,
"RURAL (120)",983,946,6,233,256,157,170,89,28,7,37,2834
"De 15 a 19 años (122)",23,22,1,21,,,,,,,1,21
"De 20 a 24 años (123)",107,97,,67,25,2,3,,,,10,135
"De 25 a 29 años (124)",129,115,1,51,44,16,3,,,,14,199
"De 30 a 34 años (125)",127,122,,29,55,26,11,1,,,5,272
"De 35 a 39 años (126)",122,121,1,21,46,37,12,3,1,,1,302
"De 40 a 44 años (127)",90,88,1,21,23,18,23,2,,,2,234
"De 45 a 49 años (128)",82,81,,6,22,17,25,11,,,1,276
"De 50 y más años (129)",303,300,2,17,41,41,93,72,27,7,3,1395
"PEA (130)",622,599,4,149,154,104,117,49,18,4,23,1788
"De 15 a 19 años (132)",7,7,,7,,,,,,,,7
"De 20 a 24 años (133)",59,53,,40,9,2,2,,,,6,72
"De 25 a 29 años (134)",91,80,1,35,30,12,2,,,,11,139
"De 30 a 34 años (135)",77,74,,18,33,17,6,,,,3,162
"De 35 a 39 años (136)",84,83,1,15,30,25,10,1,1,,1,207
"De 40 a 44 años (137)",64,63,1,17,14,12,18,1,,,1,166
"De 45 a 49 años (138)",64,63,,5,15,12,23,8,,,1,220
"De 50 y más años (139)",176,176,1,12,23,24,56,39,17,4,,815
"Ocupada (140)",595,577,4,140,146,99,117,49,18,4,18,1748
"De 15 a 19 años (142)",7,7,,7,,,,,,,,7
"De 20 a 24 años (143)",54,49,,37,9,1,2,,,,5,66
"De 25 a 29 años (144)",81,73,1,32,27,11,2,,,,8,127
"De 30 a 34 años (145)",71,69,,16,30,17,6,,,,2,154
"De 35 a 39 años (146)",81,80,1,15,28,24,10,1,1,,1,200
"De 40 a 44 años (147)",62,61,1,17,14,10,18,1,,,1,160
"De 45 a 49 años (148)",63,62,,4,15,12,23,8,,,1,219
"De 50 y más años (149)",176,176,1,12,23,24,56,39,17,4,,815
"Desocupada (150)",27,22,,9,8,5,,,,,5,40
"De 20 a 24 años (153)",5,4,,3,,1,,,,,1,6
"De 25 a 29 años (154)",10,7,,3,3,1,,,,,3,12
"De 30 a 34 años (155)",6,5,,2,3,,,,,,1,8
"De 35 a 39 años (156)",3,3,,,2,1,,,,,,7
"De 40 a 44 años (157)",2,2,,,,2,,,,,,6
"De 45 a 49 años (158)",1,1,,1,,,,,,,,1
"No PEA (160)",361,347,2,84,102,53,53,40,10,3,14,1046
"De 15 a 19 años (162)",16,15,1,14,,,,,,,1,14
"De 20 a 24 años (163)",48,44,,27,16,,1,,,,4,63
"De 25 a 29 años (164)",38,35,,16,14,4,1,,,,3,60
"De 30 a 34 años (165)",50,48,,11,22,9,5,1,,,2,110
"De 35 a 39 años (166)",38,38,,6,16,12,2,2,,,,95
"De 40 a 44 años (167)",26,25,,4,9,6,5,1,,,1,68
"De 45 a 49 años (168)",18,18,,1,7,5,2,3,,,,56
"De 50 y más años (169)",127,124,1,5,18,17,37,33,10,3,3,580
