"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Mujeres (044)",9144,8182,549,168,245
"Agric., ganadería, caza y silvicultura (045)",6117,5792,305,17,3
"Explotación de minas y canteras (047)",1,,1,,
"Industrias manufactureras (048)",128,117,5,3,3
"Suministro de electricidad, gas y agua (049)",3,,,2,1
"Construcción (050)",15,1,3,9,2
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",983,965,18,,
"Venta, mant.y rep. veh.autom y motoc. (052)",8,8,,,
"Comercio al por mayor (053)",35,33,2,,
"Comercio al por menor (054)",940,924,16,,
"Hoteles y restaurantes (055)",428,405,23,,
"Trans., almac. y comunicaciones (056)",19,14,4,1,
"Intermediación financiera (057)",7,1,1,3,2
"Activid.inmobil., empres. y alquileres (058)",36,16,8,5,7
"Admin.pub. y defensa; p. segur soc.afil (059)",113,,,,113
"Enseñanza (060)",472,191,144,113,24
"Servicios sociales y de salud (061)",147,45,8,11,83
"Otras activ. serv.comun.soc y personales (062)",71,61,5,4,1
"Hogares privados con servicio doméstico (063)",216,216,,,
"Actividad economica no especificada (065)",388,358,24,,6
,,,,,
"URBANA (066)",8593,6712,770,437,674
"Agric., ganadería, caza y silvicultura (067)",4372,4016,332,20,4
"Explotación de minas y canteras (069)",18,2,2,5,9
"Industrias manufactureras (070)",278,221,41,9,7
"Suministro de electricidad, gas y agua (071)",51,1,1,35,14
"Construcción (072)",281,145,63,44,29
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1087,1062,23,1,1
"Venta, mant.y rep. veh.autom y motoc. (074)",60,56,3,1,
"Comercio al por mayor (075)",67,62,4,,1
"Comercio al por menor (076)",960,944,16,,
"Hoteles y restaurantes (077)",343,321,20,1,1
"Trans., almac. y comunicaciones (078)",292,256,13,12,11
"Intermediación financiera (079)",12,6,,3,3
"Activid.inmobil., empres. y alquileres (080)",148,53,33,36,26
"Admin.pub. y defensa; p. segur soc.afil (081)",390,,,,390
"Enseñanza (082)",628,142,183,246,57
"Servicios sociales y de salud (083)",168,34,12,13,109
"Otras activ. serv.comun.soc y personales (084)",123,84,24,10,5
"Hogares privados con servicio doméstico (085)",154,154,,,
"Actividad economica no especificada (087)",248,215,23,2,8
"Hombres (088)",5299,4030,496,294,479
"Agric., ganadería, caza y silvicultura (089)",2911,2699,199,11,2
"Explotación de minas y canteras (091)",18,2,2,5,9
"Industrias manufactureras (092)",227,175,41,6,5
"Suministro de electricidad, gas y agua (093)",48,1,1,33,13
"Construcción (094)",270,145,60,37,28
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",458,442,14,1,1
"Venta, mant.y rep. veh.autom y motoc. (096)",53,49,3,1,
"Comercio al por mayor (097)",43,39,3,,1
"Comercio al por menor (098)",362,354,8,,
"Hoteles y restaurantes (099)",67,61,4,1,1
"Trans., almac. y comunicaciones (100)",276,244,10,11,11
"Intermediación financiera (101)",6,5,,,1
"Activid.inmobil., empres. y alquileres (102)",118,42,25,32,19
"Admin.pub. y defensa; p. segur soc.afil (103)",299,,,,299
"Enseñanza (104)",319,43,98,145,33
"Servicios sociales y de salud (105)",76,16,6,4,50
"Otras activ. serv.comun.soc y personales (106)",72,43,19,6,4
"Hogares privados con servicio doméstico (107)",18,18,,,
"Actividad economica no especificada (109)",116,94,17,2,3
"Mujeres (110)",3294,2682,274,143,195
"Agric., ganadería, caza y silvicultura (111)",1461,1317,133,9,2
"Industrias manufactureras (114)",51,46,,3,2
"Suministro de electricidad, gas y agua (115)",3,,,2,1
"Construcción (116)",11,,3,7,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",629,620,9,,
"Venta, mant.y rep. veh.autom y motoc. (118)",7,7,,,
"Comercio al por mayor (119)",24,23,1,,
"Comercio al por menor (120)",598,590,8,,
"Hoteles y restaurantes (121)",276,260,16,,
"Trans., almac. y comunicaciones (122)",16,12,3,1,
"Intermediación financiera (123)",6,1,,3,2
"Activid.inmobil., empres. y alquileres (124)",30,11,8,4,7
"Admin.pub. y defensa; p. segur soc.afil (125)",91,,,,91
"Enseñanza (126)",309,99,85,101,24
"Servicios sociales y de salud (127)",92,18,6,9,59
"Otras activ. serv.comun.soc y personales (128)",51,41,5,4,1
"Hogares privados con servicio doméstico (129)",136,136,,,
"Actividad economica no especificada (131)",132,121,6,,5
,,,,,
"RURAL (132)",22238,20798,1148,109,183
"Agric., ganadería, caza y silvicultura (133)",19668,18811,822,31,4
"Pesca (134)",7,7,,,
"Explotación de minas y canteras (135)",21,6,5,7,3
"Industrias manufactureras (136)",177,157,15,3,2
"Suministro de electricidad, gas y agua (137)",4,,,3,1
"Construcción (138)",226,155,45,14,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",627,605,20,2,
"Venta, mant.y rep. veh.autom y motoc. (140)",18,15,3,,
"Comercio al por mayor (141)",29,27,1,1,
"Comercio al por menor (142)",580,563,16,1,
"Hoteles y restaurantes (143)",180,172,8,,
"Trans., almac. y comunicaciones (144)",172,161,6,3,2
"Intermediación financiera (145)",1,,1,,
"Activid.inmobil., empres. y alquileres (146)",43,23,8,9,3
"Admin.pub. y defensa; p. segur soc.afil (147)",100,,,,100
"Enseñanza (148)",378,170,175,31,2
"Servicios sociales y de salud (149)",101,47,6,2,46
"Otras activ. serv.comun.soc y personales (150)",46,36,8,1,1
"Hogares privados con servicio doméstico (151)",87,87,,,
"Actividad economica no especificada (153)",400,361,29,3,7
"Hombres (154)",16388,15298,873,84,133
"Agric., ganadería, caza y silvicultura (155)",15012,14336,650,23,3
"Pesca (156)",7,7,,,
"Explotación de minas y canteras (157)",20,6,4,7,3
"Industrias manufactureras (158)",100,86,10,3,1
"Suministro de electricidad, gas y agua (159)",4,,,3,1
"Construcción (160)",222,154,45,12,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",273,260,11,2,
"Venta, mant.y rep. veh.autom y motoc. (162)",17,14,3,,
"Comercio al por mayor (163)",18,17,,1,
"Comercio al por menor (164)",238,229,8,1,
"Hoteles y restaurantes (165)",28,27,1,,
"Trans., almac. y comunicaciones (166)",169,159,5,3,2
"Activid.inmobil., empres. y alquileres (168)",37,18,8,8,3
"Admin.pub. y defensa; p. segur soc.afil (169)",78,,,,78
"Enseñanza (170)",215,78,116,19,2
"Servicios sociales y de salud (171)",46,20,4,,22
"Otras activ. serv.comun.soc y personales (172)",26,16,8,1,1
"Hogares privados con servicio doméstico (173)",7,7,,,
"Actividad economica no especificada (175)",144,124,11,3,6
"Mujeres (176)",5850,5500,275,25,50
"Agric., ganadería, caza y silvicultura (177)",4656,4475,172,8,1
"Explotación de minas y canteras (179)",1,,1,,
"Industrias manufactureras (180)",77,71,5,,1
"Construcción (182)",4,1,,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",354,345,9,,
"Venta, mant.y rep. veh.autom y motoc. (184)",1,1,,,
"Comercio al por mayor (185)",11,10,1,,
"Comercio al por menor (186)",342,334,8,,
"Hoteles y restaurantes (187)",152,145,7,,
"Trans., almac. y comunicaciones (188)",3,2,1,,
"Intermediación financiera (189)",1,,1,,
"Activid.inmobil., empres. y alquileres (190)",6,5,,1,
"Admin.pub. y defensa; p. segur soc.afil (191)",22,,,,22
"Enseñanza (192)",163,92,59,12,
"Servicios sociales y de salud (193)",55,27,2,2,24
"Otras activ. serv.comun.soc y personales (194)",20,20,,,
"Hogares privados con servicio doméstico (195)",80,80,,,
"Actividad economica no especificada (197)",256,237,18,,1
