"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador independiente (059)",2,2,,,
"Trabajador familiar no remunerado (061)",30,22,8,,
"Trabajador del hogar (062)",3,3,,,
"De 15 a 29 años (064)",734,491,60,63,120
"Empleado (065)",239,67,22,44,106
"Obrero (066)",166,108,25,19,14
"Trabajador independiente (067)",210,200,10,,
"Empleador o patrono (068)",2,2,,,
"Trabajador familiar no remunerado (069)",68,65,3,,
"Trabajador del hogar (070)",49,49,,,
"De 30 a 44 años (072)",1056,610,92,101,253
"Empleado (073)",498,105,59,86,248
"Obrero (074)",132,101,15,11,5
"Trabajador independiente (075)",334,319,15,,
"Empleador o patrono (076)",14,8,2,4,
"Trabajador familiar no remunerado (077)",50,49,1,,
"Trabajador del hogar (078)",28,28,,,
"De 45 a 64 años (080)",683,458,53,68,104
"Empleado (081)",238,46,31,64,97
"Obrero (082)",107,81,16,3,7
"Trabajador independiente (083)",281,277,4,,
"Empleador o patrono (084)",6,5,,1,
"Trabajador familiar no remunerado (085)",36,34,2,,
"Trabajador del hogar (086)",15,15,,,
"De 65 y más años (088)",173,159,3,2,9
"Empleado (089)",11,4,,2,5
"Obrero (090)",21,16,1,,4
"Trabajador independiente (091)",119,118,1,,
"Trabajador familiar no remunerado (093)",20,19,1,,
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",5600,5005,394,85,116
"Empleado (097)",261,85,65,25,86
"Obrero (098)",910,627,199,58,26
"Trabajador independiente (099)",3237,3151,86,,
"Empleador o patrono (100)",41,36,4,,1
"Trabajador familiar no remunerado (101)",1113,1068,40,2,3
"Trabajador del hogar (102)",38,38,,,
"De 06 a 14 años (104)",85,64,18,3,
"Empleado (105)",1,1,,,
"Obrero (106)",10,7,2,1,
"Trabajador independiente (107)",12,12,,,
"Trabajador familiar no remunerado (109)",61,43,16,2,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1599,1423,124,18,34
"Empleado (113)",61,22,12,3,24
"Obrero (114)",338,235,79,15,9
"Trabajador independiente (115)",692,672,20,,
"Empleador o patrono (116)",8,8,,,
"Trabajador familiar no remunerado (117)",483,469,13,,1
"Trabajador del hogar (118)",17,17,,,
"De 30 a 44 años (120)",1757,1526,141,34,56
"Empleado (121)",133,39,39,13,42
"Obrero (122)",272,168,70,21,13
"Trabajador independiente (123)",1045,1016,29,,
"Empleador o patrono (124)",9,8,,,1
"Trabajador familiar no remunerado (125)",288,285,3,,
"Trabajador del hogar (126)",10,10,,,
"De 45 a 64 años (128)",1509,1363,97,24,25
"Empleado (129)",62,19,14,9,20
"Obrero (130)",216,153,44,15,4
"Trabajador independiente (131)",1015,984,31,,
"Empleador o patrono (132)",14,11,3,,
"Trabajador familiar no remunerado (133)",197,191,5,,1
"Trabajador del hogar (134)",5,5,,,
"De 65 y más años (136)",650,629,14,6,1
"Empleado (137)",4,4,,,
"Obrero (138)",74,64,4,6,
"Trabajador independiente (139)",473,467,6,,
"Empleador o patrono (140)",10,9,1,,
"Trabajador familiar no remunerado (141)",84,80,3,,1
"Trabajador del hogar (142)",5,5,,,
