"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Otras activ. serv.comun.soc y personales (018)",23,,,3,2,,,,,18,,
"Hogares privados con servicio doméstico (019)",34,,,,,,,,,34,,
"Actividad economica no especificada (021)",61,,,,,,,,,,,61
"Hombres (022)",1573,10,111,21,34,33,701,70,67,498,6,22
"Agric., ganadería, caza y silvicultura (023)",1012,,1,4,,,701,,,306,,
"Pesca (024)",2,,,,,,,,,2,,
"Explotación de minas y canteras (025)",117,,1,2,,,,37,2,75,,
"Industrias manufactureras (026)",30,,,1,,,,26,2,1,,
"Suministro de electricidad, gas y agua (027)",1,,,,,,,1,,,,
"Construcción (028)",113,,3,,,,,,41,69,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",38,,,1,,20,,6,,11,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",2,,,,,,,2,,,,
"Comercio al por mayor (031)",4,,,,,4,,,,,,
"Comercio al por menor (032)",32,,,1,,16,,4,,11,,
"Hoteles y restaurantes (033)",4,,,,,3,,,,1,,
"Trans., almac. y comunicaciones (034)",22,,,,,,,,19,3,,
"Intermediación financiera (035)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",16,,1,1,5,6,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",58,8,5,2,21,2,,,2,12,6,
"Enseñanza (038)",106,2,95,,6,,,,1,2,,
"Servicios sociales y de salud (039)",13,,4,7,,2,,,,,,
"Otras activ. serv.comun.soc y personales (040)",14,,,3,2,,,,,9,,
"Hogares privados con servicio doméstico (041)",4,,,,,,,,,4,,
"Actividad economica no especificada (043)",22,,,,,,,,,,,22
"Mujeres (044)",557,4,69,9,34,99,76,6,,221,,39
"Agric., ganadería, caza y silvicultura (045)",214,,,,,,76,,,138,,
"Explotación de minas y canteras (047)",1,,,,,,,,,1,,
"Industrias manufactureras (048)",7,,,,1,,,6,,,,
"Suministro de electricidad, gas y agua (049)",1,,,,,,,,,1,,
"Construcción (050)",3,,,,,,,,,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",78,,1,,,70,,,,7,,
"Comercio al por mayor (053)",2,,,,,2,,,,,,
"Comercio al por menor (054)",76,,1,,,68,,,,7,,
"Hoteles y restaurantes (055)",45,,,2,,27,,,,16,,
"Trans., almac. y comunicaciones (056)",1,,,,,,,,,1,,
"Intermediación financiera (057)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",8,,1,,6,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",32,4,,1,22,,,,,5,,
"Enseñanza (060)",68,,64,,3,,,,,1,,
"Servicios sociales y de salud (061)",20,,3,6,2,2,,,,7,,
"Otras activ. serv.comun.soc y personales (062)",9,,,,,,,,,9,,
"Hogares privados con servicio doméstico (063)",30,,,,,,,,,30,,
"Actividad economica no especificada (065)",39,,,,,,,,,,,39
,,,,,,,,,,,,
"URBANA (066)",784,13,125,23,52,88,153,40,26,217,6,41
"Agric., ganadería, caza y silvicultura (067)",258,,,2,,,153,,,103,,
"Explotación de minas y canteras (069)",26,,,,,,,18,,8,,
"Industrias manufactureras (070)",18,,,,1,,,17,,,,
"Suministro de electricidad, gas y agua (071)",2,,,,,,,1,,1,,
"Construcción (072)",40,,1,,,,,,13,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",77,,,1,,60,,4,,12,,
"Comercio al por mayor (075)",3,,,,,3,,,,,,
"Comercio al por menor (076)",74,,,1,,57,,4,,12,,
"Hoteles y restaurantes (077)",33,,,2,,19,,,,12,,
"Trans., almac. y comunicaciones (078)",14,,,,,,,,11,3,,
"Intermediación financiera (079)",2,,1,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (080)",15,,2,1,8,3,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",72,11,5,2,32,2,,,2,12,6,
"Enseñanza (082)",121,2,110,,8,,,,,1,,
"Servicios sociales y de salud (083)",27,,6,12,1,4,,,,4,,
"Otras activ. serv.comun.soc y personales (084)",17,,,3,2,,,,,12,,
"Hogares privados con servicio doméstico (085)",21,,,,,,,,,21,,
"Actividad economica no especificada (087)",41,,,,,,,,,,,41
"Hombres (088)",519,9,77,15,26,20,148,34,26,145,6,13
"Agric., ganadería, caza y silvicultura (089)",234,,,2,,,148,,,84,,
"Explotación de minas y canteras (091)",26,,,,,,,18,,8,,
"Industrias manufactureras (092)",11,,,,,,,11,,,,
"Suministro de electricidad, gas y agua (093)",1,,,,,,,1,,,,
"Construcción (094)",40,,1,,,,,,13,26,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",23,,,1,,11,,4,,7,,
"Comercio al por mayor (097)",1,,,,,1,,,,,,
"Comercio al por menor (098)",22,,,1,,10,,4,,7,,
"Hoteles y restaurantes (099)",2,,,,,2,,,,,,
"Trans., almac. y comunicaciones (100)",13,,,,,,,,11,2,,
"Intermediación financiera (101)",1,,1,,,,,,,,,
"Activid.inmobil., empres. y alquileres (102)",9,,1,1,3,3,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",48,7,5,2,16,2,,,2,8,6,
"Enseñanza (104)",74,2,66,,5,,,,,1,,
"Servicios sociales y de salud (105)",11,,3,6,,2,,,,,,
"Otras activ. serv.comun.soc y personales (106)",11,,,3,2,,,,,6,,
"Hogares privados con servicio doméstico (107)",2,,,,,,,,,2,,
"Actividad economica no especificada (109)",13,,,,,,,,,,,13
"Mujeres (110)",265,4,48,8,26,68,5,6,,72,,28
"Agric., ganadería, caza y silvicultura (111)",24,,,,,,5,,,19,,
"Industrias manufactureras (114)",7,,,,1,,,6,,,,
"Suministro de electricidad, gas y agua (115)",1,,,,,,,,,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",54,,,,,49,,,,5,,
"Comercio al por mayor (119)",2,,,,,2,,,,,,
"Comercio al por menor (120)",52,,,,,47,,,,5,,
"Hoteles y restaurantes (121)",31,,,2,,17,,,,12,,
"Trans., almac. y comunicaciones (122)",1,,,,,,,,,1,,
"Intermediación financiera (123)",1,,,,,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",6,,1,,5,,,,,,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",24,4,,,16,,,,,4,,
"Enseñanza (126)",47,,44,,3,,,,,,,
"Servicios sociales y de salud (127)",16,,3,6,1,2,,,,4,,
"Otras activ. serv.comun.soc y personales (128)",6,,,,,,,,,6,,
"Hogares privados con servicio doméstico (129)",19,,,,,,,,,19,,
"Actividad economica no especificada (131)",28,,,,,,,,,,,28
,,,,,,,,,,,,
"RURAL (132)",1346,1,55,7,16,44,624,36,41,502,,20
"Agric., ganadería, caza y silvicultura (133)",968,,1,2,,,624,,,341,,
"Pesca (134)",2,,,,,,,,,2,,
"Explotación de minas y canteras (135)",92,,1,2,,,,19,2,68,,
"Industrias manufactureras (136)",19,,,1,,,,15,2,1,,
"Construcción (138)",76,,2,,,,,,28,46,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",39,,1,,,30,,2,,6,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",2,,,,,,,2,,,,
"Comercio al por mayor (141)",3,,,,,3,,,,,,
"Comercio al por menor (142)",34,,1,,,27,,,,6,,
"Hoteles y restaurantes (143)",16,,,,,11,,,,5,,
"Trans., almac. y comunicaciones (144)",9,,,,,,,,8,1,,
"Activid.inmobil., empres. y alquileres (146)",9,,,,3,3,,,,3,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",18,1,,1,11,,,,,5,,
"Enseñanza (148)",53,,49,,1,,,,1,2,,
"Servicios sociales y de salud (149)",6,,1,1,1,,,,,3,,
"Otras activ. serv.comun.soc y personales (150)",6,,,,,,,,,6,,
"Hogares privados con servicio doméstico (151)",13,,,,,,,,,13,,
"Actividad economica no especificada (153)",20,,,,,,,,,,,20
"Hombres (154)",1054,1,34,6,8,13,553,36,41,353,,9
"Agric., ganadería, caza y silvicultura (155)",778,,1,2,,,553,,,222,,
"Pesca (156)",2,,,,,,,,,2,,
"Explotación de minas y canteras (157)",91,,1,2,,,,19,2,67,,
"Industrias manufactureras (158)",19,,,1,,,,15,2,1,,
"Construcción (160)",73,,2,,,,,,28,43,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",15,,,,,9,,2,,4,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",2,,,,,,,2,,,,
"Comercio al por mayor (163)",3,,,,,3,,,,,,
"Comercio al por menor (164)",10,,,,,6,,,,4,,
"Hoteles y restaurantes (165)",2,,,,,1,,,,1,,
"Trans., almac. y comunicaciones (166)",9,,,,,,,,8,1,,
"Activid.inmobil., empres. y alquileres (168)",7,,,,2,3,,,,2,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",10,1,,,5,,,,,4,,
"Enseñanza (170)",32,,29,,1,,,,1,1,,
"Servicios sociales y de salud (171)",2,,1,1,,,,,,,,
"Otras activ. serv.comun.soc y personales (172)",3,,,,,,,,,3,,
"Hogares privados con servicio doméstico (173)",2,,,,,,,,,2,,
"Actividad economica no especificada (175)",9,,,,,,,,,,,9
"Mujeres (176)",292,,21,1,8,31,71,,,149,,11
"Agric., ganadería, caza y silvicultura (177)",190,,,,,,71,,,119,,
"Explotación de minas y canteras (179)",1,,,,,,,,,1,,
"Construcción (182)",3,,,,,,,,,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",24,,1,,,21,,,,2,,
"Comercio al por menor (186)",24,,1,,,21,,,,2,,
"Hoteles y restaurantes (187)",14,,,,,10,,,,4,,
"Activid.inmobil., empres. y alquileres (190)",2,,,,1,,,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",8,,,1,6,,,,,1,,
"Enseñanza (192)",21,,20,,,,,,,1,,
"Servicios sociales y de salud (193)",4,,,,1,,,,,3,,
"Otras activ. serv.comun.soc y personales (194)",3,,,,,,,,,3,,
"Hogares privados con servicio doméstico (195)",11,,,,,,,,,11,,
"Actividad economica no especificada (197)",11,,,,,,,,,,,11
