"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Empleado (057)",5,5,,,
"Obrero (058)",5,5,,,
"Trabajador independiente (059)",4,3,1,,
"Trabajador familiar no remunerado (061)",13,12,1,,
"Trabajador del hogar (062)",4,4,,,
"De 15 a 29 años (064)",745,561,61,31,92
"Empleado (065)",191,73,20,21,77
"Obrero (066)",125,83,21,8,13
"Trabajador independiente (067)",288,272,16,,
"Trabajador familiar no remunerado (069)",93,85,4,2,2
"Trabajador del hogar (070)",48,48,,,
"De 30 a 44 años (072)",1221,753,132,62,274
"Empleado (073)",504,112,81,58,253
"Obrero (074)",171,126,21,4,20
"Trabajador independiente (075)",452,428,24,,
"Empleador o patrono (076)",9,5,3,,1
"Trabajador familiar no remunerado (077)",65,62,3,,
"Trabajador del hogar (078)",20,20,,,
"De 45 a 64 años (080)",849,591,73,40,145
"Empleado (081)",265,42,52,36,135
"Obrero (082)",98,78,7,3,10
"Trabajador independiente (083)",423,411,12,,
"Empleador o patrono (084)",7,5,1,1,
"Trabajador familiar no remunerado (085)",29,28,1,,
"Trabajador del hogar (086)",27,27,,,
"De 65 y más años (088)",253,234,9,2,8
"Empleado (089)",18,7,2,2,7
"Obrero (090)",33,28,4,,1
"Trabajador independiente (091)",177,174,3,,
"Empleador o patrono (092)",2,2,,,
"Trabajador familiar no remunerado (093)",17,17,,,
"Trabajador del hogar (094)",6,6,,,
,,,,,
"RURAL (096)",11825,10928,487,94,316
"Empleado (097)",561,220,119,36,186
"Obrero (098)",2044,1811,109,49,75
"Trabajador independiente (099)",6642,6476,166,,
"Empleador o patrono (100)",155,146,6,1,2
"Trabajador familiar no remunerado (101)",2244,2096,87,8,53
"Trabajador del hogar (102)",179,179,,,
"De 06 a 14 años (104)",151,145,4,1,1
"Obrero (106)",14,12,1,1,
"Trabajador independiente (107)",30,29,1,,
"Trabajador familiar no remunerado (109)",102,99,2,,1
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",3536,3283,152,34,67
"Empleado (113)",117,58,13,11,35
"Obrero (114)",730,643,50,19,18
"Trabajador independiente (115)",1444,1401,43,,
"Empleador o patrono (116)",22,20,,1,1
"Trabajador familiar no remunerado (117)",1154,1092,46,3,13
"Trabajador del hogar (118)",69,69,,,
"De 30 a 44 años (120)",3830,3449,180,40,161
"Empleado (121)",307,108,70,15,114
"Obrero (122)",699,608,35,23,33
"Trabajador independiente (123)",2188,2134,54,,
"Empleador o patrono (124)",53,50,3,,
"Trabajador familiar no remunerado (125)",517,483,18,2,14
"Trabajador del hogar (126)",66,66,,,
"De 45 a 64 años (128)",2938,2717,125,18,78
"Empleado (129)",134,53,36,9,36
"Obrero (130)",443,400,18,6,19
"Trabajador independiente (131)",1939,1886,53,,
"Empleador o patrono (132)",39,36,2,,1
"Trabajador familiar no remunerado (133)",351,310,16,3,22
"Trabajador del hogar (134)",32,32,,,
"De 65 y más años (136)",1370,1334,26,1,9
"Empleado (137)",3,1,,1,1
"Obrero (138)",158,148,5,,5
"Trabajador independiente (139)",1041,1026,15,,
"Empleador o patrono (140)",41,40,1,,
"Trabajador familiar no remunerado (141)",120,112,5,,3
"Trabajador del hogar (142)",7,7,,,
