"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
"Otras activ. serv.comun.soc y personales (018)",591,,33,89,29,78,,8,24,330,,
"Hogares privados con servicio doméstico (019)",283,,,1,,,,,,282,,
"Actividad economica no especificada (021)",736,,4,11,47,,,,,1,,673
"Hombres (022)",19896,58,576,570,307,1085,5522,1643,2334,7378,110,313
"Agric., ganadería, caza y silvicultura (023)",11273,,34,74,5,,5501,2,67,5590,,
"Pesca (024)",31,,1,,,,21,,,9,,
"Explotación de minas y canteras (025)",769,,33,35,26,2,,504,39,130,,
"Industrias manufactureras (026)",978,,8,49,26,11,,745,77,62,,
"Suministro de electricidad, gas y agua (027)",47,,2,4,4,,,10,17,10,,
"Construcción (028)",1565,1,12,25,10,,,57,975,485,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",1460,,10,75,14,764,,292,27,278,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",309,,3,14,3,34,,242,9,4,,
"Comercio al por mayor (031)",112,,2,9,7,74,,,3,17,,
"Comercio al por menor (032)",1039,,5,52,4,656,,50,15,257,,
"Hoteles y restaurantes (033)",410,5,8,35,14,200,,1,1,146,,
"Trans., almac. y comunicaciones (034)",1324,,3,26,32,16,,5,1044,198,,
"Intermediación financiera (035)",15,,2,3,9,,,,1,,,
"Activid.inmobil., empres. y alquileres (036)",432,,58,82,42,58,,13,40,139,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",395,47,22,13,86,17,,4,19,77,110,
"Enseñanza (038)",325,5,285,7,7,,,1,1,19,,
"Servicios sociales y de salud (039)",148,,70,63,1,1,,2,5,6,,
"Otras activ. serv.comun.soc y personales (040)",354,,25,70,15,16,,7,21,200,,
"Hogares privados con servicio doméstico (041)",29,,,,,,,,,29,,
"Actividad economica no especificada (043)",341,,3,9,16,,,,,,,313
"Mujeres (044)",12571,22,547,315,261,2338,1797,469,142,6315,5,360
"Agric., ganadería, caza y silvicultura (045)",6672,,7,13,3,,1796,2,2,4849,,
"Pesca (046)",3,,,1,,,1,,,1,,
"Explotación de minas y canteras (047)",31,,7,2,3,,,12,,7,,
"Industrias manufactureras (048)",588,,4,23,13,9,,438,68,33,,
"Suministro de electricidad, gas y agua (049)",2,,,,2,,,,,,,
"Construcción (050)",99,,,1,1,,,3,31,63,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",2289,,12,73,16,1768,,12,1,407,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",29,,1,3,1,15,,8,,1,,
"Comercio al por mayor (053)",94,,6,8,3,74,,,,3,,
"Comercio al por menor (054)",2166,,5,62,12,1679,,4,1,403,,
"Hoteles y restaurantes (055)",937,,6,48,18,485,,,,380,,
"Trans., almac. y comunicaciones (056)",112,,3,15,13,2,,1,26,52,,
"Intermediación financiera (057)",9,,1,,7,,,,,1,,
"Activid.inmobil., empres. y alquileres (058)",182,1,26,32,62,3,,,5,53,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",133,14,5,6,57,1,,,6,39,5,
"Enseñanza (060)",434,7,403,2,13,,,,,9,,
"Servicios sociales y de salud (061)",194,,64,77,8,8,,,,37,,
"Otras activ. serv.comun.soc y personales (062)",237,,8,19,14,62,,1,3,130,,
"Hogares privados con servicio doméstico (063)",254,,,1,,,,,,253,,
"Actividad economica no especificada (065)",395,,1,2,31,,,,,1,,360
,,,,,,,,,,,,
"URBANA (066)",20948,70,868,699,468,3112,3387,1590,2124,8031,101,498
"Agric., ganadería, caza y silvicultura (067)",8768,,31,47,5,,3379,4,58,5244,,
"Pesca (068)",18,,1,1,,,8,,,8,,
"Explotación de minas y canteras (069)",277,,5,6,1,,,191,3,71,,
"Industrias manufactureras (070)",1371,,6,63,33,19,,1030,133,87,,
"Suministro de electricidad, gas y agua (071)",39,,2,4,6,,,10,9,8,,
"Construcción (072)",1408,1,11,24,8,,,51,883,430,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",3418,,16,131,22,2325,,276,26,622,,
"Venta, mant.y rep. veh.autom.y motoc. (074)",309,,4,14,4,44,,230,8,5,,
"Comercio al por mayor (075)",186,,7,15,5,138,,,3,18,,
"Comercio al por menor (076)",2923,,5,102,13,2143,,46,15,599,,
"Hoteles y restaurantes (077)",1225,2,11,79,27,612,,1,1,492,,
"Trans., almac. y comunicaciones (078)",1259,,4,34,40,16,,5,927,233,,
"Intermediación financiera (079)",23,,3,3,15,,,,1,1,,
"Activid.inmobil., empres. y alquileres (080)",506,1,60,94,93,46,,13,33,166,,
"Admin.pub. y defensa; p. segur.soc.afil (081)",461,54,21,15,124,18,,2,25,101,101,
"Enseñanza (082)",621,12,559,8,17,,,1,1,23,,
"Servicios sociales y de salud (083)",263,,104,99,8,7,,2,4,39,,
"Otras activ. serv.comun.soc y personales (084)",513,,31,79,27,69,,4,20,283,,
"Hogares privados con servicio doméstico (085)",223,,,1,,,,,,222,,
"Actividad economica no especificada (087)",555,,3,11,42,,,,,1,,498
"Hombres (088)",12347,51,445,434,247,977,2466,1192,1998,4196,96,245
"Agric., ganadería, caza y silvicultura (089)",5324,,27,40,4,,2459,2,56,2736,,
"Pesca (090)",15,,1,,,,7,,,7,,
"Explotación de minas y canteras (091)",261,,4,5,1,,,182,3,66,,
"Industrias manufactureras (092)",862,,4,45,22,11,,656,70,54,,
"Suministro de electricidad, gas y agua (093)",37,,2,4,4,,,10,9,8,,
"Construcción (094)",1329,1,11,23,8,,,49,855,382,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",1332,,9,66,11,705,,266,25,250,,
"Venta, mant.y rep. veh.autom.y motoc. (096)",282,,3,11,3,30,,223,8,4,,
"Comercio al por mayor (097)",99,,2,8,4,67,,,3,15,,
"Comercio al por menor (098)",951,,4,47,4,608,,43,14,231,,
"Hoteles y restaurantes (099)",355,2,7,33,13,170,,1,1,128,,
"Trans., almac. y comunicaciones (100)",1161,,2,20,27,15,,4,908,185,,
"Intermediación financiera (101)",14,,2,3,8,,,,1,,,
"Activid.inmobil., empres. y alquileres (102)",347,,42,67,36,44,,13,29,116,,
"Admin.pub. y defensa; p. segur.soc.afil (103)",343,43,17,10,76,17,,2,19,63,96,
"Enseñanza (104)",273,5,239,6,6,,,1,1,15,,
"Servicios sociales y de salud (105)",104,,51,40,1,1,,2,4,5,,
"Otras activ. serv.comun.soc y personales (106)",301,,24,63,14,14,,4,17,165,,
"Hogares privados con servicio doméstico (107)",16,,,,,,,,,16,,
"Actividad economica no especificada (109)",273,,3,9,16,,,,,,,245
"Mujeres (110)",8601,19,423,265,221,2135,921,398,126,3835,5,253
"Agric., ganadería, caza y silvicultura (111)",3444,,4,7,1,,920,2,2,2508,,
"Pesca (112)",3,,,1,,,1,,,1,,
"Explotación de minas y canteras (113)",16,,1,1,,,,9,,5,,
"Industrias manufactureras (114)",509,,2,18,11,8,,374,63,33,,
"Suministro de electricidad, gas y agua (115)",2,,,,2,,,,,,,
"Construcción (116)",79,,,1,,,,2,28,48,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",2086,,7,65,11,1620,,10,1,372,,
"Venta, mant.y rep. veh.autom.y motoc. (118)",27,,1,3,1,14,,7,,1,,
"Comercio al por mayor (119)",87,,5,7,1,71,,,,3,,
"Comercio al por menor (120)",1972,,1,55,9,1535,,3,1,368,,
"Hoteles y restaurantes (121)",870,,4,46,14,442,,,,364,,
"Trans., almac. y comunicaciones (122)",98,,2,14,13,1,,1,19,48,,
"Intermediación financiera (123)",9,,1,,7,,,,,1,,
"Activid.inmobil., empres. y alquileres (124)",159,1,18,27,57,2,,,4,50,,
"Admin.pub. y defensa; p. segur.soc.afil (125)",118,11,4,5,48,1,,,6,38,5,
"Enseñanza (126)",348,7,320,2,11,,,,,8,,
"Servicios sociales y de salud (127)",159,,53,59,7,6,,,,34,,
"Otras activ. serv.comun.soc y personales (128)",212,,7,16,13,55,,,3,118,,
"Hogares privados con servicio doméstico (129)",207,,,1,,,,,,206,,
"Actividad economica no especificada (131)",282,,,2,26,,,,,1,,253
,,,,,,,,,,,,
"RURAL (132)",11519,10,255,186,100,311,3932,522,352,5662,14,175
"Agric., ganadería, caza y silvicultura (133)",9177,,10,40,3,,3918,,11,5195,,
"Pesca (134)",16,,,,,,14,,,2,,
"Explotación de minas y canteras (135)",523,,35,31,28,2,,325,36,66,,
"Industrias manufactureras (136)",195,,6,9,6,1,,153,12,8,,
"Suministro de electricidad, gas y agua (137)",10,,,,,,,,8,2,,
"Construcción (138)",256,,1,2,3,,,9,123,118,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",331,,6,17,8,207,,28,2,63,,
"Venta, mant.y rep. veh.autom.y motoc. (140)",29,,,3,,5,,20,1,,,
"Comercio al por mayor (141)",20,,1,2,5,10,,,,2,,
"Comercio al por menor (142)",282,,5,12,3,192,,8,1,61,,
"Hoteles y restaurantes (143)",122,3,3,4,5,73,,,,34,,
"Trans., almac. y comunicaciones (144)",177,,2,7,5,2,,1,143,17,,
"Intermediación financiera (145)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (146)",108,,24,20,11,15,,,12,26,,
"Admin.pub. y defensa; p. segur.soc.afil (147)",67,7,6,4,19,,,2,,15,14,
"Enseñanza (148)",138,,129,1,3,,,,,5,,
"Servicios sociales y de salud (149)",79,,30,41,1,2,,,1,4,,
"Otras activ. serv.comun.soc y personales (150)",78,,2,10,2,9,,4,4,47,,
"Hogares privados con servicio doméstico (151)",60,,,,,,,,,60,,
"Actividad economica no especificada (153)",181,,1,,5,,,,,,,175
"Hombres (154)",7549,7,131,136,60,108,3056,451,336,3182,14,68
"Agric., ganadería, caza y silvicultura (155)",5949,,7,34,1,,3042,,11,2854,,
"Pesca (156)",16,,,,,,14,,,2,,
"Explotación de minas y canteras (157)",508,,29,30,25,2,,322,36,64,,
"Industrias manufactureras (158)",116,,4,4,4,,,89,7,8,,
"Suministro de electricidad, gas y agua (159)",10,,,,,,,,8,2,,
"Construcción (160)",236,,1,2,2,,,8,120,103,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",128,,1,9,3,59,,26,2,28,,
"Venta, mant.y rep. veh.autom.y motoc. (162)",27,,,3,,4,,19,1,,,
"Comercio al por mayor (163)",13,,,1,3,7,,,,2,,
"Comercio al por menor (164)",88,,1,5,,48,,7,1,26,,
"Hoteles y restaurantes (165)",55,3,1,2,1,30,,,,18,,
"Trans., almac. y comunicaciones (166)",163,,1,6,5,1,,1,136,13,,
"Intermediación financiera (167)",1,,,,1,,,,,,,
"Activid.inmobil., empres. y alquileres (168)",85,,16,15,6,14,,,11,23,,
"Admin.pub. y defensa; p. segur.soc.afil (169)",52,4,5,3,10,,,2,,14,14,
"Enseñanza (170)",52,,46,1,1,,,,,4,,
"Servicios sociales y de salud (171)",44,,19,23,,,,,1,1,,
"Otras activ. serv.comun.soc y personales (172)",53,,1,7,1,2,,3,4,35,,
"Hogares privados con servicio doméstico (173)",13,,,,,,,,,13,,
"Actividad economica no especificada (175)",68,,,,,,,,,,,68
"Mujeres (176)",3970,3,124,50,40,203,876,71,16,2480,,107
"Agric., ganadería, caza y silvicultura (177)",3228,,3,6,2,,876,,,2341,,
"Explotación de minas y canteras (179)",15,,6,1,3,,,3,,2,,
"Industrias manufactureras (180)",79,,2,5,2,1,,64,5,,,
"Construcción (182)",20,,,,1,,,1,3,15,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",203,,5,8,5,148,,2,,35,,
"Venta, mant.y rep. veh.autom.y motoc. (184)",2,,,,,1,,1,,,,
"Comercio al por mayor (185)",7,,1,1,2,3,,,,,,
"Comercio al por menor (186)",194,,4,7,3,144,,1,,35,,
"Hoteles y restaurantes (187)",67,,2,2,4,43,,,,16,,
"Trans., almac. y comunicaciones (188)",14,,1,1,,1,,,7,4,,
"Activid.inmobil., empres. y alquileres (190)",23,,8,5,5,1,,,1,3,,
"Admin.pub. y defensa; p. segur.soc.afil (191)",15,3,1,1,9,,,,,1,,
"Enseñanza (192)",86,,83,,2,,,,,1,,
"Servicios sociales y de salud (193)",35,,11,18,1,2,,,,3,,
"Otras activ. serv.comun.soc y personales (194)",25,,1,3,1,7,,1,,12,,
"Hogares privados con servicio doméstico (195)",47,,,,,,,,,47,,
"Actividad economica no especificada (197)",113,,1,,5,,,,,,,107
