"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",124,4,1,9,70,17,6,8,9
"Otro(a) no pariente (046)",1138,73,13,277,422,81,90,76,106
"Hombres (048)",32675,2196,870,10419,11925,1930,1967,1223,2145
"Jefe o Jefa (049)",12724,348,2,4172,4649,764,1066,441,1282
"Esposa(o)/ compa¤era(o) (050)",862,41,,223,319,61,77,40,101
"Hijo(a)/ hijastro(a) (051)",13623,1235,643,4270,5124,746,568,545,492
"Yerno/ nuera (052)",517,6,,55,225,60,73,33,65
"Nieto(a) (053)",1811,327,159,732,437,74,26,35,21
"Padres/ suegros (054)",300,45,,175,43,16,11,3,7
"Otro(a) pariente (055)",2212,170,62,640,857,157,113,89,124
"Trabajador(a) del hogar (056)",12,,,3,6,3,,,
"Pensionista (057)",47,,,4,26,9,1,3,4
"Otro(a) no pariente (058)",567,24,4,145,239,40,32,34,49
"Mujeres (060)",35123,4181,862,11704,10797,1911,2264,1207,2197
"Jefe o Jefa (061)",5800,1000,4,2011,1404,285,446,168,482
"Esposa(o)/ compa¤era(o) (062)",10238,1104,7,3652,3159,466,825,256,769
"Hijo(a)/ hijastro(a) (063)",13454,1171,632,4285,4491,855,720,599,701
"Yerno/ nuera (064)",561,5,,81,279,57,57,23,59
"Nieto(a) (065)",1665,296,160,648,414,58,19,49,21
"Padres/ suegros (066)",657,325,,246,60,1,10,5,10
"Otro(a) pariente (067)",2024,222,49,623,720,135,124,59,92
"Trabajador(a) del hogar (068)",76,5,,21,43,5,,1,1
"Pensionista (069)",77,4,1,5,44,8,5,5,5
"Otro(a) no pariente (070)",571,49,9,132,183,41,58,42,57
,,,,,,,,,
"RURAL (072)",37260,5345,768,18913,10684,632,432,241,245
"Jefe o Jefa (073)",10241,1426,1,5824,2675,91,103,42,79
"Esposa(o)/ compa¤era(o) (074)",6669,1203,3,4037,1292,46,46,11,31
"Hijo(a)/ hijastro(a) (075)",16248,1837,605,7376,5526,415,228,152,109
"Yerno/ nuera (076)",490,14,,160,273,13,15,4,11
"Nieto(a) (077)",1686,375,123,762,376,24,9,12,5
"Padres/ suegros (078)",309,190,,103,12,1,2,1,
"Otro(a) pariente (079)",1468,280,34,599,469,35,26,17,8
"Trabajador(a) del hogar (080)",7,3,,2,2,,,,
"Pensionista (081)",8,,,1,4,2,,1,
"Otro(a) no pariente (082)",134,17,2,49,55,5,3,1,2
"Hombres (084)",18589,1857,382,9336,6226,324,217,115,132
"Jefe o Jefa (085)",7929,582,1,4729,2369,72,83,33,60
"Esposa(o)/ compa¤era(o) (086)",201,19,,97,77,3,3,1,1
"Hijo(a)/ hijastro(a) (087)",8417,898,294,3677,3108,211,101,66,62
"Yerno/ nuera (088)",214,,,57,134,8,10,1,4
"Nieto(a) (089)",882,189,68,392,212,9,5,4,3
"Padres/ suegros (090)",92,36,,48,7,,,1,
"Otro(a) pariente (091)",764,125,19,299,277,19,14,9,2
"Trabajador(a) del hogar (092)",1,,,,1,,,,
"Pensionista (093)",4,,,1,3,,,,
"Otro(a) no pariente (094)",85,8,,36,38,2,1,,
"Mujeres (096)",18671,3488,386,9577,4458,308,215,126,113
"Jefe o Jefa (097)",2312,844,,1095,306,19,20,9,19
"Esposa(o)/ compa¤era(o) (098)",6468,1184,3,3940,1215,43,43,10,30
"Hijo(a)/ hijastro(a) (099)",7831,939,311,3699,2418,204,127,86,47
"Yerno/ nuera (100)",276,14,,103,139,5,5,3,7
"Nieto(a) (101)",804,186,55,370,164,15,4,8,2
"Padres/ suegros (102)",217,154,,55,5,1,2,,
"Otro(a) pariente (103)",704,155,15,300,192,16,12,8,6
"Trabajador(a) del hogar (104)",6,3,,2,1,,,,
"Pensionista (105)",4,,,,1,2,,1,
"Otro(a) no pariente (106)",49,9,2,13,17,3,2,1,2
