"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Trabajador familiar no remunerado (061)",17,17,,,
"Trabajador del hogar (062)",5,5,,,
"De 15 a 29 años (064)",423,310,39,26,48
"Empleado (065)",104,29,13,20,42
"Obrero (066)",99,68,19,6,6
"Trabajador independiente (067)",110,104,6,,
"Empleador o patrono (068)",3,3,,,
"Trabajador familiar no remunerado (069)",74,73,1,,
"Trabajador del hogar (070)",33,33,,,
"De 30 a 44 años (072)",629,396,76,80,77
"Empleado (073)",260,65,52,73,70
"Obrero (074)",92,65,16,4,7
"Trabajador independiente (075)",221,214,7,,
"Empleador o patrono (076)",3,1,1,1,
"Trabajador familiar no remunerado (077)",35,33,,2,
"Trabajador del hogar (078)",18,18,,,
"De 45 a 64 años (080)",487,360,41,42,44
"Empleado (081)",133,30,22,39,42
"Obrero (082)",68,50,13,3,2
"Trabajador independiente (083)",226,221,5,,
"Empleador o patrono (084)",1,1,,,
"Trabajador familiar no remunerado (085)",48,47,1,,
"Trabajador del hogar (086)",11,11,,,
"De 65 y más años (088)",99,95,1,,3
"Empleado (089)",3,2,,,1
"Obrero (090)",14,11,1,,2
"Trabajador independiente (091)",68,68,,,
"Trabajador familiar no remunerado (093)",8,8,,,
"Trabajador del hogar (094)",6,6,,,
,,,,,
"RURAL (096)",2586,2484,58,18,26
"Empleado (097)",100,45,20,9,26
"Obrero (098)",360,338,17,5,
"Trabajador independiente (099)",1571,1562,9,,
"Empleador o patrono (100)",23,22,,1,
"Trabajador familiar no remunerado (101)",500,485,12,3,
"Trabajador del hogar (102)",32,32,,,
"De 06 a 14 años (104)",102,95,3,4,
"Empleado (105)",1,1,,,
"Obrero (106)",12,10,1,1,
"Trabajador independiente (107)",18,18,,,
"Trabajador familiar no remunerado (109)",68,63,2,3,
"Trabajador del hogar (110)",3,3,,,
"De 15 a 29 años (112)",881,846,23,3,9
"Empleado (113)",36,18,7,2,9
"Obrero (114)",140,131,8,1,
"Trabajador independiente (115)",400,399,1,,
"Empleador o patrono (116)",6,6,,,
"Trabajador familiar no remunerado (117)",287,280,7,,
"Trabajador del hogar (118)",12,12,,,
"De 30 a 44 años (120)",797,761,17,8,11
"Empleado (121)",46,19,10,6,11
"Obrero (122)",115,112,1,2,
"Trabajador independiente (123)",537,534,3,,
"Empleador o patrono (124)",9,9,,,
"Trabajador familiar no remunerado (125)",83,80,3,,
"Trabajador del hogar (126)",7,7,,,
"De 45 a 64 años (128)",587,566,12,3,6
"Empleado (129)",16,6,3,1,6
"Obrero (130)",75,68,6,1,
"Trabajador independiente (131)",437,434,3,,
"Empleador o patrono (132)",5,4,,1,
"Trabajador familiar no remunerado (133)",46,46,,,
"Trabajador del hogar (134)",8,8,,,
"De 65 y más años (136)",219,216,3,,
"Empleado (137)",1,1,,,
"Obrero (138)",18,17,1,,
"Trabajador independiente (139)",179,177,2,,
"Empleador o patrono (140)",3,3,,,
"Trabajador familiar no remunerado (141)",16,16,,,
"Trabajador del hogar (142)",2,2,,,
