"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",211,176,29,4,2
"Empleado (057)",46,35,6,4,1
"Obrero (058)",13,9,3,,1
"Trabajador independiente (059)",69,56,13,,
"Empleador o patrono (060)",1,1,,,
"Trabajador familiar no remunerado (061)",69,62,7,,
"Trabajador del hogar (062)",13,13,,,
"De 15 a 29 años (064)",5379,4018,569,265,527
"Empleado (065)",1639,982,192,127,338
"Obrero (066)",890,435,145,129,181
"Trabajador independiente (067)",2334,2125,209,,
"Empleador o patrono (068)",91,70,10,8,3
"Trabajador familiar no remunerado (069)",236,217,13,1,5
"Trabajador del hogar (070)",189,189,,,
"De 30 a 44 años (072)",5166,3743,543,337,543
"Empleado (073)",1315,494,198,219,404
"Obrero (074)",737,376,121,108,132
"Trabajador independiente (075)",2724,2524,200,,
"Empleador o patrono (076)",126,100,15,8,3
"Trabajador familiar no remunerado (077)",154,139,9,2,4
"Trabajador del hogar (078)",110,110,,,
"De 45 a 64 años (080)",3047,2350,237,163,297
"Empleado (081)",647,212,77,122,236
"Obrero (082)",387,233,62,34,58
"Trabajador independiente (083)",1764,1674,90,,
"Empleador o patrono (084)",96,86,4,5,1
"Trabajador familiar no remunerado (085)",90,82,4,2,2
"Trabajador del hogar (086)",63,63,,,
"De 65 y más años (088)",465,425,21,9,10
"Empleado (089)",38,22,8,4,4
"Obrero (090)",49,36,5,4,4
"Trabajador independiente (091)",337,330,7,,
"Empleador o patrono (092)",18,17,,1,
"Trabajador familiar no remunerado (093)",20,17,1,,2
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",1331,1214,55,27,35
"Empleado (097)",104,45,21,13,25
"Obrero (098)",263,228,13,12,10
"Trabajador independiente (099)",803,787,16,,
"Empleador o patrono (100)",12,8,3,1,
"Trabajador familiar no remunerado (101)",133,130,2,1,
"Trabajador del hogar (102)",16,16,,,
"De 06 a 14 años (104)",21,20,1,,
"Obrero (106)",5,5,,,
"Trabajador independiente (107)",3,2,1,,
"Trabajador familiar no remunerado (109)",13,13,,,
"De 15 a 29 años (112)",479,431,26,12,10
"Empleado (113)",34,16,11,1,6
"Obrero (114)",122,103,6,9,4
"Trabajador independiente (115)",224,219,5,,
"Empleador o patrono (116)",4,1,2,1,
"Trabajador familiar no remunerado (117)",85,82,2,1,
"Trabajador del hogar (118)",10,10,,,
"De 30 a 44 años (120)",440,392,21,9,18
"Empleado (121)",54,26,8,7,13
"Obrero (122)",93,81,5,2,5
"Trabajador independiente (123)",263,256,7,,
"Empleador o patrono (124)",1,,1,,
"Trabajador familiar no remunerado (125)",24,24,,,
"Trabajador del hogar (126)",5,5,,,
"De 45 a 64 años (128)",284,266,6,6,6
"Empleado (129)",15,3,2,5,5
"Obrero (130)",36,32,2,1,1
"Trabajador independiente (131)",220,218,2,,
"Empleador o patrono (132)",3,3,,,
"Trabajador familiar no remunerado (133)",9,9,,,
"Trabajador del hogar (134)",1,1,,,
"De 65 y más años (136)",107,105,1,,1
"Empleado (137)",1,,,,1
"Obrero (138)",7,7,,,
"Trabajador independiente (139)",93,92,1,,
"Empleador o patrono (140)",4,4,,,
"Trabajador familiar no remunerado (141)",2,2,,,
