"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Construcción (050)",3,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",84,82,1,1,
"Comercio al por mayor (053)",8,7,,1,
"Comercio al por menor (054)",76,75,1,,
"Hoteles y restaurantes (055)",80,78,2,,
"Trans., almac. y comunicaciones (056)",11,8,3,,
"Activid.inmobil., empres. y alquileres (058)",7,5,,2,
"Admin.pub. y defensa; p. segur soc.afil (059)",27,,,,27
"Enseñanza (060)",165,62,42,42,19
"Servicios sociales y de salud (061)",23,11,1,2,9
"Otras activ. serv.comun.soc y personales (062)",21,21,,,
"Hogares privados con servicio doméstico (063)",92,92,,,
"Actividad economica no especificada (065)",103,98,4,1,
,,,,,
"URBANA (066)",1670,1192,158,148,172
"Agric., ganadería, caza y silvicultura (067)",574,547,22,5,
"Explotación de minas y canteras (069)",5,3,1,,1
"Industrias manufactureras (070)",85,82,2,1,
"Suministro de electricidad, gas y agua (071)",1,,,1,
"Construcción (072)",130,90,31,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",125,119,3,3,
"Venta, mant.y rep. veh.autom y motoc. (074)",4,3,1,,
"Comercio al por mayor (075)",10,9,,1,
"Comercio al por menor (076)",111,107,2,2,
"Hoteles y restaurantes (077)",55,52,2,,1
"Trans., almac. y comunicaciones (078)",43,30,7,6,
"Intermediación financiera (079)",2,1,,,1
"Activid.inmobil., empres. y alquileres (080)",26,9,8,9,
"Admin.pub. y defensa; p. segur soc.afil (081)",117,,,,117
"Enseñanza (082)",282,68,73,107,34
"Servicios sociales y de salud (083)",41,22,1,2,16
"Otras activ. serv.comun.soc y personales (084)",33,26,4,3,
"Hogares privados con servicio doméstico (085)",73,73,,,
"Actividad economica no especificada (087)",78,70,4,2,2
"Hombres (088)",1172,829,116,102,125
"Agric., ganadería, caza y silvicultura (089)",535,512,19,4,
"Explotación de minas y canteras (091)",5,3,1,,1
"Industrias manufactureras (092)",61,58,2,1,
"Suministro de electricidad, gas y agua (093)",1,,,1,
"Construcción (094)",127,87,31,9,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",60,56,2,2,
"Venta, mant.y rep. veh.autom y motoc. (096)",4,3,1,,
"Comercio al por mayor (097)",2,2,,,
"Comercio al por menor (098)",54,51,1,2,
"Hoteles y restaurantes (099)",7,6,,,1
"Trans., almac. y comunicaciones (100)",33,22,5,6,
"Intermediación financiera (101)",2,1,,,1
"Activid.inmobil., empres. y alquileres (102)",20,5,8,7,
"Admin.pub. y defensa; p. segur soc.afil (103)",91,,,,91
"Enseñanza (104)",152,23,40,68,21
"Servicios sociales y de salud (105)",19,11,,,8
"Otras activ. serv.comun.soc y personales (106)",14,7,4,3,
"Hogares privados con servicio doméstico (107)",5,5,,,
"Actividad economica no especificada (109)",40,33,4,1,2
"Mujeres (110)",498,363,42,46,47
"Agric., ganadería, caza y silvicultura (111)",39,35,3,1,
"Industrias manufactureras (114)",24,24,,,
"Construcción (116)",3,3,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",65,63,1,1,
"Comercio al por mayor (119)",8,7,,1,
"Comercio al por menor (120)",57,56,1,,
"Hoteles y restaurantes (121)",48,46,2,,
"Trans., almac. y comunicaciones (122)",10,8,2,,
"Activid.inmobil., empres. y alquileres (124)",6,4,,2,
"Admin.pub. y defensa; p. segur soc.afil (125)",26,,,,26
"Enseñanza (126)",130,45,33,39,13
"Servicios sociales y de salud (127)",22,11,1,2,8
"Otras activ. serv.comun.soc y personales (128)",19,19,,,
"Hogares privados con servicio doméstico (129)",68,68,,,
"Actividad economica no especificada (131)",38,37,,1,
,,,,,
"RURAL (132)",2586,2484,58,18,26
"Agric., ganadería, caza y silvicultura (133)",2067,2048,14,5,
"Explotación de minas y canteras (135)",14,8,4,2,
"Industrias manufactureras (136)",36,35,1,,
"Construcción (138)",94,80,12,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",52,52,,,
"Venta, mant.y rep. veh.autom y motoc. (140)",1,1,,,
"Comercio al por mayor (141)",2,2,,,
"Comercio al por menor (142)",49,49,,,
"Hoteles y restaurantes (143)",33,33,,,
"Trans., almac. y comunicaciones (144)",11,9,1,,1
"Activid.inmobil., empres. y alquileres (146)",2,1,,1,
"Admin.pub. y defensa; p. segur soc.afil (147)",5,,,,5
"Enseñanza (148)",84,41,18,8,17
"Servicios sociales y de salud (149)",4,2,,,2
"Otras activ. serv.comun.soc y personales (150)",3,3,,,
"Hogares privados con servicio doméstico (151)",32,32,,,
"Actividad economica no especificada (153)",149,140,8,,1
"Hombres (154)",2284,2207,44,15,18
"Agric., ganadería, caza y silvicultura (155)",1955,1936,14,5,
"Explotación de minas y canteras (157)",14,8,4,2,
"Industrias manufactureras (158)",27,26,1,,
"Construcción (160)",94,80,12,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",33,33,,,
"Venta, mant.y rep. veh.autom y motoc. (162)",1,1,,,
"Comercio al por mayor (163)",2,2,,,
"Comercio al por menor (164)",30,30,,,
"Hoteles y restaurantes (165)",1,1,,,
"Trans., almac. y comunicaciones (166)",10,9,,,1
"Activid.inmobil., empres. y alquileres (168)",1,,,1,
"Admin.pub. y defensa; p. segur soc.afil (169)",4,,,,4
"Enseñanza (170)",49,24,9,5,11
"Servicios sociales y de salud (171)",3,2,,,1
"Otras activ. serv.comun.soc y personales (172)",1,1,,,
"Hogares privados con servicio doméstico (173)",8,8,,,
"Actividad economica no especificada (175)",84,79,4,,1
"Mujeres (176)",302,277,14,3,8
"Agric., ganadería, caza y silvicultura (177)",112,112,,,
"Industrias manufactureras (180)",9,9,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",19,19,,,
"Comercio al por menor (186)",19,19,,,
"Hoteles y restaurantes (187)",32,32,,,
"Trans., almac. y comunicaciones (188)",1,,1,,
"Activid.inmobil., empres. y alquileres (190)",1,1,,,
"Admin.pub. y defensa; p. segur soc.afil (191)",1,,,,1
"Enseñanza (192)",35,17,9,3,6
"Servicios sociales y de salud (193)",1,,,,1
"Otras activ. serv.comun.soc y personales (194)",2,2,,,
"Hogares privados con servicio doméstico (195)",24,24,,,
"Actividad economica no especificada (197)",65,61,4,,
