"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Pensionista (045)",74,1,,14,35,4,2,5,13
"Otro(a) no pariente (046)",1111,79,9,208,413,77,73,94,158
"Hombres (048)",28667,2452,870,9665,10030,846,1181,1344,2279
"Jefe o Jefa (049)",11398,524,10,3604,3969,387,824,505,1575
"Esposa(o)/ compa¤era(o) (050)",775,38,1,202,323,39,30,45,97
"Hijo(a)/ hijastro(a) (051)",12664,1465,715,4714,4387,260,200,586,337
"Yerno/ nuera (052)",329,1,,31,142,20,36,27,72
"Nieto(a) (053)",844,196,97,343,173,7,1,20,7
"Padres/ suegros (054)",186,64,1,88,24,2,2,1,4
"Otro(a) pariente (055)",1829,140,42,563,757,83,48,106,90
"Trabajador(a) del hogar (056)",23,,,9,10,3,,1,
"Pensionista (057)",34,1,,7,16,2,1,2,5
"Otro(a) no pariente (058)",585,23,4,104,229,43,39,51,92
"Mujeres (060)",30828,5705,858,10293,8758,839,1021,1258,2096
"Jefe o Jefa (061)",4869,1354,8,1309,1110,151,232,193,512
"Esposa(o)/ compa¤era(o) (062)",9368,1827,15,3144,2424,248,500,284,926
"Hijo(a)/ hijastro(a) (063)",12336,1533,702,4673,3913,301,194,598,422
"Yerno/ nuera (064)",324,6,,36,167,18,18,29,50
"Nieto(a) (065)",762,193,76,310,152,6,2,18,5
"Padres/ suegros (066)",591,455,,104,21,,4,1,6
"Otro(a) pariente (067)",1821,264,52,547,672,65,33,87,101
"Trabajador(a) del hogar (068)",191,17,,59,96,14,3,2,
"Pensionista (069)",40,,,7,19,2,1,3,8
"Otro(a) no pariente (070)",526,56,5,104,184,34,34,43,66
,,,,,,,,,
"RURAL (072)",73516,19976,2167,33457,16879,373,213,259,192
"Jefe o Jefa (073)",19843,6197,15,9489,3817,78,90,47,110
"Esposa(o)/ compa¤era(o) (074)",13932,6535,27,5670,1635,18,19,15,13
"Hijo(a)/ hijastro(a) (075)",34127,5226,1887,16253,10211,240,86,170,54
"Yerno/ nuera (076)",657,33,,215,371,14,9,10,5
"Nieto(a) (077)",1828,488,165,842,322,6,,4,1
"Padres/ suegros (078)",968,874,,80,14,,,,
"Otro(a) pariente (079)",1975,574,71,827,460,16,8,13,6
"Trabajador(a) del hogar (080)",18,5,,5,8,,,,
"Pensionista (081)",4,,,1,3,,,,
"Otro(a) no pariente (082)",164,44,2,75,38,1,1,,3
"Hombres (084)",35800,6085,1073,17817,10136,227,137,176,149
"Jefe o Jefa (085)",15061,2816,11,8445,3503,66,77,45,98
"Esposa(o)/ compa¤era(o) (086)",524,126,1,231,153,5,1,3,4
"Hijo(a)/ hijastro(a) (087)",17586,2480,943,8067,5773,130,46,110,37
"Yerno/ nuera (088)",320,6,,84,203,10,6,8,3
"Nieto(a) (089)",971,265,88,441,172,2,,2,1
"Padres/ suegros (090)",241,177,,54,10,,,,
"Otro(a) pariente (091)",982,197,29,442,282,13,7,8,4
"Trabajador(a) del hogar (092)",5,,,,5,,,,
"Pensionista (093)",4,,,1,3,,,,
"Otro(a) no pariente (094)",106,18,1,52,32,1,,,2
"Mujeres (096)",37716,13891,1094,15640,6743,146,76,83,43
"Jefe o Jefa (097)",4782,3381,4,1044,314,12,13,2,12
"Esposa(o)/ compa¤era(o) (098)",13408,6409,26,5439,1482,13,18,12,9
"Hijo(a)/ hijastro(a) (099)",16541,2746,944,8186,4438,110,40,60,17
"Yerno/ nuera (100)",337,27,,131,168,4,3,2,2
"Nieto(a) (101)",857,223,77,401,150,4,,2,
"Padres/ suegros (102)",727,697,,26,4,,,,
"Otro(a) pariente (103)",993,377,42,385,178,3,1,5,2
"Trabajador(a) del hogar (104)",13,5,,5,3,,,,
"Otro(a) no pariente (106)",58,26,1,23,6,,1,,1
