"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",58,53,4,1,
"Empleado (057)",3,2,1,,
"Obrero (058)",11,9,1,1,
"Trabajador independiente (059)",13,12,1,,
"Trabajador familiar no remunerado (061)",24,23,1,,
"Trabajador del hogar (062)",7,7,,,
"De 15 a 29 años (064)",1581,834,112,123,512
"Empleado (065)",439,154,34,43,208
"Obrero (066)",643,208,54,78,303
"Trabajador independiente (067)",329,308,21,,
"Empleador o patrono (068)",4,,1,2,1
"Trabajador familiar no remunerado (069)",96,94,2,,
"Trabajador del hogar (070)",70,70,,,
"De 30 a 44 años (072)",2127,1000,160,233,734
"Empleado (073)",742,178,88,160,316
"Obrero (074)",691,154,53,71,413
"Trabajador independiente (075)",577,559,18,,
"Empleador o patrono (076)",10,7,,1,2
"Trabajador familiar no remunerado (077)",62,57,1,1,3
"Trabajador del hogar (078)",45,45,,,
"De 45 a 64 años (080)",1216,739,86,115,276
"Empleado (081)",352,88,51,84,129
"Obrero (082)",294,96,20,31,147
"Trabajador independiente (083)",497,484,13,,
"Empleador o patrono (084)",9,9,,,
"Trabajador familiar no remunerado (085)",52,50,2,,
"Trabajador del hogar (086)",12,12,,,
"De 65 y más años (088)",279,251,6,9,13
"Empleado (089)",21,9,1,1,10
"Obrero (090)",41,29,1,8,3
"Trabajador independiente (091)",187,183,4,,
"Empleador o patrono (092)",2,2,,,
"Trabajador familiar no remunerado (093)",25,25,,,
"Trabajador del hogar (094)",3,3,,,
,,,,,
"RURAL (096)",10160,7572,362,323,1903
"Empleado (097)",786,120,44,89,533
"Obrero (098)",2407,630,199,212,1366
"Trabajador independiente (099)",5271,5191,80,,
"Empleador o patrono (100)",71,54,11,5,1
"Trabajador familiar no remunerado (101)",1447,1399,28,17,3
"Trabajador del hogar (102)",178,178,,,
"De 06 a 14 años (104)",174,170,4,,
"Empleado (105)",1,1,,,
"Obrero (106)",8,7,1,,
"Trabajador independiente (107)",28,28,,,
"Trabajador familiar no remunerado (109)",132,129,3,,
"Trabajador del hogar (110)",5,5,,,
"De 15 a 29 años (112)",3618,2631,165,123,699
"Empleado (113)",253,52,14,23,164
"Obrero (114)",1049,328,98,90,533
"Trabajador independiente (115)",1316,1283,33,,
"Empleador o patrono (116)",15,14,,1,
"Trabajador familiar no remunerado (117)",908,877,20,9,2
"Trabajador del hogar (118)",77,77,,,
"De 30 a 44 años (120)",3420,2232,134,144,910
"Empleado (121)",410,44,26,50,290
"Obrero (122)",941,166,71,86,618
"Trabajador independiente (123)",1778,1749,29,,
"Empleador o patrono (124)",23,15,4,3,1
"Trabajador familiar no remunerado (125)",226,216,4,5,1
"Trabajador del hogar (126)",42,42,,,
"De 45 a 64 años (128)",2081,1690,49,55,287
"Empleado (129)",115,21,4,16,74
"Obrero (130)",371,98,25,35,213
"Trabajador independiente (131)",1411,1396,15,,
"Empleador o patrono (132)",19,14,4,1,
"Trabajador familiar no remunerado (133)",131,127,1,3,
"Trabajador del hogar (134)",34,34,,,
"De 65 y más años (136)",867,849,10,1,7
"Empleado (137)",7,2,,,5
"Obrero (138)",38,31,4,1,2
"Trabajador independiente (139)",738,735,3,,
"Empleador o patrono (140)",14,11,3,,
"Trabajador familiar no remunerado (141)",50,50,,,
"Trabajador del hogar (142)",20,20,,,
