"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"De 06 a 14 años (056)",134,126,6,2,
"Empleado (057)",24,20,3,1,
"Obrero (058)",8,7,,1,
"Trabajador independiente (059)",37,37,,,
"Trabajador familiar no remunerado (061)",50,47,3,,
"Trabajador del hogar (062)",15,15,,,
"De 15 a 29 años (064)",2502,1714,175,122,491
"Empleado (065)",625,262,83,79,201
"Obrero (066)",594,236,39,39,280
"Trabajador independiente (067)",892,852,40,,
"Empleador o patrono (068)",26,17,2,1,6
"Trabajador familiar no remunerado (069)",219,201,11,3,4
"Trabajador del hogar (070)",146,146,,,
"De 30 a 44 años (072)",2989,1750,325,243,671
"Empleado (073)",1087,318,247,208,314
"Obrero (074)",616,196,34,34,352
"Trabajador independiente (075)",1075,1040,35,,
"Empleador o patrono (076)",23,17,3,1,2
"Trabajador familiar no remunerado (077)",140,131,6,,3
"Trabajador del hogar (078)",48,48,,,
"De 45 a 64 años (080)",1751,1251,113,132,255
"Empleado (081)",403,97,54,106,146
"Obrero (082)",300,151,18,23,108
"Trabajador independiente (083)",885,855,30,,
"Empleador o patrono (084)",25,18,4,3,
"Trabajador familiar no remunerado (085)",101,93,7,,1
"Trabajador del hogar (086)",37,37,,,
"De 65 y más años (088)",400,368,14,6,12
"Empleado (089)",22,9,2,3,8
"Obrero (090)",42,31,4,3,4
"Trabajador independiente (091)",276,270,6,,
"Empleador o patrono (092)",5,4,1,,
"Trabajador familiar no remunerado (093)",51,50,1,,
"Trabajador del hogar (094)",4,4,,,
,,,,,
"RURAL (096)",34757,33790,501,214,252
"Empleado (097)",399,162,91,53,93
"Obrero (098)",3236,2754,173,154,155
"Trabajador independiente (099)",22229,22070,159,,
"Empleador o patrono (100)",53,43,5,2,3
"Trabajador familiar no remunerado (101)",8678,8599,73,5,1
"Trabajador del hogar (102)",162,162,,,
"De 06 a 14 años (104)",756,748,6,1,1
"Empleado (105)",2,1,,,1
"Obrero (106)",31,28,2,1,
"Trabajador independiente (107)",246,246,,,
"Trabajador familiar no remunerado (109)",471,467,4,,
"Trabajador del hogar (110)",6,6,,,
"De 15 a 29 años (112)",13229,12820,212,94,103
"Empleado (113)",158,68,31,18,41
"Obrero (114)",1417,1195,88,72,62
"Trabajador independiente (115)",7552,7508,44,,
"Empleador o patrono (116)",10,10,,,
"Trabajador familiar no remunerado (117)",4022,3969,49,4,
"Trabajador del hogar (118)",70,70,,,
"De 30 a 44 años (120)",10151,9787,178,91,95
"Empleado (121)",180,72,43,29,36
"Obrero (122)",1004,834,54,59,57
"Trabajador independiente (123)",6816,6755,61,,
"Empleador o patrono (124)",22,14,4,2,2
"Trabajador familiar no remunerado (125)",2088,2071,16,1,
"Trabajador del hogar (126)",41,41,,,
"De 45 a 64 años (128)",7443,7275,93,26,49
"Empleado (129)",54,18,17,6,13
"Obrero (130)",634,552,27,20,35
"Trabajador independiente (131)",5141,5097,44,,
"Empleador o patrono (132)",14,12,1,,1
"Trabajador familiar no remunerado (133)",1567,1563,4,,
"Trabajador del hogar (134)",33,33,,,
"De 65 y más años (136)",3178,3160,12,2,4
"Empleado (137)",5,3,,,2
"Obrero (138)",150,145,2,2,1
"Trabajador independiente (139)",2474,2464,10,,
"Empleador o patrono (140)",7,7,,,
"Trabajador familiar no remunerado (141)",530,529,,,1
"Trabajador del hogar (142)",12,12,,,
