"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",6775,493,156,1464,2182,617,617,687,559
"Trabajador(a) del hogar (044)",309,20,6,117,127,16,9,9,5
"Pensionista (045)",155,1,,12,45,25,16,22,34
"Otro(a) no pariente (046)",1968,124,15,301,580,185,218,252,293
"Hombres (048)",48717,3208,1468,11554,14404,2959,4559,4353,6212
"Jefe o Jefa (049)",18792,517,8,3642,5522,1195,2678,1342,3888
"Esposa(o)/ compa¤era(o) (050)",1415,41,2,230,497,107,193,130,215
"Hijo(a)/ hijastro(a) (051)",20394,1862,1122,5744,6058,1044,1065,2160,1339
"Yerno/ nuera (052)",935,6,1,47,283,95,176,111,216
"Nieto(a) (053)",2258,464,237,865,476,66,22,102,26
"Padres/ suegros (054)",428,90,,218,56,8,21,4,31
"Otro(a) pariente (055)",3417,187,89,679,1138,339,307,364,314
"Trabajador(a) del hogar (056)",20,1,,6,10,1,,1,1
"Pensionista (057)",86,,,7,28,13,8,13,17
"Otro(a) no pariente (058)",972,40,9,116,336,91,89,126,165
"Mujeres (060)",52340,6396,1394,13655,13522,2902,5583,3611,5277
"Jefe o Jefa (061)",8649,1277,5,2054,1979,531,1255,481,1067
"Esposa(o)/ compa¤era(o) (062)",15028,1751,27,3688,3879,738,2242,652,2051
"Hijo(a)/ hijastro(a) (063)",19793,1859,1032,5601,5425,1084,1409,1824,1559
"Yerno/ nuera (064)",852,19,,86,284,93,153,87,130
"Nieto(a) (065)",2186,491,251,789,429,48,35,97,46
"Padres/ suegros (066)",1120,589,,351,104,9,33,4,30
"Otro(a) pariente (067)",3358,306,67,785,1044,278,310,323,245
"Trabajador(a) del hogar (068)",289,19,6,111,117,15,9,8,4
"Pensionista (069)",69,1,,5,17,12,8,9,17
"Otro(a) no pariente (070)",996,84,6,185,244,94,129,126,128
,,,,,,,,,
"RURAL (072)",35707,8714,916,16288,8340,498,444,260,247
"Jefe o Jefa (073)",9683,2593,2,4590,2126,86,133,48,105
"Esposa(o)/ compa¤era(o) (074)",6738,2805,5,2911,868,35,63,19,32
"Hijo(a)/ hijastro(a) (075)",15335,2226,736,7200,4459,311,187,144,72
"Yerno/ nuera (076)",545,33,1,181,264,23,20,11,12
"Nieto(a) (077)",1691,416,135,804,298,11,7,17,3
"Padres/ suegros (078)",434,330,,96,7,,1,,
"Otro(a) pariente (079)",1159,292,36,469,281,28,24,16,13
"Trabajador(a) del hogar (080)",10,3,,,6,1,,,
"Pensionista (081)",11,,,1,4,1,,3,2
"Otro(a) no pariente (082)",101,16,1,36,27,2,9,2,8
"Hombres (084)",17547,2654,460,8250,5265,301,281,175,161
"Jefe o Jefa (085)",7290,1224,2,3835,1904,76,119,43,87
"Esposa(o)/ compa¤era(o) (086)",411,46,,211,130,7,11,1,5
"Hijo(a)/ hijastro(a) (087)",7910,1003,369,3417,2689,180,109,96,47
"Yerno/ nuera (088)",282,12,,71,152,14,15,7,11
"Nieto(a) (089)",888,216,72,396,180,6,3,14,1
"Padres/ suegros (090)",114,55,,53,5,,1,,
"Otro(a) pariente (091)",584,88,16,249,184,15,16,10,6
"Trabajador(a) del hogar (092)",3,,,,3,,,,
"Pensionista (093)",9,,,,4,1,,3,1
"Otro(a) no pariente (094)",56,10,1,18,14,2,7,1,3
"Mujeres (096)",18160,6060,456,8038,3075,197,163,85,86
"Jefe o Jefa (097)",2393,1369,,755,222,10,14,5,18
"Esposa(o)/ compa¤era(o) (098)",6327,2759,5,2700,738,28,52,18,27
"Hijo(a)/ hijastro(a) (099)",7425,1223,367,3783,1770,131,78,48,25
"Yerno/ nuera (100)",263,21,1,110,112,9,5,4,1
"Nieto(a) (101)",803,200,63,408,118,5,4,3,2
"Padres/ suegros (102)",320,275,,43,2,,,,
"Otro(a) pariente (103)",575,204,20,220,97,13,8,6,7
"Trabajador(a) del hogar (104)",7,3,,,3,1,,,
"Pensionista (105)",2,,,1,,,,,1
"Otro(a) no pariente (106)",45,6,,18,13,,2,1,5
