"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Superior univ. incompleta (057)",55,41,4,3,7
"Superior univ. completa (058)",169,119,14,15,21
,,,,,
"URBANA (060)",41493,26522,4392,4756,5823
"Sin nivel (061)",1371,1269,59,22,21
"Educación inicial (062)",39,35,3,1,
"Primaria (063)",5866,5180,334,210,142
"Secundaria (064)",11503,8969,1111,720,703
"Superior no univ. incompleta (065)",3021,2054,379,282,306
"Superior no univ. completa (066)",6987,3477,903,1292,1315
"Superior univ. incompleta (067)",3786,2214,485,475,612
"Superior univ. completa (068)",8920,3324,1118,1754,2724
"De 06 a 14 años (070)",386,357,22,5,2
"Sin nivel (071)",6,6,,,
"Educación inicial (072)",5,4,1,,
"Primaria (073)",216,202,12,2,
"Secundaria (074)",159,145,9,3,2
"De 15 a 29 años (080)",13294,8917,1724,1376,1277
"Sin nivel (081)",71,66,2,3,
"Educación inicial (082)",16,14,2,,
"Primaria (083)",856,745,49,41,21
"Secundaria (084)",4836,3774,571,308,183
"Superior no univ. incompleta (085)",1528,1086,215,136,91
"Superior no univ. completa (086)",1966,1142,301,275,248
"Superior univ. incompleta (087)",1992,1267,274,227,224
"Superior univ. completa (088)",2029,823,310,386,510
"De 30 a 44 años (090)",15924,9216,1715,2268,2725
"Sin nivel (091)",311,274,19,9,9
"Educación inicial (092)",18,17,,1,
"Primaria (093)",1675,1449,111,76,39
"Secundaria (094)",3822,3006,314,229,273
"Superior no univ. incompleta (095)",1001,660,123,96,122
"Superior no univ. completa (096)",3480,1610,439,749,682
"Superior univ. incompleta (097)",1185,625,147,176,237
"Superior univ. completa (098)",4432,1575,562,932,1363
"De 45 a 64 años (100)",10085,6433,850,1050,1752
"Sin nivel (101)",633,585,31,10,7
"Primaria (103)",2304,2032,131,72,69
"Secundaria (104)",2416,1810,203,170,233
"Superior no univ. incompleta (105)",448,273,39,47,89
"Superior no univ. completa (106)",1428,634,153,261,380
"Superior univ. incompleta (107)",558,285,60,69,144
"Superior univ. completa (108)",2298,814,233,421,830
"De 65 y más años (110)",1804,1599,81,57,67
"Sin nivel (111)",350,338,7,,5
"Primaria (113)",815,752,31,19,13
"Secundaria (114)",270,234,14,10,12
"Superior no univ. incompleta (115)",44,35,2,3,4
"Superior no univ. completa (116)",113,91,10,7,5
"Superior univ. incompleta (117)",51,37,4,3,7
"Superior univ. completa (118)",161,112,13,15,21
,,,,,
"RURAL (120)",11012,9737,649,374,252
"Sin nivel (121)",1767,1697,52,12,6
"Educación inicial (122)",11,10,1,,
"Primaria (123)",4813,4486,189,82,56
"Secundaria (124)",3531,3027,259,137,108
"Superior no univ. incompleta (125)",210,158,24,18,10
"Superior no univ. completa (126)",353,187,70,58,38
"Superior univ. incompleta (127)",122,74,26,18,4
"Superior univ. completa (128)",205,98,28,49,30
"De 06 a 14 años (130)",141,138,2,1,
"Sin nivel (131)",12,12,,,
"Educación inicial (132)",4,4,,,
"Primaria (133)",83,81,1,1,
"Secundaria (134)",42,41,1,,
"De 15 a 29 años (140)",3443,2944,268,131,100
"Sin nivel (141)",152,146,4,2,
"Educación inicial (142)",5,5,,,
"Primaria (143)",1068,1006,39,16,7
"Secundaria (144)",1809,1538,156,58,57
"Superior no univ. incompleta (145)",127,97,15,8,7
"Superior no univ. completa (146)",151,86,28,22,15
"Superior univ. incompleta (147)",67,38,17,10,2
"Superior univ. completa (148)",64,28,9,15,12
"De 30 a 44 años (150)",3427,2977,204,150,96
"Sin nivel (151)",425,407,13,4,1
"Educación inicial (152)",2,1,1,,
"Primaria (153)",1503,1399,60,27,17
"Secundaria (154)",1150,987,72,51,40
"Superior no univ. incompleta (155)",65,46,8,8,3
"Superior no univ. completa (156)",146,69,34,25,18
"Superior univ. incompleta (157)",38,23,6,7,2
"Superior univ. completa (158)",98,45,10,28,15
"De 45 a 64 años (160)",2744,2462,146,85,51
"Sin nivel (161)",681,649,24,5,3
"Primaria (163)",1494,1358,73,34,29
"Secundaria (164)",456,390,29,26,11
"Superior no univ. incompleta (165)",15,12,1,2,
"Superior no univ. completa (166)",50,26,8,11,5
"Superior univ. incompleta (167)",13,9,3,1,
"Superior univ. completa (168)",35,18,8,6,3
"De 65 y más años (170)",1257,1216,29,7,5
"Sin nivel (171)",497,483,11,1,2
"Primaria (173)",665,642,16,4,3
"Secundaria (174)",74,71,1,2,
"Superior no univ. incompleta (175)",3,3,,,
"Superior no univ. completa (176)",6,6,,,
"Superior univ. incompleta (177)",4,4,,,
"Superior univ. completa (178)",8,7,1,,
