"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",8982,859,287,4499,2509,200,307,108,213
"Jefe o Jefa (049)",3852,169,1,2130,1009,112,212,58,161
"Esposa(o)/ compa¤era(o) (050)",115,12,,63,31,1,2,,6
"Hijo(a)/ hijastro(a) (051)",3851,491,237,1780,1176,64,45,39,19
"Yerno/ nuera (052)",95,,,32,36,5,16,,6
"Nieto(a) (053)",371,86,32,171,77,2,2,,1
"Padres/ suegros (054)",65,20,,41,4,,,,
"Otro(a) pariente (055)",495,71,17,227,136,11,18,5,10
"Trabajador(a) del hogar (056)",4,,,2,2,,,,
"Pensionista (057)",12,,,4,3,,1,1,3
"Otro(a) no pariente (058)",122,10,,49,35,5,11,5,7
"Mujeres (060)",9215,1610,326,4444,2052,168,387,67,161
"Jefe o Jefa (061)",1245,310,2,599,173,25,88,5,43
"Esposa(o)/ compa¤era(o) (062)",3257,416,5,1791,723,67,161,19,75
"Hijo(a)/ hijastro(a) (063)",3484,524,257,1563,944,53,89,25,29
"Yerno/ nuera (064)",83,2,,23,34,7,9,6,2
"Nieto(a) (065)",359,96,42,161,51,3,3,3,
"Padres/ suegros (066)",237,137,,94,3,,3,,
"Otro(a) pariente (067)",420,107,19,169,86,4,22,6,7
"Trabajador(a) del hogar (068)",42,1,,27,10,3,1,,
"Pensionista (069)",7,,,,5,1,1,,
"Otro(a) no pariente (070)",81,17,1,17,23,5,10,3,5
,,,,,,,,,
"RURAL (072)",26627,4543,834,16423,4227,110,299,100,91
"Jefe o Jefa (073)",6740,871,6,4648,938,39,141,48,49
"Esposa(o)/ compa¤era(o) (074)",4868,877,2,3334,554,23,53,10,15
"Hijo(a)/ hijastro(a) (075)",11911,1970,699,6828,2299,31,47,29,8
"Yerno/ nuera (076)",260,6,2,148,91,1,9,2,1
"Nieto(a) (077)",1110,289,97,596,118,3,6,1,
"Padres/ suegros (078)",310,180,,126,3,,,1,
"Otro(a) pariente (079)",1124,281,26,615,171,4,18,7,2
"Trabajador(a) del hogar (080)",18,5,,11,2,,,,
"Pensionista (081)",42,1,,4,17,4,11,1,4
"Otro(a) no pariente (082)",244,63,2,113,34,5,14,1,12
"Hombres (084)",14145,1862,430,8988,2506,68,162,75,54
"Jefe o Jefa (085)",5492,476,5,3971,833,31,104,39,33
"Esposa(o)/ compa¤era(o) (086)",244,27,,160,44,4,5,2,2
"Hijo(a)/ hijastro(a) (087)",6671,976,365,3905,1349,21,25,24,6
"Yerno/ nuera (088)",114,3,1,56,48,1,3,1,1
"Nieto(a) (089)",600,158,42,314,78,3,4,1,
"Padres/ suegros (090)",102,36,,62,3,,,1,
"Otro(a) pariente (091)",713,143,15,425,113,2,8,6,1
"Trabajador(a) del hogar (092)",7,2,,4,1,,,,
"Pensionista (093)",27,,,4,12,2,5,,4
"Otro(a) no pariente (094)",175,41,2,87,25,4,8,1,7
"Mujeres (096)",12482,2681,404,7435,1721,42,137,25,37
"Jefe o Jefa (097)",1248,395,1,677,105,8,37,9,16
"Esposa(o)/ compa¤era(o) (098)",4624,850,2,3174,510,19,48,8,13
"Hijo(a)/ hijastro(a) (099)",5240,994,334,2923,950,10,22,5,2
"Yerno/ nuera (100)",146,3,1,92,43,,6,1,
"Nieto(a) (101)",510,131,55,282,40,,2,,
"Padres/ suegros (102)",208,144,,64,,,,,
"Otro(a) pariente (103)",411,138,11,190,58,2,10,1,1
"Trabajador(a) del hogar (104)",11,3,,7,1,,,,
"Pensionista (105)",15,1,,,5,2,6,1,
"Otro(a) no pariente (106)",69,22,,26,9,1,6,,5
