"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Actividad economica no especificada (043)",180,116,14,24,26
"Mujeres (044)",19357,18609,281,189,278
"Agric., ganadería, caza y silvicultura (045)",9532,9486,39,5,2
"Pesca (046)",3,1,2,,
"Explotación de minas y canteras (047)",136,13,1,14,108
"Industrias manufactureras (048)",7029,7009,15,2,3
"Suministro de electricidad, gas y agua (049)",2,1,,1,
"Construcción (050)",13,7,3,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",851,829,19,3,
"Venta, mant.y rep. veh.autom y motoc. (052)",4,4,,,
"Comercio al por mayor (053)",15,15,,,
"Comercio al por menor (054)",832,810,19,3,
"Hoteles y restaurantes (055)",228,217,6,,5
"Trans., almac. y comunicaciones (056)",15,14,,,1
"Intermediación financiera (057)",4,1,,,3
"Activid.inmobil., empres. y alquileres (058)",35,15,8,5,7
"Admin.pub. y defensa; p. segur soc.afil (059)",53,,,,53
"Enseñanza (060)",581,260,173,140,8
"Servicios sociales y de salud (061)",103,15,1,4,83
"Otras activ. serv.comun.soc y personales (062)",121,108,4,7,2
"Hogares privados con servicio doméstico (063)",399,399,,,
"Actividad economica no especificada (065)",252,234,10,6,2
,,,,,
"URBANA (066)",7776,5209,633,505,1429
"Agric., ganadería, caza y silvicultura (067)",1762,1674,69,13,6
"Pesca (068)",1,1,,,
"Explotación de minas y canteras (069)",1008,28,18,32,930
"Industrias manufactureras (070)",708,673,27,6,2
"Suministro de electricidad, gas y agua (071)",16,5,,9,2
"Construcción (072)",286,182,46,46,12
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",1104,1047,49,5,3
"Venta, mant.y rep. veh.autom y motoc. (074)",68,59,6,,3
"Comercio al por mayor (075)",34,32,1,1,
"Comercio al por menor (076)",1002,956,42,4,
"Hoteles y restaurantes (077)",205,191,12,,2
"Trans., almac. y comunicaciones (078)",419,349,22,32,16
"Intermediación financiera (079)",13,4,3,,6
"Activid.inmobil., empres. y alquileres (080)",85,42,14,14,15
"Admin.pub. y defensa; p. segur soc.afil (081)",239,,,,239
"Enseñanza (082)",1077,404,330,313,30
"Servicios sociales y de salud (083)",190,38,6,7,139
"Otras activ. serv.comun.soc y personales (084)",167,130,19,16,2
"Hogares privados con servicio doméstico (085)",250,250,,,
"Actividad economica no especificada (087)",246,191,18,12,25
"Hombres (088)",5289,3344,429,342,1174
"Agric., ganadería, caza y silvicultura (089)",1555,1474,66,11,4
"Pesca (090)",1,1,,,
"Explotación de minas y canteras (091)",895,25,17,27,826
"Industrias manufactureras (092)",398,366,24,6,2
"Suministro de electricidad, gas y agua (093)",14,4,,8,2
"Construcción (094)",280,181,44,44,11
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",581,543,32,3,3
"Venta, mant.y rep. veh.autom y motoc. (096)",64,55,6,,3
"Comercio al por mayor (097)",24,22,1,1,
"Comercio al por menor (098)",493,466,25,2,
"Hoteles y restaurantes (099)",61,52,8,,1
"Trans., almac. y comunicaciones (100)",410,340,22,32,16
"Intermediación financiera (101)",9,3,3,,3
"Activid.inmobil., empres. y alquileres (102)",57,30,7,11,9
"Admin.pub. y defensa; p. segur soc.afil (103)",191,,,,191
"Enseñanza (104)",560,182,177,179,22
"Servicios sociales y de salud (105)",91,23,5,3,60
"Otras activ. serv.comun.soc y personales (106)",75,50,15,9,1
"Hogares privados con servicio doméstico (107)",7,7,,,
"Actividad economica no especificada (109)",104,63,9,9,23
"Mujeres (110)",2487,1865,204,163,255
"Agric., ganadería, caza y silvicultura (111)",207,200,3,2,2
"Explotación de minas y canteras (113)",113,3,1,5,104
"Industrias manufactureras (114)",310,307,3,,
"Suministro de electricidad, gas y agua (115)",2,1,,1,
"Construcción (116)",6,1,2,2,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",523,504,17,2,
"Venta, mant.y rep. veh.autom y motoc. (118)",4,4,,,
"Comercio al por mayor (119)",10,10,,,
"Comercio al por menor (120)",509,490,17,2,
"Hoteles y restaurantes (121)",144,139,4,,1
"Trans., almac. y comunicaciones (122)",9,9,,,
"Intermediación financiera (123)",4,1,,,3
"Activid.inmobil., empres. y alquileres (124)",28,12,7,3,6
"Admin.pub. y defensa; p. segur soc.afil (125)",48,,,,48
"Enseñanza (126)",517,222,153,134,8
"Servicios sociales y de salud (127)",99,15,1,4,79
"Otras activ. serv.comun.soc y personales (128)",92,80,4,7,1
"Hogares privados con servicio doméstico (129)",243,243,,,
"Actividad economica no especificada (131)",142,128,9,3,2
,,,,,
"RURAL (132)",34757,33790,501,214,252
"Agric., ganadería, caza y silvicultura (133)",24683,24402,242,32,7
"Pesca (134)",3,1,2,,
"Explotación de minas y canteras (135)",387,121,32,81,153
"Industrias manufactureras (136)",8010,7953,44,8,5
"Suministro de electricidad, gas y agua (137)",5,,,4,1
"Construcción (138)",191,126,47,13,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",526,512,13,1,
"Venta, mant.y rep. veh.autom y motoc. (140)",3,3,,,
"Comercio al por mayor (141)",11,11,,,
"Comercio al por menor (142)",512,498,13,1,
"Hoteles y restaurantes (143)",98,85,4,1,8
"Trans., almac. y comunicaciones (144)",132,107,12,5,8
"Activid.inmobil., empres. y alquileres (146)",42,8,4,25,5
"Admin.pub. y defensa; p. segur soc.afil (147)",44,,,,44
"Enseñanza (148)",196,96,84,15,1
"Servicios sociales y de salud (149)",21,10,,1,10
"Otras activ. serv.comun.soc y personales (150)",71,48,11,10,2
"Hogares privados con servicio doméstico (151)",162,162,,,
"Actividad economica no especificada (153)",186,159,6,18,3
"Hombres (154)",17887,17046,424,188,229
"Agric., ganadería, caza y silvicultura (155)",15358,15116,206,29,7
"Explotación de minas y canteras (157)",364,111,32,72,149
"Industrias manufactureras (158)",1291,1251,32,6,2
"Suministro de electricidad, gas y agua (159)",5,,,4,1
"Construcción (160)",184,120,46,13,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (161)",198,187,11,,
"Venta, mant.y rep. veh.autom y motoc. (162)",3,3,,,
"Comercio al por mayor (163)",6,6,,,
"Comercio al por menor (164)",189,178,11,,
"Hoteles y restaurantes (165)",14,7,2,1,4
"Trans., almac. y comunicaciones (166)",126,102,12,5,7
"Activid.inmobil., empres. y alquileres (168)",35,5,3,23,4
"Admin.pub. y defensa; p. segur soc.afil (169)",39,,,,39
"Enseñanza (170)",132,58,64,9,1
"Servicios sociales y de salud (171)",17,10,,1,6
"Otras activ. serv.comun.soc y personales (172)",42,20,11,10,1
"Hogares privados con servicio doméstico (173)",6,6,,,
"Actividad economica no especificada (175)",76,53,5,15,3
"Mujeres (176)",16870,16744,77,26,23
"Agric., ganadería, caza y silvicultura (177)",9325,9286,36,3,
"Pesca (178)",3,1,2,,
"Explotación de minas y canteras (179)",23,10,,9,4
"Industrias manufactureras (180)",6719,6702,12,2,3
"Construcción (182)",7,6,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (183)",328,325,2,1,
"Comercio al por mayor (185)",5,5,,,
"Comercio al por menor (186)",323,320,2,1,
"Hoteles y restaurantes (187)",84,78,2,,4
"Trans., almac. y comunicaciones (188)",6,5,,,1
"Activid.inmobil., empres. y alquileres (190)",7,3,1,2,1
"Admin.pub. y defensa; p. segur soc.afil (191)",5,,,,5
"Enseñanza (192)",64,38,20,6,
"Servicios sociales y de salud (193)",4,,,,4
"Otras activ. serv.comun.soc y personales (194)",29,28,,,1
"Hogares privados con servicio doméstico (195)",156,156,,,
"Actividad economica no especificada (197)",110,106,1,3,
