"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (046)",1505,100,315,458,408,224
"Pesca (047)",1,,,,1,
"Industrias manufactureras (049)",29,,11,11,7,
"Suministro de electricidad, gas y agua (050)",1,,,1,,
"Construcción (051)",4,,1,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",170,14,45,67,32,12
"Venta, mant.y rep. veh.autom.y motoc. (053)",3,,2,,1,
"Comercio al por mayor (054)",5,,,4,1,
"Comercio al por menor (055)",162,14,43,63,30,12
"Hoteles y restaurantes (056)",99,3,31,38,22,5
"Trans., almac. y comunicaciones (057)",7,,6,1,,
"Activid.inmobil., empres. y alquileres (059)",21,,4,13,4,
"Admin.pub. y defensa; p. segur.soc.afil (060)",39,,9,24,6,
"Enseñanza (061)",209,,29,147,32,1
"Servicios sociales y de salud (062)",55,,20,33,2,
"Otras activ. serv.comun.soc y personales (063)",19,2,4,9,4,
"Hogares privados con servicio doméstico (064)",79,21,26,18,13,1
"Actividad economica no especificada (066)",64,,12,25,21,6
,,,,,,
"URBANA (067)",2924,165,705,1056,723,275
"Agric., ganadería, caza y silvicultura (068)",1632,122,371,458,442,239
"Pesca (069)",2,,,,2,
"Explotación de minas y canteras (070)",8,,2,5,1,
"Industrias manufactureras (071)",65,1,26,23,13,2
"Suministro de electricidad, gas y agua (072)",8,,,2,6,
"Construcción (073)",121,1,43,45,29,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",235,16,60,92,52,15
"Venta, mant.y rep. veh.autom.y motoc. (075)",13,,7,2,4,
"Comercio al por mayor (076)",10,,1,5,4,
"Comercio al por menor (077)",212,16,52,85,44,15
"Hoteles y restaurantes (078)",89,2,28,34,20,5
"Trans., almac. y comunicaciones (079)",81,5,31,30,15,
"Activid.inmobil., empres. y alquileres (081)",52,,11,27,14,
"Admin.pub. y defensa; p. segur.soc.afil (082)",109,,29,62,15,3
"Enseñanza (083)",298,,33,189,75,1
"Servicios sociales y de salud (084)",79,,26,45,7,1
"Otras activ. serv.comun.soc y personales (085)",43,2,10,21,8,2
"Hogares privados con servicio doméstico (086)",43,16,20,3,4,
"Actividad economica no especificada (088)",59,,15,20,20,4
"Hombres (089)",1673,75,426,574,442,156
"Agric., ganadería, caza y silvicultura (090)",991,60,241,280,271,139
"Pesca (091)",1,,,,1,
"Explotación de minas y canteras (092)",8,,2,5,1,
"Industrias manufactureras (093)",42,1,18,13,8,2
"Suministro de electricidad, gas y agua (094)",7,,,1,6,
"Construcción (095)",119,1,42,44,29,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",93,2,27,36,25,3
"Venta, mant.y rep. veh.autom.y motoc. (097)",10,,5,2,3,
"Comercio al por mayor (098)",7,,1,3,3,
"Comercio al por menor (099)",76,2,21,31,19,3
"Hoteles y restaurantes (100)",10,,5,2,2,1
"Trans., almac. y comunicaciones (101)",75,5,25,30,15,
"Activid.inmobil., empres. y alquileres (103)",32,,7,15,10,
"Admin.pub. y defensa; p. segur.soc.afil (104)",76,,22,41,10,3
"Enseñanza (105)",123,,10,69,44,
"Servicios sociales y de salud (106)",30,,9,15,5,1
"Otras activ. serv.comun.soc y personales (107)",26,,7,13,4,2
"Hogares privados con servicio doméstico (108)",12,6,4,1,1,
"Actividad economica no especificada (110)",28,,7,9,10,2
"Mujeres (112)",1251,90,279,482,281,119
"Agric., ganadería, caza y silvicultura (113)",641,62,130,178,171,100
"Pesca (114)",1,,,,1,
"Industrias manufactureras (116)",23,,8,10,5,
"Suministro de electricidad, gas y agua (117)",1,,,1,,
"Construcción (118)",2,,1,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",142,14,33,56,27,12
"Venta, mant.y rep. veh.autom.y motoc. (120)",3,,2,,1,
"Comercio al por mayor (121)",3,,,2,1,
"Comercio al por menor (122)",136,14,31,54,25,12
"Hoteles y restaurantes (123)",79,2,23,32,18,4
"Trans., almac. y comunicaciones (124)",6,,6,,,
"Activid.inmobil., empres. y alquileres (126)",20,,4,12,4,
"Admin.pub. y defensa; p. segur.soc.afil (127)",33,,7,21,5,
"Enseñanza (128)",175,,23,120,31,1
"Servicios sociales y de salud (129)",49,,17,30,2,
"Otras activ. serv.comun.soc y personales (130)",17,2,3,8,4,
"Hogares privados con servicio doméstico (131)",31,10,16,2,3,
"Actividad economica no especificada (133)",31,,8,11,10,2
,,,,,,
"RURAL (134)",2919,95,656,959,841,368
"Agric., ganadería, caza y silvicultura (135)",2427,77,506,758,729,357
"Explotación de minas y canteras (137)",29,,14,10,5,
"Industrias manufactureras (138)",23,,6,6,10,1
"Suministro de electricidad, gas y agua (139)",7,1,4,1,1,
"Construcción (140)",102,2,40,36,23,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",59,3,25,20,11,
"Venta, mant.y rep. veh.autom.y motoc. (142)",1,,,1,,
"Comercio al por mayor (143)",3,,,2,1,
"Comercio al por menor (144)",55,3,25,17,10,
"Hoteles y restaurantes (145)",24,1,8,8,5,2
"Trans., almac. y comunicaciones (146)",13,,4,8,1,
"Activid.inmobil., empres. y alquileres (148)",13,,5,5,3,
"Admin.pub. y defensa; p. segur.soc.afil (149)",19,,3,10,6,
"Enseñanza (150)",71,,11,46,14,
"Servicios sociales y de salud (151)",12,,5,6,1,
"Otras activ. serv.comun.soc y personales (152)",10,,5,3,2,
"Hogares privados con servicio doméstico (153)",52,11,10,17,12,2
"Actividad economica no especificada (155)",58,,10,25,18,5
"Hombres (156)",1868,45,422,593,570,238
"Agric., ganadería, caza y silvicultura (157)",1563,39,321,478,492,233
"Explotación de minas y canteras (159)",29,,14,10,5,
"Industrias manufactureras (160)",17,,3,5,8,1
"Suministro de electricidad, gas y agua (161)",7,1,4,1,1,
"Construcción (162)",100,2,40,34,23,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",31,3,13,9,6,
"Venta, mant.y rep. veh.autom.y motoc. (164)",1,,,1,,
"Comercio al por mayor (165)",1,,,,1,
"Comercio al por menor (166)",29,3,13,8,5,
"Hoteles y restaurantes (167)",4,,,2,1,1
"Trans., almac. y comunicaciones (168)",12,,4,7,1,
"Activid.inmobil., empres. y alquileres (170)",12,,5,4,3,
"Admin.pub. y defensa; p. segur.soc.afil (171)",13,,1,7,5,
"Enseñanza (172)",37,,5,19,13,
"Servicios sociales y de salud (173)",6,,2,3,1,
"Otras activ. serv.comun.soc y personales (174)",8,,4,2,2,
"Hogares privados con servicio doméstico (175)",4,,,1,2,1
"Actividad economica no especificada (177)",25,,6,11,7,1
"Mujeres (179)",1051,50,234,366,271,130
"Agric., ganadería, caza y silvicultura (180)",864,38,185,280,237,124
"Industrias manufactureras (183)",6,,3,1,2,
"Construcción (185)",2,,,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",28,,12,11,5,
"Comercio al por mayor (188)",2,,,2,,
"Comercio al por menor (189)",26,,12,9,5,
"Hoteles y restaurantes (190)",20,1,8,6,4,1
"Trans., almac. y comunicaciones (191)",1,,,1,,
"Activid.inmobil., empres. y alquileres (193)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",6,,2,3,1,
"Enseñanza (195)",34,,6,27,1,
"Servicios sociales y de salud (196)",6,,3,3,,
"Otras activ. serv.comun.soc y personales (197)",2,,1,1,,
"Hogares privados con servicio doméstico (198)",48,11,10,16,10,1
"Actividad economica no especificada (200)",33,,4,14,11,4
