"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Secundaria (064)",805,674,62,27,42
"Superior no univ. incompleta (065)",96,69,14,2,11
"Superior no univ. completa (066)",128,91,7,16,14
"Superior univ. incompleta (067)",70,45,11,5,9
"Superior univ. completa (068)",198,98,31,30,39
"De 06 a 14 años (070)",25,24,,,1
"Educación inicial (072)",1,1,,,
"Primaria (073)",18,18,,,
"Secundaria (074)",6,5,,,1
"De 15 a 29 años (080)",555,437,48,32,38
"Sin nivel (081)",2,2,,,
"Primaria (083)",109,94,5,7,3
"Secundaria (084)",304,249,27,12,16
"Superior no univ. incompleta (085)",35,27,4,,4
"Superior no univ. completa (086)",41,28,3,4,6
"Superior univ. incompleta (087)",28,23,4,,1
"Superior univ. completa (088)",36,14,5,9,8
"De 30 a 44 años (090)",666,507,59,45,55
"Sin nivel (091)",21,20,,,1
"Educación inicial (092)",1,1,,,
"Primaria (093)",177,163,5,5,4
"Secundaria (094)",250,206,19,12,13
"Superior no univ. incompleta (095)",39,24,8,2,5
"Superior no univ. completa (096)",60,41,2,10,7
"Superior univ. incompleta (097)",30,15,6,3,6
"Superior univ. completa (098)",88,37,19,13,19
"De 45 a 64 años (100)",648,553,41,23,31
"Sin nivel (101)",27,26,1,,
"Primaria (103)",294,267,14,9,4
"Secundaria (104)",211,182,15,3,11
"Superior no univ. incompleta (105)",15,12,1,,2
"Superior no univ. completa (106)",23,18,2,2,1
"Superior univ. incompleta (107)",10,6,1,1,2
"Superior univ. completa (108)",68,42,7,8,11
"De 65 y más años (110)",236,214,16,2,4
"Sin nivel (111)",23,20,2,,1
"Primaria (113)",160,146,12,1,1
"Secundaria (114)",34,32,1,,1
"Superior no univ. incompleta (115)",7,6,1,,
"Superior no univ. completa (116)",4,4,,,
"Superior univ. incompleta (117)",2,1,,1,
"Superior univ. completa (118)",6,5,,,1
,,,,,
"RURAL (120)",1398,1232,112,36,18
"Sin nivel (121)",85,77,7,1,
"Primaria (123)",584,539,37,7,1
"Secundaria (124)",557,494,43,15,5
"Superior no univ. incompleta (125)",50,40,8,2,
"Superior no univ. completa (126)",45,34,4,2,5
"Superior univ. incompleta (127)",29,23,4,2,
"Superior univ. completa (128)",48,25,9,7,7
"De 06 a 14 años (130)",21,16,4,1,
"Primaria (133)",11,10,1,,
"Secundaria (134)",10,6,3,1,
"De 15 a 29 años (140)",426,370,37,15,4
"Sin nivel (141)",5,5,,,
"Primaria (143)",95,91,3,1,
"Secundaria (144)",257,221,24,11,1
"Superior no univ. incompleta (145)",22,17,5,,
"Superior no univ. completa (146)",15,10,2,,3
"Superior univ. incompleta (147)",20,16,3,1,
"Superior univ. completa (148)",12,10,,2,
"De 30 a 44 años (150)",407,339,45,15,8
"Sin nivel (151)",26,21,4,1,
"Primaria (153)",154,130,18,5,1
"Secundaria (154)",168,152,12,3,1
"Superior no univ. incompleta (155)",16,13,1,2,
"Superior no univ. completa (156)",16,11,2,1,2
"Superior univ. incompleta (157)",7,5,1,1,
"Superior univ. completa (158)",20,7,7,2,4
"De 45 a 64 años (160)",388,352,26,5,5
"Sin nivel (161)",35,32,3,,
"Primaria (163)",210,194,15,1,
"Secundaria (164)",110,103,4,,3
"Superior no univ. incompleta (165)",11,9,2,,
"Superior no univ. completa (166)",8,7,,1,
"Superior univ. incompleta (167)",1,1,,,
"Superior univ. completa (168)",13,6,2,3,2
"De 65 y más años (170)",156,155,,,1
"Sin nivel (171)",19,19,,,
"Primaria (173)",114,114,,,
"Secundaria (174)",12,12,,,
"Superior no univ. incompleta (175)",1,1,,,
"Superior no univ. completa (176)",6,6,,,
"Superior univ. incompleta (177)",1,1,,,
"Superior univ. completa (178)",3,2,,,1
