"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Agric., ganadería, caza y silvicultura (046)",497,54,155,152,110,26
"Industrias manufactureras (049)",163,14,65,50,31,3
"Construcción (051)",5,,2,2,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",138,3,33,48,43,11
"Venta, mant.y rep. veh.autom.y motoc. (053)",2,,2,,,
"Comercio al por mayor (054)",2,,,1,,1
"Comercio al por menor (055)",134,3,31,47,43,10
"Hoteles y restaurantes (056)",52,1,12,18,16,5
"Trans., almac. y comunicaciones (057)",3,,2,1,,
"Activid.inmobil., empres. y alquileres (059)",13,,4,6,3,
"Admin.pub. y defensa; p. segur.soc.afil (060)",20,,6,10,4,
"Enseñanza (061)",222,,48,135,37,2
"Servicios sociales y de salud (062)",19,,5,10,4,
"Otras activ. serv.comun.soc y personales (063)",15,2,3,6,4,
"Hogares privados con servicio doméstico (064)",71,3,33,18,13,4
"Actividad economica no especificada (066)",101,,38,30,20,13
,,,,,,
"URBANA (067)",1184,20,283,511,305,65
"Agric., ganadería, caza y silvicultura (068)",243,7,61,77,66,32
"Explotación de minas y canteras (070)",3,,2,1,,
"Industrias manufactureras (071)",78,1,25,28,19,5
"Suministro de electricidad, gas y agua (072)",1,,,1,,
"Construcción (073)",67,,23,27,12,5
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",177,8,48,61,46,14
"Venta, mant.y rep. veh.autom.y motoc. (075)",13,,9,3,,1
"Comercio al por mayor (076)",2,,,1,1,
"Comercio al por menor (077)",162,8,39,57,45,13
"Hoteles y restaurantes (078)",43,,15,14,12,2
"Trans., almac. y comunicaciones (079)",41,,10,20,10,1
"Intermediación financiera (080)",1,,,1,,
"Activid.inmobil., empres. y alquileres (081)",29,,12,9,8,
"Admin.pub. y defensa; p. segur.soc.afil (082)",78,,18,32,27,1
"Enseñanza (083)",303,,32,196,74,1
"Servicios sociales y de salud (084)",33,,4,19,10,
"Otras activ. serv.comun.soc y personales (085)",33,3,9,14,7,
"Hogares privados con servicio doméstico (086)",25,1,9,6,8,1
"Actividad economica no especificada (088)",29,,15,5,6,3
"Hombres (089)",748,11,187,298,203,49
"Agric., ganadería, caza y silvicultura (090)",209,5,51,66,55,32
"Explotación de minas y canteras (092)",3,,2,1,,
"Industrias manufactureras (093)",63,,20,23,15,5
"Suministro de electricidad, gas y agua (094)",1,,,1,,
"Construcción (095)",65,,23,26,12,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",83,5,22,31,19,6
"Venta, mant.y rep. veh.autom.y motoc. (097)",11,,7,3,,1
"Comercio al por mayor (098)",2,,,1,1,
"Comercio al por menor (099)",70,5,15,27,18,5
"Hoteles y restaurantes (100)",8,,6,,2,
"Trans., almac. y comunicaciones (101)",39,,9,19,10,1
"Intermediación financiera (102)",1,,,1,,
"Activid.inmobil., empres. y alquileres (103)",18,,10,3,5,
"Admin.pub. y defensa; p. segur.soc.afil (104)",61,,13,23,24,1
"Enseñanza (105)",141,,14,80,47,
"Servicios sociales y de salud (106)",22,,2,13,7,
"Otras activ. serv.comun.soc y personales (107)",22,1,9,9,3,
"Actividad economica no especificada (110)",12,,6,2,4,
"Mujeres (112)",436,9,96,213,102,16
"Agric., ganadería, caza y silvicultura (113)",34,2,10,11,11,
"Industrias manufactureras (116)",15,1,5,5,4,
"Construcción (118)",2,,,1,,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",94,3,26,30,27,8
"Venta, mant.y rep. veh.autom.y motoc. (120)",2,,2,,,
"Comercio al por menor (122)",92,3,24,30,27,8
"Hoteles y restaurantes (123)",35,,9,14,10,2
"Trans., almac. y comunicaciones (124)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (126)",11,,2,6,3,
"Admin.pub. y defensa; p. segur.soc.afil (127)",17,,5,9,3,
"Enseñanza (128)",162,,18,116,27,1
"Servicios sociales y de salud (129)",11,,2,6,3,
"Otras activ. serv.comun.soc y personales (130)",11,2,,5,4,
"Hogares privados con servicio doméstico (131)",25,1,9,6,8,1
"Actividad economica no especificada (133)",17,,9,3,2,3
,,,,,,
"RURAL (134)",4739,152,1542,1470,1150,425
"Agric., ganadería, caza y silvicultura (135)",3724,132,1185,1122,918,367
"Explotación de minas y canteras (137)",10,,3,4,2,1
"Industrias manufactureras (138)",262,13,97,83,57,12
"Suministro de electricidad, gas y agua (139)",5,,2,2,1,
"Construcción (140)",160,,53,57,40,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",92,3,16,32,29,12
"Venta, mant.y rep. veh.autom.y motoc. (142)",4,,3,,1,
"Comercio al por mayor (143)",4,,,2,1,1
"Comercio al por menor (144)",84,3,13,30,27,11
"Hoteles y restaurantes (145)",22,1,4,6,8,3
"Trans., almac. y comunicaciones (146)",73,,35,22,14,2
"Activid.inmobil., empres. y alquileres (148)",9,,3,4,2,
"Admin.pub. y defensa; p. segur.soc.afil (149)",33,,12,14,6,1
"Enseñanza (150)",168,,57,71,39,1
"Servicios sociales y de salud (151)",16,,6,7,3,
"Otras activ. serv.comun.soc y personales (152)",13,,7,4,2,
"Hogares privados con servicio doméstico (153)",50,3,26,12,6,3
"Actividad economica no especificada (155)",102,,36,30,23,13
"Hombres (156)",3856,84,1232,1197,967,376
"Agric., ganadería, caza y silvicultura (157)",3261,80,1040,981,819,341
"Explotación de minas y canteras (159)",10,,3,4,2,1
"Industrias manufactureras (160)",114,,37,38,30,9
"Suministro de electricidad, gas y agua (161)",5,,2,2,1,
"Construcción (162)",157,,51,56,40,10
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",48,3,9,14,13,9
"Venta, mant.y rep. veh.autom.y motoc. (164)",4,,3,,1,
"Comercio al por mayor (165)",2,,,1,1,
"Comercio al por menor (166)",42,3,6,13,11,9
"Hoteles y restaurantes (167)",5,,1,2,2,
"Trans., almac. y comunicaciones (168)",72,,34,22,14,2
"Activid.inmobil., empres. y alquileres (170)",7,,1,4,2,
"Admin.pub. y defensa; p. segur.soc.afil (171)",30,,11,13,5,1
"Enseñanza (172)",108,,27,52,29,
"Servicios sociales y de salud (173)",8,,3,3,2,
"Otras activ. serv.comun.soc y personales (174)",9,,4,3,2,
"Hogares privados con servicio doméstico (175)",4,1,2,,1,
"Actividad economica no especificada (177)",18,,7,3,5,3
"Mujeres (179)",883,68,310,273,183,49
"Agric., ganadería, caza y silvicultura (180)",463,52,145,141,99,26
"Industrias manufactureras (183)",148,13,60,45,27,3
"Construcción (185)",3,,2,1,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",44,,7,18,16,3
"Comercio al por mayor (188)",2,,,1,,1
"Comercio al por menor (189)",42,,7,17,16,2
"Hoteles y restaurantes (190)",17,1,3,4,6,3
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",2,,2,,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",3,,1,1,1,
"Enseñanza (195)",60,,30,19,10,1
"Servicios sociales y de salud (196)",8,,3,4,1,
"Otras activ. serv.comun.soc y personales (197)",4,,3,1,,
"Hogares privados con servicio doméstico (198)",46,2,24,12,5,3
"Actividad economica no especificada (200)",84,,29,27,18,10
