"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) no pariente (046)",600,50,7,163,175,56,60,17,72
"Hombres (048)",12211,980,337,4567,3721,514,1178,309,605
"Jefe o Jefa (049)",4768,220,7,1921,1204,184,701,121,410
"Esposa(o)/ compa¤era(o) (050)",333,19,3,106,114,12,51,7,21
"Hijo(a)/ hijastro(a) (051)",4984,518,241,1853,1729,185,240,126,92
"Yerno/ nuera (052)",210,2,,41,73,11,61,8,14
"Nieto(a) (053)",708,109,66,298,179,26,13,15,2
"Padres/ suegros (054)",80,22,,45,7,2,4,,
"Otro(a) pariente (055)",784,72,17,220,310,53,67,21,24
"Trabajador(a) del hogar (056)",4,,,2,2,,,,
"Pensionista (057)",24,,,3,8,6,2,,5
"Otro(a) no pariente (058)",316,18,3,78,95,35,39,11,37
"Mujeres (060)",12810,1868,362,4919,3332,490,1173,200,466
"Jefe o Jefa (061)",2031,478,1,731,369,72,260,24,96
"Esposa(o)/ compa¤era(o) (062)",3791,519,7,1589,868,118,473,51,166
"Hijo(a)/ hijastro(a) (063)",4719,485,263,1790,1465,210,295,93,118
"Yerno/ nuera (064)",208,5,,52,89,11,32,7,12
"Nieto(a) (065)",652,117,66,292,144,11,13,4,5
"Padres/ suegros (066)",192,111,,67,8,1,3,1,1
"Otro(a) pariente (067)",754,109,20,230,243,37,70,13,32
"Trabajador(a) del hogar (068)",158,11,1,82,58,1,4,1,
"Pensionista (069)",21,1,,1,8,8,2,,1
"Otro(a) no pariente (070)",284,32,4,85,80,21,21,6,35
,,,,,,,,,
"RURAL (072)",103500,21293,3236,60424,16948,451,692,176,280
"Jefe o Jefa (073)",24803,5240,14,15943,3000,103,312,41,150
"Esposa(o)/ compa¤era(o) (074)",17694,5298,26,10703,1496,33,78,15,45
"Hijo(a)/ hijastro(a) (075)",47777,7518,2556,26711,10394,253,199,96,50
"Yerno/ nuera (076)",1358,111,1,816,377,15,27,5,6
"Nieto(a) (077)",5612,1200,444,3132,813,15,3,4,1
"Padres/ suegros (078)",815,560,,238,16,,1,,
"Otro(a) pariente (079)",5059,1304,188,2745,769,15,21,8,9
"Trabajador(a) del hogar (080)",35,7,,22,6,,,,
"Pensionista (081)",52,,,3,9,5,29,,6
"Otro(a) no pariente (082)",295,55,7,111,68,12,22,7,13
"Hombres (084)",52220,7654,1723,31458,10295,304,475,123,188
"Jefe o Jefa (085)",19262,2525,12,13500,2707,89,268,38,123
"Esposa(o)/ compa¤era(o) (086)",877,140,,558,162,3,6,3,5
"Hijo(a)/ hijastro(a) (087)",25645,3665,1366,13922,6278,172,141,67,34
"Yerno/ nuera (088)",490,29,,282,149,7,15,4,4
"Nieto(a) (089)",2882,597,242,1557,472,10,1,2,1
"Padres/ suegros (090)",235,93,,132,9,,1,,
"Otro(a) pariente (091)",2604,572,100,1432,463,11,12,6,8
"Trabajador(a) del hogar (092)",9,2,,2,5,,,,
"Pensionista (093)",38,,,3,9,4,18,,4
"Otro(a) no pariente (094)",178,31,3,70,41,8,13,3,9
"Mujeres (096)",51280,13639,1513,28966,6653,147,217,53,92
"Jefe o Jefa (097)",5541,2715,2,2443,293,14,44,3,27
"Esposa(o)/ compa¤era(o) (098)",16817,5158,26,10145,1334,30,72,12,40
"Hijo(a)/ hijastro(a) (099)",22132,3853,1190,12789,4116,81,58,29,16
"Yerno/ nuera (100)",868,82,1,534,228,8,12,1,2
"Nieto(a) (101)",2730,603,202,1575,341,5,2,2,
"Padres/ suegros (102)",580,467,,106,7,,,,
"Otro(a) pariente (103)",2455,732,88,1313,306,4,9,2,1
"Trabajador(a) del hogar (104)",26,5,,20,1,,,,
"Pensionista (105)",14,,,,,1,11,,2
"Otro(a) no pariente (106)",117,24,4,41,27,4,9,4,4
