"CUADRO Nº 7: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (041)",20,2,16,1,1,
"Actividad economica no especificada (043)",279,6,130,91,44,8
"Mujeres (045)",6096,561,2805,1724,877,129
"Agric., ganadería, caza y silvicultura (046)",4960,506,2288,1316,734,116
"Pesca (047)",5,3,2,,,
"Explotación de minas y canteras (048)",10,,7,2,1,
"Industrias manufactureras (049)",33,,15,9,9,
"Construcción (051)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (052)",263,15,103,102,42,1
"Venta, mant.y rep. veh.autom.y motoc. (053)",4,,3,,1,
"Comercio al por mayor (054)",10,,6,3,1,
"Comercio al por menor (055)",249,15,94,99,40,1
"Hoteles y restaurantes (056)",159,8,58,60,32,1
"Trans., almac. y comunicaciones (057)",7,4,2,,1,
"Intermediación financiera (058)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (059)",7,,3,3,1,
"Admin.pub. y defensa; p. segur.soc.afil (060)",26,,17,8,1,
"Enseñanza (061)",217,,84,116,16,1
"Servicios sociales y de salud (062)",50,,22,24,3,1
"Otras activ. serv.comun.soc y personales (063)",36,1,17,15,3,
"Hogares privados con servicio doméstico (064)",179,21,115,24,16,3
"Actividad economica no especificada (066)",141,3,70,44,18,6
,,,,,,
"URBANA (067)",4116,188,1547,1426,833,122
"Agric., ganadería, caza y silvicultura (068)",1830,109,672,524,439,86
"Pesca (069)",68,2,23,23,20,
"Explotación de minas y canteras (070)",31,1,18,12,,
"Industrias manufactureras (071)",156,,54,63,36,3
"Suministro de electricidad, gas y agua (072)",1,,1,,,
"Construcción (073)",117,2,51,39,21,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (074)",566,30,200,207,120,9
"Venta, mant.y rep. veh.autom.y motoc. (075)",44,2,17,14,11,
"Comercio al por mayor (076)",27,,13,10,4,
"Comercio al por menor (077)",495,28,170,183,105,9
"Hoteles y restaurantes (078)",191,11,68,72,36,4
"Trans., almac. y comunicaciones (079)",134,6,68,47,12,1
"Intermediación financiera (080)",4,,2,1,1,
"Activid.inmobil., empres. y alquileres (081)",52,,25,21,5,1
"Admin.pub. y defensa; p. segur.soc.afil (082)",104,,36,45,23,
"Enseñanza (083)",352,,79,210,61,2
"Servicios sociales y de salud (084)",70,,25,35,8,2
"Otras activ. serv.comun.soc y personales (085)",62,3,22,30,7,
"Hogares privados con servicio doméstico (086)",148,16,100,21,9,2
"Actividad economica no especificada (088)",230,8,103,76,35,8
"Hombres (089)",2632,101,950,913,572,96
"Agric., ganadería, caza y silvicultura (090)",1231,66,449,347,299,70
"Pesca (091)",68,2,23,23,20,
"Explotación de minas y canteras (092)",30,1,17,12,,
"Industrias manufactureras (093)",130,,46,54,27,3
"Suministro de electricidad, gas y agua (094)",1,,1,,,
"Construcción (095)",116,2,50,39,21,4
"Comerc., rep. veh. autom.,motoc. efect. pers. (096)",321,16,106,111,80,8
"Venta, mant.y rep. veh.autom.y motoc. (097)",41,2,14,14,11,
"Comercio al por mayor (098)",17,,7,7,3,
"Comercio al por menor (099)",263,14,85,90,66,8
"Hoteles y restaurantes (100)",41,3,17,12,6,3
"Trans., almac. y comunicaciones (101)",128,2,67,47,11,1
"Intermediación financiera (102)",2,,1,,1,
"Activid.inmobil., empres. y alquileres (103)",46,,22,19,4,1
"Admin.pub. y defensa; p. segur.soc.afil (104)",81,,20,39,22,
"Enseñanza (105)",219,,38,132,48,1
"Servicios sociales y de salud (106)",36,,10,19,6,1
"Otras activ. serv.comun.soc y personales (107)",32,2,11,15,4,
"Hogares privados con servicio doméstico (108)",16,1,15,,,
"Actividad economica no especificada (110)",134,6,57,44,23,4
"Mujeres (112)",1484,87,597,513,261,26
"Agric., ganadería, caza y silvicultura (113)",599,43,223,177,140,16
"Explotación de minas y canteras (115)",1,,1,,,
"Industrias manufactureras (116)",26,,8,9,9,
"Construcción (118)",1,,1,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (119)",245,14,94,96,40,1
"Venta, mant.y rep. veh.autom.y motoc. (120)",3,,3,,,
"Comercio al por mayor (121)",10,,6,3,1,
"Comercio al por menor (122)",232,14,85,93,39,1
"Hoteles y restaurantes (123)",150,8,51,60,30,1
"Trans., almac. y comunicaciones (124)",6,4,1,,1,
"Intermediación financiera (125)",2,,1,1,,
"Activid.inmobil., empres. y alquileres (126)",6,,3,2,1,
"Admin.pub. y defensa; p. segur.soc.afil (127)",23,,16,6,1,
"Enseñanza (128)",133,,41,78,13,1
"Servicios sociales y de salud (129)",34,,15,16,2,1
"Otras activ. serv.comun.soc y personales (130)",30,1,11,15,3,
"Hogares privados con servicio doméstico (131)",132,15,85,21,9,2
"Actividad economica no especificada (133)",96,2,46,32,12,4
,,,,,,
"RURAL (134)",11734,949,5023,3480,1944,338
"Agric., ganadería, caza y silvicultura (135)",10459,923,4504,2974,1739,319
"Pesca (136)",148,9,66,47,23,3
"Explotación de minas y canteras (137)",76,3,25,22,25,1
"Industrias manufactureras (138)",78,5,36,22,14,1
"Construcción (140)",43,,29,10,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (141)",90,1,38,31,16,4
"Venta, mant.y rep. veh.autom.y motoc. (142)",8,,2,5,1,
"Comercio al por mayor (143)",10,,2,4,3,1
"Comercio al por menor (144)",72,1,34,22,12,3
"Hoteles y restaurantes (145)",25,,12,8,5,
"Trans., almac. y comunicaciones (146)",30,,8,10,11,1
"Activid.inmobil., empres. y alquileres (148)",13,,2,6,5,
"Admin.pub. y defensa; p. segur.soc.afil (149)",59,,17,33,9,
"Enseñanza (150)",390,,122,217,51,
"Servicios sociales y de salud (151)",58,,24,28,6,
"Otras activ. serv.comun.soc y personales (152)",24,,12,9,2,1
"Hogares privados con servicio doméstico (153)",51,7,31,4,8,1
"Actividad economica no especificada (155)",190,1,97,59,27,6
"Hombres (156)",7122,475,2815,2269,1328,235
"Agric., ganadería, caza y silvicultura (157)",6098,460,2439,1835,1145,219
"Pesca (158)",143,6,64,47,23,3
"Explotación de minas y canteras (159)",67,3,19,20,24,1
"Industrias manufactureras (160)",71,5,29,22,14,1
"Construcción (162)",43,,29,10,3,1
"Comerc., rep. veh. autom.,motoc. efect. pers. (163)",72,,29,25,14,4
"Venta, mant.y rep. veh.autom.y motoc. (164)",7,,2,5,,
"Comercio al por mayor (165)",10,,2,4,3,1
"Comercio al por menor (166)",55,,25,16,11,3
"Hoteles y restaurantes (167)",16,,5,8,3,
"Trans., almac. y comunicaciones (168)",29,,7,10,11,1
"Activid.inmobil., empres. y alquileres (170)",12,,2,5,5,
"Admin.pub. y defensa; p. segur.soc.afil (171)",56,,16,31,9,
"Enseñanza (172)",306,,79,179,48,
"Servicios sociales y de salud (173)",42,,17,20,5,
"Otras activ. serv.comun.soc y personales (174)",18,,6,9,2,1
"Hogares privados con servicio doméstico (175)",4,1,1,1,1,
"Actividad economica no especificada (177)",145,,73,47,21,4
"Mujeres (179)",4612,474,2208,1211,616,103
"Agric., ganadería, caza y silvicultura (180)",4361,463,2065,1139,594,100
"Pesca (181)",5,3,2,,,
"Explotación de minas y canteras (182)",9,,6,2,1,
"Industrias manufactureras (183)",7,,7,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (186)",18,1,9,6,2,
"Venta, mant.y rep. veh.autom.y motoc. (187)",1,,,,1,
"Comercio al por menor (189)",17,1,9,6,1,
"Hoteles y restaurantes (190)",9,,7,,2,
"Trans., almac. y comunicaciones (191)",1,,1,,,
"Activid.inmobil., empres. y alquileres (193)",1,,,1,,
"Admin.pub. y defensa; p. segur.soc.afil (194)",3,,1,2,,
"Enseñanza (195)",84,,43,38,3,
"Servicios sociales y de salud (196)",16,,7,8,1,
"Otras activ. serv.comun.soc y personales (197)",6,,6,,,
"Hogares privados con servicio doméstico (198)",47,6,30,3,7,1
"Actividad economica no especificada (200)",45,1,24,12,6,2
