"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"URBANA (060)",9524,6789,1060,726,949
"Sin nivel (061)",335,291,22,12,10
"Educación inicial (062)",5,3,1,,1
"Primaria (063)",1642,1340,181,54,67
"Secundaria (064)",3957,2981,450,205,321
"Superior no univ. incompleta (065)",792,555,78,53,106
"Superior no univ. completa (066)",1092,687,113,120,172
"Superior univ. incompleta (067)",516,346,50,40,80
"Superior univ. completa (068)",1185,586,165,242,192
"De 06 a 14 años (070)",84,77,5,1,1
"Sin nivel (071)",1,1,,,
"Primaria (073)",47,44,3,,
"Secundaria (074)",36,32,2,1,1
"De 15 a 29 años (080)",2978,2070,383,225,300
"Sin nivel (081)",15,11,3,1,
"Educación inicial (082)",4,2,1,,1
"Primaria (083)",203,157,22,18,6
"Secundaria (084)",1721,1249,240,111,121
"Superior no univ. incompleta (085)",311,214,29,23,45
"Superior no univ. completa (086)",368,237,47,29,55
"Superior univ. incompleta (087)",154,99,19,16,20
"Superior univ. completa (088)",202,101,22,27,52
"De 30 a 44 años (090)",3699,2497,424,338,440
"Sin nivel (091)",124,103,8,6,7
"Educación inicial (092)",1,1,,,
"Primaria (093)",553,430,71,23,29
"Secundaria (094)",1384,1041,141,62,140
"Superior no univ. incompleta (095)",331,230,36,25,40
"Superior no univ. completa (096)",478,279,52,64,83
"Superior univ. incompleta (097)",221,143,22,14,42
"Superior univ. completa (098)",607,270,94,144,99
"De 45 a 64 años (100)",2273,1715,214,155,189
"Sin nivel (101)",131,115,10,3,3
"Primaria (103)",604,508,64,11,21
"Secundaria (104)",731,583,62,29,57
"Superior no univ. incompleta (105)",139,100,13,5,21
"Superior no univ. completa (106)",220,146,14,27,33
"Superior univ. incompleta (107)",121,86,7,10,18
"Superior univ. completa (108)",327,177,44,70,36
"De 65 y más años (110)",490,430,34,7,19
"Sin nivel (111)",64,61,1,2,
"Primaria (113)",235,201,21,2,11
"Secundaria (114)",85,76,5,2,2
"Superior no univ. incompleta (115)",11,11,,,
"Superior no univ. completa (116)",26,25,,,1
"Superior univ. incompleta (117)",20,18,2,,
"Superior univ. completa (118)",49,38,5,1,5
,,,,,
"RURAL (120)",7153,4168,1318,639,1028
"Sin nivel (121)",357,288,36,11,22
"Educación inicial (122)",3,2,1,,
"Primaria (123)",1614,1216,219,58,121
"Secundaria (124)",3688,1958,851,382,497
"Superior no univ. incompleta (125)",491,251,77,44,119
"Superior no univ. completa (126)",409,207,46,37,119
"Superior univ. incompleta (127)",279,132,50,48,49
"Superior univ. completa (128)",312,114,38,59,101
"De 06 a 14 años (130)",48,42,5,1,
"Sin nivel (131)",1,1,,,
"Educación inicial (132)",1,,1,,
"Primaria (133)",27,24,2,1,
"Secundaria (134)",19,17,2,,
"De 15 a 29 años (140)",3230,1592,810,411,417
"Sin nivel (141)",25,14,6,4,1
"Educación inicial (142)",1,1,,,
"Primaria (143)",345,227,84,22,12
"Secundaria (144)",2218,1089,602,268,259
"Superior no univ. incompleta (145)",239,115,46,30,48
"Superior no univ. completa (146)",188,82,28,30,48
"Superior univ. incompleta (147)",117,39,33,29,16
"Superior univ. completa (148)",97,25,11,28,33
"De 30 a 44 años (150)",2285,1308,393,166,418
"Sin nivel (151)",95,71,13,3,8
"Educación inicial (152)",1,1,,,
"Primaria (153)",544,379,90,21,54
"Secundaria (154)",1057,578,215,89,175
"Superior no univ. incompleta (155)",176,83,28,10,55
"Superior no univ. completa (156)",166,89,15,4,58
"Superior univ. incompleta (157)",105,56,11,17,21
"Superior univ. completa (158)",141,51,21,22,47
"De 45 a 64 años (160)",1261,920,102,59,180
"Sin nivel (161)",139,110,15,4,10
"Primaria (163)",538,433,40,13,52
"Secundaria (164)",357,245,30,25,57
"Superior no univ. incompleta (165)",57,35,3,3,16
"Superior no univ. completa (166)",51,33,3,3,12
"Superior univ. incompleta (167)",51,31,6,2,12
"Superior univ. completa (168)",68,33,5,9,21
"De 65 y más años (170)",329,306,8,2,13
"Sin nivel (171)",97,92,2,,3
"Primaria (173)",160,153,3,1,3
"Secundaria (174)",37,29,2,,6
"Superior no univ. incompleta (175)",19,18,,1,
"Superior no univ. completa (176)",4,3,,,1
"Superior univ. incompleta (177)",6,6,,,
"Superior univ. completa (178)",6,5,1,,
