"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Otro(a) pariente (043)",12587,971,270,3072,4429,692,809,1141,1203
"Trabajador(a) del hogar (044)",771,55,4,435,239,15,14,5,4
"Pensionista (045)",362,11,2,38,131,22,33,45,80
"Otro(a) no pariente (046)",3943,192,35,869,1314,235,336,414,548
"Hombres (048)",76516,5090,2255,20230,25474,3114,4824,5857,9672
"Jefe o Jefa (049)",28999,686,25,6948,9792,1221,2865,1585,5877
"Esposa(o)/ compa¤era(o) (050)",1970,54,2,419,778,89,149,155,324
"Hijo(a)/ hijastro(a) (051)",31132,3114,1703,9281,10016,1122,980,2897,2019
"Yerno/ nuera (052)",1570,15,4,197,616,74,201,101,362
"Nieto(a) (053)",3670,747,377,1317,843,68,51,178,89
"Padres/ suegros (054)",616,94,,320,106,10,23,13,50
"Otro(a) pariente (055)",6383,322,126,1405,2513,382,361,669,605
"Trabajador(a) del hogar (056)",34,2,,10,17,1,,3,1
"Pensionista (057)",216,2,1,20,77,13,21,29,53
"Otro(a) no pariente (058)",1926,54,17,313,716,134,173,227,292
"Mujeres (060)",83280,9866,2244,24641,23317,3180,6270,5040,8722
"Jefe o Jefa (061)",12644,1766,17,3507,3327,511,1276,587,1653
"Esposa(o)/ compa¤era(o) (062)",23860,2619,52,6766,6867,875,2478,871,3332
"Hijo(a)/ hijastro(a) (063)",30721,3171,1638,9362,8694,1166,1585,2609,2496
"Yerno/ nuera (064)",1636,38,3,330,686,87,170,102,220
"Nieto(a) (065)",3656,722,367,1418,730,97,58,186,78
"Padres/ suegros (066)",1659,701,,592,223,10,66,8,59
"Otro(a) pariente (067)",6204,649,144,1667,1916,310,448,472,598
"Trabajador(a) del hogar (068)",737,53,4,425,222,14,14,2,3
"Pensionista (069)",146,9,1,18,54,9,12,16,27
"Otro(a) no pariente (070)",2017,138,18,556,598,101,163,187,256
,,,,,,,,,
"RURAL (072)",128916,31432,2951,69730,21845,900,873,589,596
"Jefe o Jefa (073)",32800,7639,26,19351,4996,165,282,84,257
"Esposa(o)/ compa¤era(o) (074)",23566,10225,45,11252,1737,72,114,35,86
"Hijo(a)/ hijastro(a) (075)",56440,9074,2293,31311,12321,538,345,380,178
"Yerno/ nuera (076)",2500,229,6,1423,748,20,40,10,24
"Nieto(a) (077)",6206,1664,442,3202,817,36,14,26,5
"Padres/ suegros (078)",1508,1220,,256,23,3,2,1,3
"Otro(a) pariente (079)",5335,1238,129,2696,1090,58,47,49,28
"Trabajador(a) del hogar (080)",68,20,,32,15,,1,,
"Pensionista (081)",25,2,,7,4,1,4,2,5
"Otro(a) no pariente (082)",468,121,10,200,94,7,24,2,10
"Hombres (084)",62967,9314,1447,35985,14455,532,475,369,390
"Jefe o Jefa (085)",25832,3700,16,16884,4587,144,215,76,210
"Esposa(o)/ compa¤era(o) (086)",745,113,,415,193,9,6,1,8
"Hijo(a)/ hijastro(a) (087)",28892,4016,1136,14918,7957,320,180,242,123
"Yerno/ nuera (088)",1105,36,1,576,442,7,24,4,15
"Nieto(a) (089)",3117,816,225,1521,514,20,5,13,3
"Padres/ suegros (090)",362,189,,160,8,,2,,3
"Otro(a) pariente (091)",2648,399,63,1394,684,27,30,30,21
"Trabajador(a) del hogar (092)",8,1,,5,2,,,,
"Pensionista (093)",20,,,6,3,1,4,2,4
"Otro(a) no pariente (094)",238,44,6,106,65,4,9,1,3
"Mujeres (096)",65949,22118,1504,33745,7390,368,398,220,206
"Jefe o Jefa (097)",6968,3939,10,2467,409,21,67,8,47
"Esposa(o)/ compa¤era(o) (098)",22821,10112,45,10837,1544,63,108,34,78
"Hijo(a)/ hijastro(a) (099)",27548,5058,1157,16393,4364,218,165,138,55
"Yerno/ nuera (100)",1395,193,5,847,306,13,16,6,9
"Nieto(a) (101)",3089,848,217,1681,303,16,9,13,2
"Padres/ suegros (102)",1146,1031,,96,15,3,,1,
"Otro(a) pariente (103)",2687,839,66,1302,406,31,17,19,7
"Trabajador(a) del hogar (104)",60,19,,27,13,,1,,
"Pensionista (105)",5,2,,1,1,,,,1
"Otro(a) no pariente (106)",230,77,4,94,29,3,15,1,7
