"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Hogares privados con servicio doméstico (042)",9,,3,,2,4
"Actividad economica no especificada (044)",190,2,73,69,37,9
"Desocupado (045)",355,6,182,82,66,19
"Mujeres (046)",3089,38,946,1253,704,148
"Agric., ganadería, caza y silvicultura (047)",401,10,139,137,96,19
"Pesca (048)",21,,6,13,2,
"Explotación de minas y canteras (049)",1,,1,,,
"Industrias manufactureras (050)",172,6,60,72,33,1
"Suministro de electricidad, gas y agua (051)",1,,1,,,
"Construcción (052)",22,,7,12,3,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",904,11,219,354,248,72
"Venta, mant.y rep. veh.autom.y motoc. (054)",8,,6,1,1,
"Comercio al por mayor (055)",15,,6,4,3,2
"Comercio al por menor (056)",881,11,207,349,244,70
"Hoteles y restaurantes (057)",380,2,105,152,95,26
"Trans., almac. y comunicaciones (058)",52,1,24,21,3,3
"Intermediación financiera (059)",4,,1,2,1,
"Activid.inmobil., empres. y alquileres (060)",102,1,46,41,13,1
"Admin.pub. y defensa; p. segur.soc afil (061)",137,,55,56,25,1
"Enseñanza (062)",314,,45,181,85,3
"Servicios sociales y de salud (063)",71,,10,44,17,
"Otras activ. serv.comun.soc y personales (064)",102,1,38,38,20,5
"Hogares privados con servicio doméstico (065)",87,3,44,26,12,2
"Actividad economica no especificada (067)",167,1,58,60,33,15
"Desocupado (068)",151,2,87,44,18,
,,,,,,
"URBANA (069)",8408,86,2600,3244,1993,485
"Agric., ganadería, caza y silvicultura (070)",1201,21,373,406,271,130
"Pesca (071)",740,1,175,294,222,48
"Explotación de minas y canteras (072)",62,,8,37,17,
"Industrias manufactureras (073)",517,8,171,192,121,25
"Suministro de electricidad, gas y agua (074)",20,,6,6,7,1
"Construcción (075)",623,2,229,245,131,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",1511,27,371,576,418,119
"Venta, mant.y rep. veh.autom.y motoc. (077)",148,,49,59,37,3
"Comercio al por mayor (078)",41,,16,14,9,2
"Comercio al por menor (079)",1322,27,306,503,372,114
"Hoteles y restaurantes (080)",503,8,137,189,126,43
"Trans., almac. y comunicaciones (081)",813,5,352,299,132,25
"Intermediación financiera (082)",8,,2,4,2,
"Activid.inmobil., empres. y alquileres (083)",409,1,154,177,66,11
"Admin.pub. y defensa; p. segur.soc afil (084)",349,,109,154,81,5
"Enseñanza (085)",492,,56,261,171,4
"Servicios sociales y de salud (086)",108,,20,61,25,2
"Otras activ. serv.comun.soc y personales (087)",243,5,85,86,49,18
"Hogares privados con servicio doméstico (088)",85,2,39,25,14,5
"Actividad economica no especificada (090)",315,3,110,120,65,17
"Desocupado (091)",409,3,203,112,75,16
"Hombres (092)",5727,58,1800,2136,1372,361
"Agric., ganadería, caza y silvicultura (093)",991,16,305,332,218,120
"Pesca (094)",719,1,169,281,220,48
"Explotación de minas y canteras (095)",61,,7,37,17,
"Industrias manufactureras (096)",360,4,116,127,89,24
"Suministro de electricidad, gas y agua (097)",19,,5,6,7,1
"Construcción (098)",602,2,222,233,129,16
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",648,16,160,235,183,54
"Venta, mant.y rep. veh.autom.y motoc. (100)",140,,43,58,36,3
"Comercio al por mayor (101)",27,,11,10,6,
"Comercio al por menor (102)",481,16,106,167,141,51
"Hoteles y restaurantes (103)",158,7,34,57,42,18
"Trans., almac. y comunicaciones (104)",762,4,328,279,129,22
"Intermediación financiera (105)",4,,1,2,1,
"Activid.inmobil., empres. y alquileres (106)",311,,108,138,55,10
"Admin.pub. y defensa; p. segur.soc afil (107)",213,,55,98,56,4
"Enseñanza (108)",222,,22,105,94,1
"Servicios sociales y de salud (109)",39,,11,18,8,2
"Otras activ. serv.comun.soc y personales (110)",143,4,48,49,29,13
"Hogares privados con servicio doméstico (111)",9,,3,,2,4
"Actividad economica no especificada (113)",188,2,73,69,36,8
"Desocupado (114)",278,2,133,70,57,16
"Mujeres (115)",2681,28,800,1108,621,124
"Agric., ganadería, caza y silvicultura (116)",210,5,68,74,53,10
"Pesca (117)",21,,6,13,2,
"Explotación de minas y canteras (118)",1,,1,,,
"Industrias manufactureras (119)",157,4,55,65,32,1
"Suministro de electricidad, gas y agua (120)",1,,1,,,
"Construcción (121)",21,,7,12,2,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",863,11,211,341,235,65
"Venta, mant.y rep. veh.autom.y motoc. (123)",8,,6,1,1,
"Comercio al por mayor (124)",14,,5,4,3,2
"Comercio al por menor (125)",841,11,200,336,231,63
"Hoteles y restaurantes (126)",345,1,103,132,84,25
"Trans., almac. y comunicaciones (127)",51,1,24,20,3,3
"Intermediación financiera (128)",4,,1,2,1,
"Activid.inmobil., empres. y alquileres (129)",98,1,46,39,11,1
"Admin.pub. y defensa; p. segur.soc afil (130)",136,,54,56,25,1
"Enseñanza (131)",270,,34,156,77,3
"Servicios sociales y de salud (132)",69,,9,43,17,
"Otras activ. serv.comun.soc y personales (133)",100,1,37,37,20,5
"Hogares privados con servicio doméstico (134)",76,2,36,25,12,1
"Actividad economica no especificada (136)",127,1,37,51,29,9
"Desocupado (137)",131,1,70,42,18,
,,,,,,
"RURAL (138)",2583,35,925,799,610,214
"Agric., ganadería, caza y silvicultura (139)",1885,24,653,563,464,181
"Pesca (140)",38,,9,17,11,1
"Explotación de minas y canteras (141)",50,,24,16,10,
"Industrias manufactureras (142)",93,4,40,29,15,5
"Suministro de electricidad, gas y agua (143)",3,,1,,1,1
"Construcción (144)",58,,28,15,12,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (145)",80,,20,30,21,9
"Venta, mant.y rep. veh.autom.y motoc. (146)",9,,4,5,,
"Comercio al por mayor (147)",2,,1,1,,
"Comercio al por menor (148)",69,,15,24,21,9
"Hoteles y restaurantes (149)",52,1,8,25,17,1
"Trans., almac. y comunicaciones (150)",66,,23,30,12,1
"Activid.inmobil., empres. y alquileres (152)",25,,7,7,11,
"Admin.pub. y defensa; p. segur.soc afil (153)",7,,1,2,4,
"Enseñanza (154)",67,,11,39,17,
"Servicios sociales y de salud (155)",2,,1,1,,
"Otras activ. serv.comun.soc y personales (156)",7,,4,1,1,1
"Hogares privados con servicio doméstico (157)",11,1,8,1,,1
"Actividad economica no especificada (159)",42,,21,9,5,7
"Desocupado (160)",97,5,66,14,9,3
"Hombres (161)",2175,25,779,654,527,190
"Agric., ganadería, caza y silvicultura (162)",1694,19,582,500,421,172
"Pesca (163)",38,,9,17,11,1
"Explotación de minas y canteras (164)",50,,24,16,10,
"Industrias manufactureras (165)",78,2,35,22,14,5
"Suministro de electricidad, gas y agua (166)",3,,1,,1,1
"Construcción (167)",57,,28,15,11,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (168)",39,,12,17,8,2
"Venta, mant.y rep. veh.autom.y motoc. (169)",9,,4,5,,
"Comercio al por mayor (170)",1,,,1,,
"Comercio al por menor (171)",29,,8,11,8,2
"Hoteles y restaurantes (172)",17,,6,5,6,
"Trans., almac. y comunicaciones (173)",65,,23,29,12,1
"Activid.inmobil., empres. y alquileres (175)",21,,7,5,9,
"Admin.pub. y defensa; p. segur.soc afil (176)",6,,,2,4,
"Enseñanza (177)",23,,,14,9,
"Otras activ. serv.comun.soc y personales (179)",5,,3,,1,1
"Actividad economica no especificada (182)",2,,,,1,1
"Desocupado (183)",77,4,49,12,9,3
"Mujeres (184)",408,10,146,145,83,24
"Agric., ganadería, caza y silvicultura (185)",191,5,71,63,43,9
"Industrias manufactureras (188)",15,2,5,7,1,
"Construcción (190)",1,,,,1,
"Comerc., rep. veh. autom.,motoc. efect. pers. (191)",41,,8,13,13,7
"Comercio al por mayor (193)",1,,1,,,
"Comercio al por menor (194)",40,,7,13,13,7
"Hoteles y restaurantes (195)",35,1,2,20,11,1
"Trans., almac. y comunicaciones (196)",1,,,1,,
"Activid.inmobil., empres. y alquileres (198)",4,,,2,2,
"Admin.pub. y defensa; p. segur.soc afil (199)",1,,1,,,
"Enseñanza (200)",44,,11,25,8,
"Servicios sociales y de salud (201)",2,,1,1,,
"Otras activ. serv.comun.soc y personales (202)",2,,1,1,,
"Hogares privados con servicio doméstico (203)",11,1,8,1,,1
"Actividad economica no especificada (205)",40,,21,9,4,6
"Desocupado (206)",20,1,17,2,,
