"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
"Hombres (048)",15540,1260,535,6195,5872,457,576,257,388
"Jefe o Jefa (049)",5213,51,2,2133,2091,207,354,106,269
"Esposa(o)/ compa¤era(o) (050)",241,6,,91,102,13,12,6,11
"Hijo(a)/ hijastro(a) (051)",7179,881,417,2852,2621,141,109,105,53
"Yerno/ nuera (052)",251,1,,46,148,11,23,5,17
"Nieto(a) (053)",802,189,80,352,164,10,3,3,1
"Padres/ suegros (054)",181,13,,147,14,3,1,,3
"Otro(a) pariente (055)",1228,103,33,451,512,52,39,23,15
"Trabajador(a) del hogar (056)",20,,,5,14,,,,1
"Pensionista (057)",41,,,8,20,3,7,,3
"Otro(a) no pariente (058)",384,16,3,110,186,17,28,9,15
"Mujeres (060)",14615,1373,503,6298,5076,392,543,179,251
"Jefe o Jefa (061)",1200,49,,490,399,64,103,31,64
"Esposa(o)/ compa¤era(o) (062)",4462,115,5,2218,1601,114,256,44,109
"Hijo(a)/ hijastro(a) (063)",6312,824,374,2600,2133,147,112,76,46
"Yerno/ nuera (064)",357,2,,91,219,22,11,6,6
"Nieto(a) (065)",738,214,91,286,124,11,5,5,2
"Padres/ suegros (066)",216,45,,149,17,,4,,1
"Otro(a) pariente (067)",1005,107,31,385,405,23,29,13,12
"Trabajador(a) del hogar (068)",70,,,16,50,3,,,1
"Pensionista (069)",44,,,3,30,2,3,1,5
"Otro(a) no pariente (070)",211,17,2,60,98,6,20,3,5
,,,,,,,,,
"RURAL (072)",24854,3166,871,13971,5998,221,466,45,116
"Jefe o Jefa (073)",5364,221,1,3093,1590,113,262,23,61
"Esposa(o)/ compa¤era(o) (074)",4170,306,2,2761,979,31,65,3,23
"Hijo(a)/ hijastro(a) (075)",11527,2018,743,6193,2479,37,41,13,3
"Yerno/ nuera (076)",366,6,,144,193,7,13,1,2
"Nieto(a) (077)",867,270,70,437,85,4,1,,
"Padres/ suegros (078)",334,83,,236,13,,2,,
"Otro(a) pariente (079)",1759,233,55,934,483,16,25,3,10
"Trabajador(a) del hogar (080)",21,1,,12,8,,,,
"Pensionista (081)",77,,,25,24,3,17,,8
"Otro(a) no pariente (082)",369,28,,136,144,10,40,2,9
"Hombres (084)",13307,1462,432,7240,3632,153,286,34,68
"Jefe o Jefa (085)",4790,162,1,2772,1482,96,208,21,48
"Esposa(o)/ compa¤era(o) (086)",77,1,,47,23,1,5,,
"Hijo(a)/ hijastro(a) (087)",6241,1001,372,3298,1509,25,24,9,3
"Yerno/ nuera (088)",172,1,,63,97,4,6,,1
"Nieto(a) (089)",468,141,29,239,54,4,1,,
"Padres/ suegros (090)",152,21,,123,6,,2,,
"Otro(a) pariente (091)",1078,115,30,568,332,14,11,2,6
"Trabajador(a) del hogar (092)",6,1,,4,1,,,,
"Pensionista (093)",47,,,20,13,2,9,,3
"Otro(a) no pariente (094)",276,19,,106,115,7,20,2,7
"Mujeres (096)",11547,1704,439,6731,2366,68,180,11,48
"Jefe o Jefa (097)",574,59,,321,108,17,54,2,13
"Esposa(o)/ compa¤era(o) (098)",4093,305,2,2714,956,30,60,3,23
"Hijo(a)/ hijastro(a) (099)",5286,1017,371,2895,970,12,17,4,
"Yerno/ nuera (100)",194,5,,81,96,3,7,1,1
"Nieto(a) (101)",399,129,41,198,31,,,,
"Padres/ suegros (102)",182,62,,113,7,,,,
"Otro(a) pariente (103)",681,118,25,366,151,2,14,1,4
"Trabajador(a) del hogar (104)",15,,,8,7,,,,
"Pensionista (105)",30,,,5,11,1,8,,5
"Otro(a) no pariente (106)",93,9,,30,29,3,20,,2
