"CUADRO Nº 3: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD ECONÓMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
"Secundaria (034)",58,1,43,10,3,1
"Superior no univ. incompleta (035)",1,,,,1,
"Superior no univ. completa (036)",3,,2,1,,
"Superior univ. incompleta (037)",3,,1,2,,
"Superior univ. completa (038)",1,,,,1,
"No PEA (040)",4353,1731,831,543,587,661
"Sin nivel (041)",458,32,14,49,141,222
"Educación inicial (042)",87,85,2,,,
"Primaria (043)",2440,1325,164,260,324,367
"Secundaria (044)",1175,289,603,172,73,38
"Superior no univ. incompleta (045)",41,,22,13,6,
"Superior no univ. completa (046)",57,,11,17,19,10
"Superior univ. incompleta (047)",24,,6,6,9,3
"Superior univ. completa (048)",71,,9,26,15,21
,,,,,,
"URBANA (060)",4456,1110,939,938,835,634
"Sin nivel (061)",347,3,14,36,109,185
"Educación inicial (062)",64,61,3,,,
"Primaria (063)",1951,838,119,264,377,353
"Secundaria (064)",1425,208,657,323,183,54
"Superior no univ. incompleta (065)",109,,46,37,23,3
"Superior no univ. completa (066)",166,,40,78,37,11
"Superior univ. incompleta (067)",83,,20,33,24,6
"Superior univ. completa (068)",311,,40,167,82,22
"PEA (070)",1789,47,435,630,478,199
"Sin nivel (071)",88,1,3,15,36,33
"Educación inicial (072)",1,,1,,,
"Primaria (073)",531,36,51,132,186,126
"Secundaria (074)",640,10,263,214,128,25
"Superior no univ. incompleta (075)",77,,29,26,19,3
"Superior no univ. completa (076)",124,,33,67,22,2
"Superior univ. incompleta (077)",69,,17,31,17,4
"Superior univ. completa (078)",259,,38,145,70,6
"Ocupada (080)",1734,45,405,620,471,193
"Sin nivel (081)",85,1,3,14,36,31
"Educación inicial (082)",1,,1,,,
"Primaria (083)",517,35,48,130,181,123
"Secundaria (084)",604,9,237,208,126,24
"Superior no univ. incompleta (085)",77,,29,26,19,3
"Superior no univ. completa (086)",123,,33,66,22,2
"Superior univ. incompleta (087)",68,,16,31,17,4
"Superior univ. completa (088)",259,,38,145,70,6
"Desocupada (090)",55,2,30,10,7,6
"Sin nivel (091)",3,,,1,,2
"Primaria (093)",14,1,3,2,5,3
"Secundaria (094)",36,1,26,6,2,1
"Superior no univ. completa (096)",1,,,1,,
"Superior univ. incompleta (097)",1,,1,,,
"No PEA (100)",2667,1063,504,308,357,435
"Sin nivel (101)",259,2,11,21,73,152
"Educación inicial (102)",63,61,2,,,
"Primaria (103)",1420,802,68,132,191,227
"Secundaria (104)",785,198,394,109,55,29
"Superior no univ. incompleta (105)",32,,17,11,4,
"Superior no univ. completa (106)",42,,7,11,15,9
"Superior univ. incompleta (107)",14,,3,2,7,2
"Superior univ. completa (108)",52,,2,22,12,16
,,,,,,
"RURAL (120)",2853,688,644,612,543,366
"Sin nivel (121)",254,34,5,37,91,87
"Educación inicial (122)",24,24,,,,
"Primaria (123)",1532,536,178,261,311,246
"Secundaria (124)",738,94,375,177,73,19
"Superior no univ. incompleta (125)",57,,22,21,12,2
"Superior no univ. completa (126)",79,,25,38,14,2
"Superior univ. incompleta (127)",44,,12,17,13,2
"Superior univ. completa (128)",125,,27,61,29,8
"PEA (130)",1167,20,317,377,313,140
"Sin nivel (131)",55,4,2,9,23,17
"Primaria (133)",512,13,82,133,178,106
"Secundaria (134)",348,3,166,114,55,10
"Superior no univ. incompleta (135)",48,,17,19,10,2
"Superior no univ. completa (136)",64,,21,32,10,1
"Superior univ. incompleta (137)",34,,9,13,11,1
"Superior univ. completa (138)",106,,20,57,26,3
"Ocupada (140)",1130,19,295,368,309,139
"Sin nivel (141)",55,4,2,9,23,17
"Primaria (143)",503,12,79,130,177,105
"Secundaria (144)",326,3,149,110,54,10
"Superior no univ. incompleta (145)",47,,17,19,9,2
"Superior no univ. completa (146)",62,,19,32,10,1
"Superior univ. incompleta (147)",32,,9,11,11,1
"Superior univ. completa (148)",105,,20,57,25,3
"Desocupada (150)",37,1,22,9,4,1
"Primaria (153)",9,1,3,3,1,1
"Secundaria (154)",22,,17,4,1,
"Superior no univ. incompleta (155)",1,,,,1,
"Superior no univ. completa (156)",2,,2,,,
"Superior univ. incompleta (157)",2,,,2,,
"Superior univ. completa (158)",1,,,,1,
"No PEA (160)",1686,668,327,235,230,226
"Sin nivel (161)",199,30,3,28,68,70
"Educación inicial (162)",24,24,,,,
"Primaria (163)",1020,523,96,128,133,140
"Secundaria (164)",390,91,209,63,18,9
"Superior no univ. incompleta (165)",9,,5,2,2,
"Superior no univ. completa (166)",15,,4,6,4,1
"Superior univ. incompleta (167)",10,,3,4,2,1
"Superior univ. completa (168)",19,,7,4,3,5
