"CUADRO Nº 14: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORÍA DE OCUPACIÓN",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRANDES GRUPOS DE EDAD Y CATEGORIA DE OCUPACION",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
"Obrero (058)",10,7,2,1,
"Trabajador familiar no remunerado (061)",45,34,10,1,
"Trabajador del hogar (062)",3,3,,,
"De 15 a 29 años (064)",1027,693,190,52,92
"Empleado (065)",179,70,31,19,59
"Obrero (066)",208,107,41,27,33
"Trabajador independiente (067)",342,284,58,,
"Empleador o patrono (068)",7,6,,1,
"Trabajador familiar no remunerado (069)",270,205,60,5,
"Trabajador del hogar (070)",21,21,,,
"De 30 a 44 años (072)",1481,904,294,82,201
"Empleado (073)",421,88,106,56,171
"Obrero (074)",215,107,56,23,29
"Trabajador independiente (075)",562,490,72,,
"Empleador o patrono (076)",4,2,1,1,
"Trabajador familiar no remunerado (077)",269,207,59,2,1
"Trabajador del hogar (078)",10,10,,,
"De 45 a 64 años (080)",1125,775,198,56,96
"Empleado (081)",203,37,49,42,75
"Obrero (082)",157,91,35,11,20
"Trabajador independiente (083)",493,426,67,,
"Empleador o patrono (084)",2,2,,,
"Trabajador familiar no remunerado (085)",262,211,47,3,1
"Trabajador del hogar (086)",8,8,,,
"De 65 y más años (088)",452,380,59,4,9
"Empleado (089)",10,3,1,2,4
"Obrero (090)",38,30,5,,3
"Trabajador independiente (091)",249,215,34,,
"Empleador o patrono (092)",4,2,2,,
"Trabajador familiar no remunerado (093)",149,128,17,2,2
"Trabajador del hogar (094)",2,2,,,
,,,,,
"RURAL (096)",5080,3527,613,195,745
"Empleado (097)",448,90,61,39,258
"Obrero (098)",1282,512,144,149,477
"Trabajador independiente (099)",2222,1964,258,,
"Empleador o patrono (100)",18,13,3,1,1
"Trabajador familiar no remunerado (101)",1088,926,147,6,9
"Trabajador del hogar (102)",22,22,,,
"De 06 a 14 años (104)",32,27,4,,1
"Obrero (106)",11,8,2,,1
"Trabajador independiente (107)",1,1,,,
"Trabajador familiar no remunerado (109)",19,17,2,,
"Trabajador del hogar (110)",1,1,,,
"De 15 a 29 años (112)",1407,853,187,73,294
"Empleado (113)",147,29,12,14,92
"Obrero (114)",494,172,69,56,197
"Trabajador independiente (115)",449,399,50,,
"Empleador o patrono (116)",4,3,,1,
"Trabajador familiar no remunerado (117)",302,239,56,2,5
"Trabajador del hogar (118)",11,11,,,
"De 30 a 44 años (120)",1661,1044,178,89,350
"Empleado (121)",211,38,27,18,128
"Obrero (122)",481,159,34,68,220
"Trabajador independiente (123)",686,611,75,,
"Empleador o patrono (124)",5,4,1,,
"Trabajador familiar no remunerado (125)",272,226,41,3,2
"Trabajador del hogar (126)",6,6,,,
"De 45 a 64 años (128)",1360,1047,183,31,99
"Empleado (129)",89,23,21,7,38
"Obrero (130)",247,132,34,23,58
"Trabajador independiente (131)",698,611,87,,
"Empleador o patrono (132)",8,5,2,,1
"Trabajador familiar no remunerado (133)",314,272,39,1,2
"Trabajador del hogar (134)",4,4,,,
"De 65 y más años (136)",620,556,61,2,1
"Empleado (137)",1,,1,,
"Obrero (138)",49,41,5,2,1
"Trabajador independiente (139)",388,342,46,,
"Empleador o patrono (140)",1,1,,,
"Trabajador familiar no remunerado (141)",181,172,9,,
